group_id,difficulty,architecture,num_candidates,target_idx,group_file
38,Adversarial,finfet_7nm,20,6,data/pace_train\groups\group_00038.npz
39,Easy,dram_1x,20,0,data/pace_train\groups\group_00039.npz
40,Medium,dram_dense,20,0,data/pace_train\groups\group_00040.npz
41,Hard,finfet_10nm,20,5,data/pace_train\groups\group_00041.npz
42,Adversarial,finfet_7nm,20,13,data/pace_train\groups\group_00042.npz
43,Easy,dram_1x,20,0,data/pace_train\groups\group_00043.npz
44,Medium,dram_dense,20,0,data/pace_train\groups\group_00044.npz
45,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00045.npz
46,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00046.npz
47,Easy,dram_1x,20,0,data/pace_train\groups\group_00047.npz
48,Medium,dram_dense,20,0,data/pace_train\groups\group_00048.npz
49,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00049.npz
50,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00050.npz
51,Easy,dram_1x,20,0,data/pace_train\groups\group_00051.npz
52,Medium,dram_dense,20,0,data/pace_train\groups\group_00052.npz
53,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00053.npz
54,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00054.npz
55,Easy,dram_1x,20,0,data/pace_train\groups\group_00055.npz
56,Medium,dram_dense,20,0,data/pace_train\groups\group_00056.npz
57,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00057.npz
58,Adversarial,finfet_7nm,20,3,data/pace_train\groups\group_00058.npz
59,Easy,dram_1x,20,0,data/pace_train\groups\group_00059.npz
60,Medium,dram_dense,20,0,data/pace_train\groups\group_00060.npz
61,Hard,finfet_10nm,20,2,data/pace_train\groups\group_00061.npz
62,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00062.npz
63,Easy,dram_1x,20,0,data/pace_train\groups\group_00063.npz
64,Medium,dram_dense,20,0,data/pace_train\groups\group_00064.npz
65,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00065.npz
66,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00066.npz
67,Easy,dram_1x,20,0,data/pace_train\groups\group_00067.npz
68,Medium,dram_dense,20,2,data/pace_train\groups\group_00068.npz
69,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00069.npz
70,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00070.npz
71,Easy,dram_1x,20,0,data/pace_train\groups\group_00071.npz
72,Medium,dram_dense,20,0,data/pace_train\groups\group_00072.npz
73,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00073.npz
74,Adversarial,finfet_7nm,20,17,data/pace_train\groups\group_00074.npz
75,Easy,dram_1x,20,0,data/pace_train\groups\group_00075.npz
76,Medium,dram_dense,20,0,data/pace_train\groups\group_00076.npz
77,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00077.npz
78,Adversarial,finfet_7nm,20,4,data/pace_train\groups\group_00078.npz
79,Medium,dram_dense,20,2,data/pace_train\groups\group_00079.npz
80,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00080.npz
81,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00081.npz
82,Easy,dram_1x,20,0,data/pace_train\groups\group_00082.npz
83,Medium,dram_dense,20,6,data/pace_train\groups\group_00083.npz
84,Hard,finfet_10nm,20,6,data/pace_train\groups\group_00084.npz
85,Easy,dram_1x,20,0,data/pace_train\groups\group_00085.npz
86,Medium,dram_dense,20,0,data/pace_train\groups\group_00086.npz
87,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00087.npz
88,Adversarial,finfet_7nm,20,4,data/pace_train\groups\group_00088.npz
89,Easy,dram_1x,20,0,data/pace_train\groups\group_00089.npz
90,Medium,dram_dense,20,0,data/pace_train\groups\group_00090.npz
91,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00091.npz
92,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00092.npz
93,Easy,dram_1x,20,0,data/pace_train\groups\group_00093.npz
94,Medium,dram_dense,20,0,data/pace_train\groups\group_00094.npz
95,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00095.npz
96,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00096.npz
97,Easy,dram_1x,20,0,data/pace_train\groups\group_00097.npz
98,Medium,dram_dense,20,0,data/pace_train\groups\group_00098.npz
99,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00099.npz
100,Easy,dram_1x,20,0,data/pace_train\groups\group_00100.npz
101,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00101.npz
102,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00102.npz
103,Easy,dram_1x,20,0,data/pace_train\groups\group_00103.npz
104,Medium,dram_dense,20,0,data/pace_train\groups\group_00104.npz
105,Hard,finfet_10nm,20,3,data/pace_train\groups\group_00105.npz
106,Adversarial,finfet_7nm,20,2,data/pace_train\groups\group_00106.npz
107,Easy,dram_1x,20,0,data/pace_train\groups\group_00107.npz
108,Medium,dram_dense,20,0,data/pace_train\groups\group_00108.npz
109,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00109.npz
110,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00110.npz
111,Easy,dram_1x,20,0,data/pace_train\groups\group_00111.npz
112,Medium,dram_dense,20,0,data/pace_train\groups\group_00112.npz
113,Hard,finfet_10nm,20,1,data/pace_train\groups\group_00113.npz
114,Adversarial,finfet_7nm,20,10,data/pace_train\groups\group_00114.npz
115,Easy,dram_1x,20,0,data/pace_train\groups\group_00115.npz
116,Medium,dram_dense,20,1,data/pace_train\groups\group_00116.npz
117,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00117.npz
118,Easy,dram_1x,20,0,data/pace_train\groups\group_00118.npz
119,Medium,dram_dense,20,0,data/pace_train\groups\group_00119.npz
120,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00120.npz
121,Adversarial,finfet_7nm,20,10,data/pace_train\groups\group_00121.npz
122,Easy,dram_1x,20,0,data/pace_train\groups\group_00122.npz
123,Medium,dram_dense,20,2,data/pace_train\groups\group_00123.npz
124,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00124.npz
125,Easy,dram_1x,20,0,data/pace_train\groups\group_00125.npz
126,Medium,dram_dense,20,0,data/pace_train\groups\group_00126.npz
127,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00127.npz
128,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00128.npz
129,Easy,dram_1x,20,0,data/pace_train\groups\group_00129.npz
130,Medium,dram_dense,20,5,data/pace_train\groups\group_00130.npz
131,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00131.npz
132,Easy,dram_1x,20,0,data/pace_train\groups\group_00132.npz
133,Medium,dram_dense,20,0,data/pace_train\groups\group_00133.npz
134,Adversarial,finfet_7nm,20,7,data/pace_train\groups\group_00134.npz
135,Easy,dram_1x,20,0,data/pace_train\groups\group_00135.npz
136,Medium,dram_dense,20,1,data/pace_train\groups\group_00136.npz
137,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00137.npz
138,Adversarial,finfet_7nm,20,3,data/pace_train\groups\group_00138.npz
139,Easy,dram_1x,20,1,data/pace_train\groups\group_00139.npz
140,Medium,dram_dense,20,0,data/pace_train\groups\group_00140.npz
141,Hard,finfet_10nm,20,1,data/pace_train\groups\group_00141.npz
142,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00142.npz
143,Easy,dram_1x,20,0,data/pace_train\groups\group_00143.npz
144,Medium,dram_dense,20,0,data/pace_train\groups\group_00144.npz
145,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00145.npz
146,Easy,dram_1x,20,0,data/pace_train\groups\group_00146.npz
147,Medium,dram_dense,20,0,data/pace_train\groups\group_00147.npz
148,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00148.npz
149,Easy,dram_1x,20,0,data/pace_train\groups\group_00149.npz
150,Medium,dram_dense,20,0,data/pace_train\groups\group_00150.npz
151,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00151.npz
152,Adversarial,finfet_7nm,20,18,data/pace_train\groups\group_00152.npz
153,Easy,dram_1x,20,0,data/pace_train\groups\group_00153.npz
154,Medium,dram_dense,20,0,data/pace_train\groups\group_00154.npz
155,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00155.npz
156,Easy,dram_1x,20,0,data/pace_train\groups\group_00156.npz
157,Medium,dram_dense,20,3,data/pace_train\groups\group_00157.npz
158,Hard,finfet_10nm,20,3,data/pace_train\groups\group_00158.npz
159,Adversarial,finfet_7nm,20,3,data/pace_train\groups\group_00159.npz
160,Easy,dram_1x,20,2,data/pace_train\groups\group_00160.npz
161,Medium,dram_dense,20,0,data/pace_train\groups\group_00161.npz
162,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00162.npz
163,Adversarial,finfet_7nm,20,2,data/pace_train\groups\group_00163.npz
164,Easy,dram_1x,20,0,data/pace_train\groups\group_00164.npz
165,Medium,dram_dense,20,0,data/pace_train\groups\group_00165.npz
166,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00166.npz
167,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00167.npz
168,Easy,dram_1x,20,0,data/pace_train\groups\group_00168.npz
169,Medium,dram_dense,20,1,data/pace_train\groups\group_00169.npz
170,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00170.npz
171,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00171.npz
172,Easy,dram_1x,20,0,data/pace_train\groups\group_00172.npz
173,Medium,dram_dense,20,6,data/pace_train\groups\group_00173.npz
174,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00174.npz
175,Adversarial,finfet_7nm,20,7,data/pace_train\groups\group_00175.npz
176,Easy,dram_1x,20,0,data/pace_train\groups\group_00176.npz
177,Medium,dram_dense,20,0,data/pace_train\groups\group_00177.npz
178,Easy,dram_1x,20,0,data/pace_train\groups\group_00178.npz
179,Medium,dram_dense,20,0,data/pace_train\groups\group_00179.npz
180,Hard,finfet_10nm,20,1,data/pace_train\groups\group_00180.npz
181,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00181.npz
182,Easy,dram_1x,20,0,data/pace_train\groups\group_00182.npz
183,Medium,dram_dense,20,0,data/pace_train\groups\group_00183.npz
184,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00184.npz
185,Easy,dram_1x,20,0,data/pace_train\groups\group_00185.npz
186,Medium,dram_dense,20,0,data/pace_train\groups\group_00186.npz
187,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00187.npz
188,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00188.npz
189,Easy,dram_1x,20,0,data/pace_train\groups\group_00189.npz
190,Medium,dram_dense,20,0,data/pace_train\groups\group_00190.npz
191,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00191.npz
192,Easy,dram_1x,20,0,data/pace_train\groups\group_00192.npz
193,Medium,dram_dense,20,0,data/pace_train\groups\group_00193.npz
194,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00194.npz
195,Easy,dram_1x,20,0,data/pace_train\groups\group_00195.npz
196,Medium,dram_dense,20,1,data/pace_train\groups\group_00196.npz
197,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00197.npz
198,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00198.npz
199,Easy,dram_1x,20,0,data/pace_train\groups\group_00199.npz
200,Medium,dram_dense,20,0,data/pace_train\groups\group_00200.npz
201,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00201.npz
202,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00202.npz
203,Medium,dram_dense,20,0,data/pace_train\groups\group_00203.npz
204,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00204.npz
205,Medium,dram_dense,20,0,data/pace_train\groups\group_00205.npz
206,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00206.npz
207,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00207.npz
208,Easy,dram_1x,20,0,data/pace_train\groups\group_00208.npz
209,Medium,dram_dense,20,0,data/pace_train\groups\group_00209.npz
210,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00210.npz
211,Easy,dram_1x,20,2,data/pace_train\groups\group_00211.npz
212,Medium,dram_dense,20,0,data/pace_train\groups\group_00212.npz
213,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00213.npz
214,Easy,dram_1x,20,0,data/pace_train\groups\group_00214.npz
215,Medium,dram_dense,20,0,data/pace_train\groups\group_00215.npz
216,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00216.npz
217,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00217.npz
218,Easy,dram_1x,20,0,data/pace_train\groups\group_00218.npz
219,Medium,dram_dense,20,0,data/pace_train\groups\group_00219.npz
220,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00220.npz
221,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00221.npz
222,Easy,dram_1x,20,0,data/pace_train\groups\group_00222.npz
223,Medium,dram_dense,20,0,data/pace_train\groups\group_00223.npz
224,Adversarial,finfet_7nm,20,4,data/pace_train\groups\group_00224.npz
225,Easy,dram_1x,20,1,data/pace_train\groups\group_00225.npz
226,Medium,dram_dense,20,0,data/pace_train\groups\group_00226.npz
227,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00227.npz
228,Adversarial,finfet_7nm,20,6,data/pace_train\groups\group_00228.npz
229,Easy,dram_1x,20,0,data/pace_train\groups\group_00229.npz
230,Medium,dram_dense,20,10,data/pace_train\groups\group_00230.npz
231,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00231.npz
232,Easy,dram_1x,20,0,data/pace_train\groups\group_00232.npz
233,Medium,dram_dense,20,0,data/pace_train\groups\group_00233.npz
234,Hard,finfet_10nm,20,2,data/pace_train\groups\group_00234.npz
235,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00235.npz
236,Easy,dram_1x,20,0,data/pace_train\groups\group_00236.npz
237,Medium,dram_dense,20,1,data/pace_train\groups\group_00237.npz
238,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00238.npz
239,Adversarial,finfet_7nm,20,12,data/pace_train\groups\group_00239.npz
240,Easy,dram_1x,20,0,data/pace_train\groups\group_00240.npz
241,Medium,dram_dense,20,0,data/pace_train\groups\group_00241.npz
242,Hard,finfet_10nm,20,1,data/pace_train\groups\group_00242.npz
243,Easy,dram_1x,20,0,data/pace_train\groups\group_00243.npz
244,Medium,dram_dense,20,0,data/pace_train\groups\group_00244.npz
245,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00245.npz
246,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00246.npz
247,Easy,dram_1x,20,0,data/pace_train\groups\group_00247.npz
248,Medium,dram_dense,20,4,data/pace_train\groups\group_00248.npz
249,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00249.npz
250,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00250.npz
251,Easy,dram_1x,20,0,data/pace_train\groups\group_00251.npz
252,Medium,dram_dense,20,2,data/pace_train\groups\group_00252.npz
253,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00253.npz
254,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00254.npz
255,Adversarial,finfet_7nm,20,3,data/pace_train\groups\group_00255.npz
256,Easy,dram_1x,20,0,data/pace_train\groups\group_00256.npz
257,Medium,dram_dense,20,0,data/pace_train\groups\group_00257.npz
258,Hard,finfet_10nm,20,15,data/pace_train\groups\group_00258.npz
259,Easy,dram_1x,20,0,data/pace_train\groups\group_00259.npz
260,Medium,dram_dense,20,0,data/pace_train\groups\group_00260.npz
261,Hard,finfet_10nm,20,1,data/pace_train\groups\group_00261.npz
262,Adversarial,finfet_7nm,20,2,data/pace_train\groups\group_00262.npz
263,Easy,dram_1x,20,0,data/pace_train\groups\group_00263.npz
264,Medium,dram_dense,20,9,data/pace_train\groups\group_00264.npz
265,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00265.npz
266,Adversarial,finfet_7nm,20,2,data/pace_train\groups\group_00266.npz
267,Easy,dram_1x,20,0,data/pace_train\groups\group_00267.npz
268,Medium,dram_dense,20,0,data/pace_train\groups\group_00268.npz
269,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00269.npz
270,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00270.npz
271,Easy,dram_1x,20,0,data/pace_train\groups\group_00271.npz
272,Medium,dram_dense,20,0,data/pace_train\groups\group_00272.npz
273,Hard,finfet_10nm,20,2,data/pace_train\groups\group_00273.npz
274,Adversarial,finfet_7nm,20,3,data/pace_train\groups\group_00274.npz
275,Easy,dram_1x,20,0,data/pace_train\groups\group_00275.npz
276,Hard,finfet_10nm,20,5,data/pace_train\groups\group_00276.npz
277,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00277.npz
278,Easy,dram_1x,20,0,data/pace_train\groups\group_00278.npz
279,Medium,dram_dense,20,1,data/pace_train\groups\group_00279.npz
280,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00280.npz
281,Adversarial,finfet_7nm,20,3,data/pace_train\groups\group_00281.npz
282,Easy,dram_1x,20,0,data/pace_train\groups\group_00282.npz
283,Medium,dram_dense,20,1,data/pace_train\groups\group_00283.npz
284,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00284.npz
285,Easy,dram_1x,20,2,data/pace_train\groups\group_00285.npz
286,Medium,dram_dense,20,0,data/pace_train\groups\group_00286.npz
287,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00287.npz
288,Easy,dram_1x,20,0,data/pace_train\groups\group_00288.npz
289,Medium,dram_dense,20,0,data/pace_train\groups\group_00289.npz
290,Hard,finfet_10nm,20,3,data/pace_train\groups\group_00290.npz
291,Adversarial,finfet_7nm,20,6,data/pace_train\groups\group_00291.npz
292,Easy,dram_1x,20,0,data/pace_train\groups\group_00292.npz
293,Medium,dram_dense,20,3,data/pace_train\groups\group_00293.npz
294,Adversarial,finfet_7nm,20,12,data/pace_train\groups\group_00294.npz
295,Easy,dram_1x,20,0,data/pace_train\groups\group_00295.npz
296,Medium,dram_dense,20,0,data/pace_train\groups\group_00296.npz
297,Hard,finfet_10nm,20,3,data/pace_train\groups\group_00297.npz
298,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00298.npz
299,Easy,dram_1x,20,0,data/pace_train\groups\group_00299.npz
300,Medium,dram_dense,20,5,data/pace_train\groups\group_00300.npz
301,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00301.npz
302,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00302.npz
303,Easy,dram_1x,20,0,data/pace_train\groups\group_00303.npz
304,Medium,dram_dense,20,3,data/pace_train\groups\group_00304.npz
305,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00305.npz
306,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00306.npz
307,Easy,dram_1x,20,1,data/pace_train\groups\group_00307.npz
308,Medium,dram_dense,20,6,data/pace_train\groups\group_00308.npz
309,Hard,finfet_10nm,20,6,data/pace_train\groups\group_00309.npz
310,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00310.npz
311,Easy,dram_1x,20,8,data/pace_train\groups\group_00311.npz
312,Medium,dram_dense,20,0,data/pace_train\groups\group_00312.npz
313,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00313.npz
314,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00314.npz
315,Easy,dram_1x,20,0,data/pace_train\groups\group_00315.npz
316,Medium,dram_dense,20,0,data/pace_train\groups\group_00316.npz
317,Hard,finfet_10nm,20,7,data/pace_train\groups\group_00317.npz
318,Adversarial,finfet_7nm,20,13,data/pace_train\groups\group_00318.npz
319,Easy,dram_1x,20,3,data/pace_train\groups\group_00319.npz
320,Medium,dram_dense,20,0,data/pace_train\groups\group_00320.npz
321,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00321.npz
322,Easy,dram_1x,20,0,data/pace_train\groups\group_00322.npz
323,Medium,dram_dense,20,4,data/pace_train\groups\group_00323.npz
324,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00324.npz
325,Adversarial,finfet_7nm,20,2,data/pace_train\groups\group_00325.npz
326,Easy,dram_1x,20,6,data/pace_train\groups\group_00326.npz
327,Medium,dram_dense,20,0,data/pace_train\groups\group_00327.npz
328,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00328.npz
329,Easy,dram_1x,20,0,data/pace_train\groups\group_00329.npz
330,Medium,dram_dense,20,0,data/pace_train\groups\group_00330.npz
331,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00331.npz
332,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00332.npz
333,Easy,dram_1x,20,0,data/pace_train\groups\group_00333.npz
334,Hard,finfet_10nm,20,2,data/pace_train\groups\group_00334.npz
335,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00335.npz
336,Easy,dram_1x,20,0,data/pace_train\groups\group_00336.npz
337,Medium,dram_dense,20,0,data/pace_train\groups\group_00337.npz
338,Hard,finfet_10nm,20,3,data/pace_train\groups\group_00338.npz
339,Easy,dram_1x,20,0,data/pace_train\groups\group_00339.npz
340,Medium,dram_dense,20,0,data/pace_train\groups\group_00340.npz
341,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00341.npz
342,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00342.npz
343,Easy,dram_1x,20,0,data/pace_train\groups\group_00343.npz
344,Medium,dram_dense,20,0,data/pace_train\groups\group_00344.npz
345,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00345.npz
346,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00346.npz
347,Easy,dram_1x,20,0,data/pace_train\groups\group_00347.npz
348,Medium,dram_dense,20,0,data/pace_train\groups\group_00348.npz
349,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00349.npz
350,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00350.npz
351,Easy,dram_1x,20,0,data/pace_train\groups\group_00351.npz
352,Medium,dram_dense,20,1,data/pace_train\groups\group_00352.npz
353,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00353.npz
354,Adversarial,finfet_7nm,20,6,data/pace_train\groups\group_00354.npz
355,Easy,dram_1x,20,0,data/pace_train\groups\group_00355.npz
356,Medium,dram_dense,20,0,data/pace_train\groups\group_00356.npz
357,Hard,finfet_10nm,20,14,data/pace_train\groups\group_00357.npz
358,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00358.npz
359,Easy,dram_1x,20,0,data/pace_train\groups\group_00359.npz
360,Medium,dram_dense,20,1,data/pace_train\groups\group_00360.npz
361,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00361.npz
362,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00362.npz
363,Easy,dram_1x,20,1,data/pace_train\groups\group_00363.npz
364,Medium,dram_dense,20,0,data/pace_train\groups\group_00364.npz
365,Adversarial,finfet_7nm,20,6,data/pace_train\groups\group_00365.npz
366,Easy,dram_1x,20,0,data/pace_train\groups\group_00366.npz
367,Medium,dram_dense,20,0,data/pace_train\groups\group_00367.npz
368,Hard,finfet_10nm,20,1,data/pace_train\groups\group_00368.npz
369,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00369.npz
370,Easy,dram_1x,20,0,data/pace_train\groups\group_00370.npz
371,Easy,dram_1x,20,0,data/pace_train\groups\group_00371.npz
372,Medium,dram_dense,20,0,data/pace_train\groups\group_00372.npz
373,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00373.npz
374,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00374.npz
375,Easy,dram_1x,20,1,data/pace_train\groups\group_00375.npz
376,Medium,dram_dense,20,7,data/pace_train\groups\group_00376.npz
377,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00377.npz
378,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00378.npz
379,Medium,dram_dense,20,0,data/pace_train\groups\group_00379.npz
380,Hard,finfet_10nm,20,5,data/pace_train\groups\group_00380.npz
381,Easy,dram_1x,20,2,data/pace_train\groups\group_00381.npz
382,Medium,dram_dense,20,0,data/pace_train\groups\group_00382.npz
383,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00383.npz
384,Easy,dram_1x,20,0,data/pace_train\groups\group_00384.npz
385,Medium,dram_dense,20,0,data/pace_train\groups\group_00385.npz
386,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00386.npz
387,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00387.npz
388,Easy,dram_1x,20,0,data/pace_train\groups\group_00388.npz
389,Medium,dram_dense,20,0,data/pace_train\groups\group_00389.npz
390,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00390.npz
391,Easy,dram_1x,20,0,data/pace_train\groups\group_00391.npz
392,Medium,dram_dense,20,0,data/pace_train\groups\group_00392.npz
