pair_id,set_type,gt_found,GT_x,GT_y,nearest_cand_x,nearest_cand_y,raw_cand_dist_px,refined_dist_px,dist_category,refinement_category
pair_017,SetA,1,536.4555630659518,415.1719385817246,535.0,423.0,7.962236457632676,7.962236457632676,NEAR,NOT_REFINABLE
pair_018,SetA,1,633.8302029584735,529.3771388419595,641.5902099609375,529.384765625,7.760010750386251,7.760010750386251,NEAR,NOT_REFINABLE
pair_019,SetA,1,462.50661641112623,460.2952345169986,462.5112609863281,460.27117919921875,0.02449959983951821,0.02449959983951821,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_020,SetA,1,359.5974759091987,466.8878186295023,361.38385009765625,466.8851623535156,1.786376163351245,1.786376163351245,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_021,SetA,1,465.1522506975749,532.2503646150753,465.1155090332031,532.203369140625,0.05965336972562274,0.05965336972562274,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_022,SetA,1,445.9727890984229,353.832497318668,445.93841552734375,353.87744140625,0.05658191758247576,0.05658191758247576,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_023,SetA,1,357.48726056680914,561.5979415955231,357.5437927246094,561.560546875,0.06778089692940203,0.06778089692940203,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_024,SetA,1,366.6139153673995,627.9868842791703,276.7340850830078,641.707275390625,90.92102630416319,90.70292850664086,FAR,NOT_REFINABLE
pair_025,SetA,1,379.1116367088906,515.4013269230493,379.1699523925781,515.4411926269531,0.07063988470892792,0.07063988470892792,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_026,SetA,1,514.0043003399667,617.9084304340807,513.9815368652344,617.9429931640625,0.0413854815808637,0.0413854815808637,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_027,SetA,1,603.9420312048406,417.7763906775965,606.4681396484375,418.0247497558594,2.538288025533529,2.538288025533529,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_028,SetA,1,477.91187520368914,439.8842365822546,477.9462890625,439.84417724609375,0.052811590507198004,0.052811590507198004,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_029,SetA,1,505.0122385387808,618.7091177721555,505.64312744140625,618.9960327148438,0.6930663689674308,0.6930663689674308,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_030,SetA,1,436.1278420959197,611.0108527600154,514.8748779296875,588.5,81.90136839264534,81.90136839264534,FAR,NOT_REFINABLE
pair_031,SetA,1,515.2050624964362,524.1079983471228,515.4880065917969,524.1622619628906,0.28810050519856417,0.09364576030618428,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_032,SetA,1,471.0536823948475,488.1316627573783,471.00860595703125,488.1328125,0.045091098393122905,0.045091098393122905,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_033,SetA,1,506.487300176383,415.4853036556477,506.50555419921875,415.4847412109375,0.01826268583043346,0.01826268583043346,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_034,SetA,1,600.6392691360397,427.2759208637932,503.5272216796875,403.4753723144531,99.9860783930158,100.37527269939326,FAR,NOT_REFINABLE
pair_035,SetA,1,381.3987859700967,390.8476615420415,381.3294677734375,390.8495788574219,0.06934470770254049,0.06934470770254049,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_036,SetA,1,369.9263348959626,591.9291431014253,374.6568298339844,589.5037841796875,5.31600867737279,5.31600867737279,NEAR,NOT_REFINABLE
pair_037,SetA,1,637.3473505721319,414.3333441028385,637.3588256835938,414.3839111328125,0.051852701987970436,0.051852701987970436,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_038,SetA,1,363.5338391870325,490.2092338110844,360.24578857421875,492.5999755859375,4.06533185194675,4.06533185194675,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_039,SetA,1,414.3196668371812,445.5629858295304,414.3386535644531,445.5730285644531,0.02147911397673499,0.02147911397673499,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_040,SetA,1,630.593738588206,591.0880887782025,566.9398803710938,596.0254516601562,63.845056332908946,63.99350274348535,FAR,NOT_REFINABLE
pair_041,SetA,1,377.178171218729,679.0484563009845,377.1237487792969,679.0601196289062,0.055658199144003676,0.055658199144003676,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_042,SetA,1,668.4494920156358,568.0786817680777,666.5243530273438,566.5958251953125,2.4300254606968403,2.4300254606968403,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_043,SetA,1,564.7977986922531,533.8204042709664,561.364990234375,533.8243103027344,3.4328106801225533,3.4328106801225533,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_044,SetA,1,488.5538592082335,610.1011136314564,488.33392333984375,610.2162475585938,0.248249083346593,0.248249083346593,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_045,SetA,1,375.918386738488,572.8570018542118,373.1289978027344,572.7908935546875,2.790172206544004,2.790172206544004,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_046,SetA,1,443.0353460101062,368.1839792604088,445.9292297363281,363.9839172363281,5.100498409667131,5.193533840685079,NEAR,NOT_REFINABLE
pair_047,SetA,1,500.265199440106,488.8036102103926,500.3662109375,488.7666015625,0.10757770505366616,0.10757770505366616,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_048,SetA,1,372.2592562218046,453.5909777894977,373.4100646972656,455.4884338378906,2.2191664207030226,2.2191664207030226,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_049,SetA,1,435.9720122977421,504.35336785436,435.9801025390625,504.3653259277344,0.014437711849521615,0.014437711849521615,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_050,SetA,1,523.0402884416775,624.2321491754209,522.5,624.4963989257812,0.6014478620593846,0.7435797893327747,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_051,SetA,1,583.0687185699024,574.3139849533147,583.0441284179688,574.3301391601562,0.029421658192575903,0.029421658192575903,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_052,SetA,1,580.7489974922584,537.8446461986192,584.0667114257812,537.8922424316406,3.3180553259537118,3.3180553259537118,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_053,SetA,1,481.9060221764303,519.3259577042813,481.8262939453125,519.3439331054688,0.0817294676663566,0.0817294676663566,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_054,SetA,1,524.3944849087668,385.2139829045786,524.4069519042969,385.2357482910156,0.025083022630866876,0.025083022630866876,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_055,SetA,1,404.9636330057472,391.4923593167131,404.956298828125,391.517822265625,0.02649814953323233,0.02649814953323233,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_056,SetA,1,503.63453564902574,449.4331566071532,494.93310546875,451.941162109375,9.055660041178019,8.50763732677137,NEAR,NOT_REFINABLE
pair_057,SetA,1,551.3003772449036,447.9003532222361,551.2525329589844,447.90380859375,0.04796889916835409,0.04796889916835409,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_058,SetA,1,409.69162392649287,578.3278051888444,405.0109558105469,596.1617431640625,18.437949932559174,18.437949932559174,FAR,NOT_REFINABLE
pair_059,SetA,1,614.5899867242111,423.4540121109193,614.5851440429688,423.4268493652344,0.027591054977261015,0.027591054977261015,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_060,SetA,1,560.1155584056785,517.980210360295,610.041015625,524.0557250976562,50.29376857904164,50.29376857904164,FAR,NOT_REFINABLE
pair_061,SetA,1,594.2687468898076,437.7733349522034,592.85498046875,437.840087890625,1.4153414598951086,1.4153414598951086,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_062,SetA,1,317.90019451980305,581.77040896556,317.8485107421875,581.8301391601562,0.07898676480978899,0.07898676480978899,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_063,SetA,1,612.8646965251174,489.01816294065696,612.854736328125,489.031005859375,0.016252571652703007,0.016252571652703007,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_064,SetA,1,556.2970362597354,454.8233314230886,556.6736755371094,454.92236328125,0.38944120761896983,0.20308621036693505,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_065,SetA,1,373.6748610981225,603.5404455786567,373.5677185058594,603.5711669921875,0.1114600391449618,0.1114600391449618,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_066,SetA,1,509.7991559709936,566.9947545087396,509.8258972167969,566.9967651367188,0.026816727093045233,0.026816727093045233,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_067,SetA,1,528.9313262968036,440.8235571257104,528.9697265625,440.7995910644531,0.04526535648530396,0.04526535648530396,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_068,SetA,1,378.9976793534375,546.376157512448,414.9820251464844,578.03564453125,47.92907531391841,48.04461475258337,FAR,NOT_REFINABLE
pair_069,SetA,1,472.57143863891145,554.5628638967514,472.559326171875,554.5442199707031,0.022233034795173443,0.022233034795173443,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_070,SetB,1,533.9976049824504,486.68020968908655,532.4496154785156,487.3305969238281,1.6790697005803705,2.0737635782693937,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_071,SetB,1,556.8229823160575,576.0862587087526,556.9135437011719,576.0454711914062,0.09932263611638659,0.09932263611638659,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_072,SetB,1,418.7440317498672,627.2884436776022,418.59039306640625,622.6212158203125,4.6697559590322175,4.6697559590322175,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_073,SetB,1,507.3263442179462,410.4344664899672,507.1974182128906,410.4206848144531,0.1296605158078777,0.1296605158078777,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_074,SetB,1,551.0026516259751,562.9354725990652,550.951416015625,562.9505615234375,0.05341126666406578,0.05341126666406578,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_075,SetB,1,421.1876306684851,523.554354323216,420.8946533203125,523.7596740722656,0.3577595923131253,0.1701742956687149,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_076,SetB,1,371.649968341773,387.4210639684029,375.0138854980469,385.1546936035156,4.056152519952016,4.056152519952016,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_077,SetB,1,569.2138246861344,478.7272095418808,569.0,478.75372314453125,0.21546221832608656,0.21546221832608656,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_078,SetB,1,587.4386831359992,533.0853517555572,589.5823364257812,535.4305725097656,3.177311727351162,3.177311727351162,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_079,SetB,1,437.5161967751044,512.2563095857726,437.5641784667969,512.227783203125,0.05582111826743907,0.05582111826743907,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_080,SetB,1,401.0613179749196,456.57166489279024,400.80609130859375,456.5592956542969,0.2555262203076228,0.2555262203076228,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_081,SetB,1,643.564896611024,625.3431765134626,643.5499877929688,625.3350830078125,0.016964011598444097,0.016964011598444097,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_082,SetB,1,371.5852076185285,481.0603167121579,456.94189453125,471.0513916015625,85.94150675073057,86.41053002770688,FAR,NOT_REFINABLE
pair_083,SetB,1,450.98769089577416,638.523116826904,452.7062072753906,637.0,2.296341310739373,2.296341310739373,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_084,SetB,1,457.6567004118978,550.1494366937269,457.6236572265625,550.1579284667969,0.034116891812942765,0.034116891812942765,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_085,SetB,1,493.2118378807493,528.2201001132426,494.00177001953125,516.9989929199219,11.24887725188046,11.24887725188046,FAR,NOT_REFINABLE
pair_086,SetB,1,457.2317665936316,402.1450954048615,421.0174255371094,434.99713134765625,48.89514049212654,48.89514049212654,FAR,NOT_REFINABLE
pair_087,SetB,1,561.7446930867666,483.7465478031667,561.6495056152344,483.7518615722656,0.0953356747431396,0.0953356747431396,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_088,SetB,1,583.2712298593958,635.7661564221528,583.1754150390625,635.7809448242188,0.09694935085481622,0.09694935085481622,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_089,SetB,1,614.8318201722535,401.1196743368377,614.7555541992188,401.1383361816406,0.07851600533896133,0.07851600533896133,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_090,SetB,1,348.0227842198753,417.5201754337889,347.96844482421875,417.3919677734375,0.1392478872123244,0.1392478872123244,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_091,SetB,1,379.7392538864404,530.2769969644571,379.7121887207031,530.2854309082031,0.028348802505516586,0.028348802505516586,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_092,SetB,1,394.9167445159693,370.2205651297191,394.98577880859375,370.1291198730469,0.11457734735106169,0.11457734735106169,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_093,SetB,1,567.0186268370562,513.5688143928033,567.0619506835938,513.567138671875,0.0433562419893303,0.0433562419893303,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_094,SetB,1,449.5703586355875,474.1917687819448,456.0,483.0,10.905284281745528,10.897750173973726,FAR,NOT_REFINABLE
pair_095,SetB,1,631.1139006707233,614.2538407644836,631.1957397460938,614.1834106445312,0.10797238560850154,0.10797238560850154,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_096,SetB,1,505.2391638206021,450.6249223056501,504.9570617675781,450.858154296875,0.3660310506651821,0.1613128544938566,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_097,SetB,1,537.0184363712208,462.41633390964097,537.0938720703125,462.443603515625,0.08021331627591398,0.08021331627591398,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_098,SetB,1,461.6327010787445,639.9432626594256,462.76654052734375,641.8773803710938,2.24196414284177,2.24196414284177,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_099,SetB,1,416.78169962655215,408.8498950698431,416.8523864746094,408.83941650390625,0.07145929493325473,0.07145929493325473,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_100,SetB,1,496.712138592475,472.12093617651897,496.6162414550781,472.12176513671875,0.09590072020548486,0.09590072020548486,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_101,SetB,1,617.5774100773461,658.7671096154937,617.6023559570312,658.7835693359375,0.02988677484023767,0.02988677484023767,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_102,SetB,1,558.7407932360767,654.2146527026613,560.5171508789062,657.6395263671875,3.858135053779773,3.858135053779773,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_103,SetB,1,461.1148644304402,582.1891739864284,461.1449279785156,582.1156616210938,0.07942219324581774,0.07942219324581774,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_104,SetB,1,460.7330676441381,384.13561333368057,527.9634399414062,400.8833312988281,69.2849840605409,69.70599765884069,FAR,NOT_REFINABLE
pair_105,SetB,1,390.3853169977744,437.6805911482167,390.6188659667969,437.8025207519531,0.263461475739401,0.263461475739401,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_106,SetB,1,352.88208754607297,448.0910614383217,352.5472717285156,443.3389587402344,4.763883046932951,4.763883046932951,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_107,SetB,1,551.9226562884385,330.6893994609432,551.9375610351562,330.7245178222656,0.03815037059705886,0.03815037059705886,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_108,SetB,1,419.0241100659799,415.0396710952816,416.0796203613281,505.0697326660156,90.07819939392081,90.13157637185125,FAR,NOT_REFINABLE
pair_109,SetB,1,595.0376202297144,558.3261749532121,595.088134765625,558.3445434570312,0.05375053740023277,0.05375053740023277,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_110,SetB,1,422.7339868744404,608.8382082352778,392.57830810546875,616.0894775390625,31.015252192000933,31.015252192000933,FAR,NOT_REFINABLE
pair_111,SetB,1,641.9649092431109,514.1642988479941,641.9710693359375,514.1625671386719,0.006398871838756246,0.006398871838756246,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_112,SetB,1,448.691706059214,483.9684783690704,500.56494140625,546.5016174316406,81.2479293667705,81.14878200170328,FAR,NOT_REFINABLE
pair_113,SetB,1,324.3040343836874,661.3189144655241,324.0537109375,661.3360595703125,0.25090990879066044,0.25090990879066044,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_114,SetB,1,641.16389151336,405.91585793670015,644.4601440429688,403.48095703125,4.09805114149568,4.202670033069458,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_115,SetB,1,401.2870861782606,559.8881899220037,401.14007568359375,559.87158203125,0.14794562371858266,0.14794562371858266,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_116,SetB,1,404.1949591067989,597.3564869766575,407.79058837890625,597.3274536132812,3.5957464869793503,3.5957464869793503,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_117,SetB,1,463.4485670873985,378.2863714063405,463.5417785644531,378.3165588378906,0.09797785708159357,0.09797785708159357,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_118,SetB,1,665.9286433650714,383.7105126474083,666.2772216796875,380.9182434082031,2.813942846902182,2.813942846902182,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_119,SetB,1,567.9409966845091,458.0488132422573,568.469970703125,458.5,0.6952575082176714,0.6952575082176714,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_120,SetB,1,406.69402532252985,536.5093041663631,400.13134765625,557.9796142578125,22.45090095240015,22.45090095240015,FAR,NOT_REFINABLE
pair_121,SetB,1,627.6125774937187,393.331013610427,623.5,393.2044982910156,4.11452303042377,4.571889210048726,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_122,SetB,1,455.3315298427642,564.6009564753156,455.34625244140625,564.6072998046875,0.016030993053935558,0.016030993053935558,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_123,SetB,1,556.7602334876108,478.9354070031733,555.8078918457031,478.8674011230469,0.9547666744514746,0.9547666744514746,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_124,SetB,1,654.7514722101861,534.3109309569012,609.5003051757812,459.5078125,87.42525178032258,87.59119621148052,FAR,NOT_REFINABLE
pair_125,SetB,1,605.7903195195479,541.5417448911985,605.5860595703125,541.5576477050781,0.20487807679430986,0.20487807679430986,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_126,SetB,1,539.2307783768355,480.9993138082922,539.0636596679688,480.9248352050781,0.1829637264323132,0.1829637264323132,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_127,SetB,1,453.00874129807096,539.592610087729,455.61468505859375,539.5216369628906,2.606910061252016,2.606910061252016,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_128,SetB,1,378.857135586239,390.7316493533143,379.2415466308594,390.7161560058594,0.38472314076682473,0.38472314076682473,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_129,SetB,1,382.2169275397297,544.7151733450952,382.2471618652344,544.7788696289062,0.07050766632120375,0.07050766632120375,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_130,SetB,1,417.9396141911637,553.708565252627,418.0220031738281,553.7585144042969,0.09634761137166929,0.09634761137166929,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_131,SetB,1,619.3016287670171,408.4185246858992,619.3445434570312,408.42462158203125,0.04334561986474548,0.04334561986474548,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_132,SetB,1,422.6955142116325,609.361213275522,421.4108581542969,605.3756713867188,4.187467651583053,4.187467651583053,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_133,SetB,1,592.2283332461886,394.1747816526558,592.2867431640625,394.1513366699219,0.06293954020664755,0.06293954020664755,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_134,SetB,1,435.90866511952,554.1240882561762,371.34320068359375,528.5274658203125,69.45420273785463,69.1389967991896,FAR,NOT_REFINABLE
pair_135,SetB,1,593.8296018092655,434.1213027584054,593.86865234375,434.15087890625,0.04898665904971561,0.04898665904971561,DIRECT,REFINABLE_SUBPIXEL_1PX
pair_136,SetB,1,386.5466175047172,624.6785633258728,387.043212890625,619.9722290039062,4.7324612758505795,4.7324612758505795,DIRECT,REFINABLE_SUBPIXEL_5PX
pair_137,SetB,1,415.67518684851154,448.6296086679527,415.9643249511719,453.8436279296875,5.222030036695636,5.222030036695636,NEAR,NOT_REFINABLE
pair_138,SetB,1,523.1453003858609,492.7075582359928,497.4278259277344,510.5127258300781,31.27958576384693,31.346535285872946,FAR,NOT_REFINABLE
pair_139,SetB,1,468.5463345123536,617.0091115777661,469.0,616.8720703125,0.4739121047907299,0.10061755008717241,DIRECT,REFINABLE_SUBPIXEL_1PX
