pair_id,top1_normalized_x,gt_normalized_x,top1_normalized_y,gt_normalized_y,top1_center_distance,gt_center_distance,top1_boundary_left,gt_boundary_left,top1_boundary_right,gt_boundary_right,top1_boundary_top,gt_boundary_top,top1_boundary_bottom,gt_boundary_bottom,top1_min_boundary_distance,gt_min_boundary_distance,top1_neighbor_count_10,gt_neighbor_count_10,top1_neighbor_count_20,gt_neighbor_count_20,top1_neighbor_count_50,gt_neighbor_count_50,top1_nearest_neighbor_distance,gt_nearest_neighbor_distance,top1_2nd_neighbor_distance,gt_2nd_neighbor_distance,top1_3rd_neighbor_distance,gt_3rd_neighbor_distance,top1_neighbor_distance_std,gt_neighbor_distance_std,top1_constellation_asymmetry,gt_constellation_asymmetry
pair_045,0.6295,0.3605,0.5945,0.5715,160.31375486838303,156.75618010145564,629.5,360.5,370.5,639.5,594.5,571.5,405.5,428.5,370.5,360.5,1,1,4,3,10,5,6.082762530298219,9.055385138137417,12.041594578792296,13.038404810405298,12.041594578792296,15.033296378372908,6.563410531900913,8.174215181966424,2.775450413896815,7.650571874049678
pair_047,0.623,0.5,0.483,0.489,124.16923934694937,11.0,623.0,500.0,377.0,500.0,483.0,489.0,517.0,511.0,377.0,489.0,2,1,3,2,7,6,6.0,7.0710678118654755,7.0,10.0,14.035668847618199,20.024984394500787,9.347526367203193,10.120567063076347,25.66186372810829,7.75
pair_048,0.375,0.373,0.395,0.437,163.24827717314508,141.76741515595182,375.0,373.0,625.0,627.0,395.0,437.0,605.0,563.0,375.0,373.0,0,0,0,0,3,4,21.02379604162864,21.02379604162864,21.02379604162864,25.019992006393608,42.04759208325728,42.04759208325728,25.11088148197176,14.939553751716188,34.03307215048327,12.509996003196804
pair_050,0.5265,0.5235,0.5235,0.6125,35.41892149684968,114.92823847949641,526.5,523.5,473.5,476.5,523.5,612.5,476.5,387.5,473.5,387.5,2,2,4,5,6,9,6.0,6.0,6.0,6.0,12.649110640673518,12.0,6.587790674039593,4.67029022549961,20.763549792846117,6.001301942078902
pair_052,0.618,0.584,0.538,0.538,123.96773773849388,92.19544457292888,618.0,584.0,382.0,416.0,538.0,538.0,462.0,462.0,382.0,416.0,1,1,4,4,8,8,7.0,7.0,10.0,10.0,17.0,17.0,5.966573556070519,5.966573556070519,10.5,8.625
pair_053,0.587,0.479,0.528,0.519,91.39474820797966,28.319604517012593,587.0,479.0,413.0,521.0,528.0,519.0,472.0,481.0,413.0,479.0,1,2,2,3,5,5,9.055385138137417,8.06225774829855,17.11724276862369,8.06225774829855,23.08679276123039,14.035668847618199,11.822471787949757,9.918987676953218,24.945565738222896,34.87925601270761
pair_056,0.543,0.504,0.657,0.439,162.7820628939196,61.1310068623117,543.0,504.0,457.0,496.0,657.0,439.0,343.0,561.0,343.0,439.0,1,0,1,0,6,3,9.433981132056603,35.35533905932738,27.51363298439521,35.35533905932738,35.35533905932738,41.0,11.01945942365896,6.583581914245039,20.750376502608333,37.936006972268444
pair_058,0.6105,0.4275,0.5865,0.5785,140.3299682890294,106.85738158873257,610.5,427.5,389.5,572.5,586.5,578.5,413.5,421.5,389.5,421.5,3,2,5,3,8,11,6.0,6.0,6.0,9.0,9.0,10.816653826391969,2.450313020478242,10.910221300279284,11.130616559741872,14.091220671041953
pair_060,0.5495,0.5795,0.4615,0.5145,62.70964838045259,80.81150908131836,549.5,579.5,450.5,420.5,461.5,514.5,538.5,485.5,450.5,420.5,0,0,1,4,8,10,10.816653826391969,10.816653826391969,26.076809620810597,16.76305461424021,27.018512172212592,17.46424919657298,10.894218241237649,4.6034749968625475,30.59411708155671,7.4927047853228546
pair_064,0.553,0.556,0.394,0.45,118.51160280748886,75.07329751649384,553.0,556.0,447.0,444.0,394.0,450.0,606.0,550.0,394.0,444.0,0,0,1,1,4,3,15.033296378372908,15.033296378372908,20.024984394500787,20.024984394500787,35.05709628591621,41.048751503547585,14.067812568560525,22.679704752608288,0.375,31.791557448479935
pair_066,0.538,0.51,0.567,0.567,77.02596964660685,67.7421582177598,538.0,510.0,462.0,490.0,567.0,567.0,433.0,433.0,433.0,433.0,1,1,2,4,6,9,7.0,7.0,14.0,11.0,21.0,14.0,11.08873302050329,4.955804677345546,33.5,2.0
pair_068,0.346,0.361,0.509,0.53,154.26276284314372,142.20056258679148,346.0,361.0,654.0,639.0,509.0,530.0,491.0,470.0,346.0,361.0,2,0,5,3,13,15,8.06225774829855,16.64331697709324,8.06225774829855,18.110770276274835,16.64331697709324,18.788294228055936,4.568439829770526,3.6110407588657125,7.057797106746552,4.038873605350878
pair_070,0.5295,0.5335,0.5575,0.4955,64.62584622269948,33.80088756231114,529.5,533.5,470.5,466.5,557.5,495.5,442.5,504.5,442.5,466.5,0,0,1,0,2,2,13.601470508735444,31.064449134018133,31.064449134018133,49.0,62.12889826803627,62.12889826803627,57.79047024386509,50.87444081023178,90.70780699586999,40.58517278514408
pair_072,0.421,0.419,0.363,0.632,158.14550262337528,154.8709139896837,421.0,419.0,579.0,581.0,363.0,632.0,637.0,368.0,363.0,368.0,0,0,2,1,5,3,14.0,14.0,14.0,28.0,28.0,37.0,10.337285804937986,17.72004514666935,4.640177798317646,32.5
pair_073,0.364,0.508,0.567,0.434,151.60804727981954,66.48308055437865,364.0,508.0,636.0,492.0,567.0,434.0,433.0,566.0,364.0,434.0,0,0,2,1,4,3,12.0,12.0,12.0,24.020824298928627,35.014282800023196,47.01063709417264,18.76229170173796,21.813898825657237,37.28961819327197,18.87624168101267
pair_076,0.339,0.365,0.41,0.383,184.44782460088814,178.64489917151286,339.0,365.0,661.0,635.0,410.0,383.0,590.0,617.0,339.0,365.0,1,0,7,0,23,11,9.0,20.396078054371138,10.0,23.53720459187964,10.770329614269007,24.08318915758459,2.166118873332594,5.433543150537183,3.395769426801531,28.667544802441665
pair_078,0.636,0.571,0.53,0.534,139.26952286842948,78.7210264160726,636.0,571.0,364.0,429.0,530.0,534.0,470.0,466.0,364.0,429.0,0,0,2,1,2,3,12.041594578792296,16.0312195418814,16.0312195418814,28.071337695236398,65.12296062065974,49.09175083453431,33.46077378006888,22.626917965355354,6.005206074732157,49.606577184885474
pair_080,0.669,0.414,0.448,0.456,176.81911661356077,96.60227740586657,669.0,414.0,331.0,586.0,448.0,456.0,552.0,544.0,331.0,414.0,0,0,0,0,2,0,29.017236257093817,116.06894502837527,32.01562118716424,126.0634760745554,58.034472514187634,145.08618128546908,86.58853658619574,23.77171397724098,27.139684965010186,115.81484414788979
pair_093,0.3765,0.5675,0.5055,0.5135,123.62240897183649,68.8367634335026,376.5,567.5,623.5,432.5,505.5,513.5,494.5,486.5,376.5,432.5,2,2,3,3,7,7,7.0,7.0,7.0710678118654755,8.0,15.0,15.033296378372908,10.837376511641295,9.624206319023726,28.010042841809437,22.804878863962422
pair_095,0.494,0.631,0.622,0.614,122.14745187681976,173.65770930194836,494.0,631.0,506.0,369.0,622.0,614.0,378.0,386.0,378.0,369.0,0,0,0,0,2,2,32.0624390837628,33.06055050963308,38.05259518088089,49.09175083453431,55.08175741568164,55.08175741568164,14.476101083919593,13.412615096449999,19.914269381526402,15.642989643926764
pair_097,0.3985,0.5375,0.4855,0.4735,102.5304832720494,45.91840589567543,398.5,537.5,601.5,462.5,485.5,473.5,514.5,526.5,398.5,462.5,0,0,1,2,4,5,11.0,11.0,22.0,11.0,33.0,22.02271554554524,15.841717078650282,12.83290293662838,26.375,13.639327329454337
pair_098,0.4795,0.4605,0.3575,0.6545,143.9670101099554,159.46943280767007,479.5,460.5,520.5,539.5,357.5,654.5,642.5,345.5,357.5,345.5,0,0,2,1,4,3,10.04987562112089,10.04987562112089,14.035668847618199,29.068883707497267,29.068883707497267,48.093658625644196,14.990277168175258,23.197631852954892,30.17578706512889,68.0240077105135
pair_101,0.464,0.61,0.658,0.659,162.04937519163718,193.3416664870767,464.0,610.0,536.0,390.0,658.0,659.0,342.0,341.0,342.0,341.0,2,1,3,4,6,7,7.0710678118654755,8.0,8.0,11.0,14.035668847618199,18.0,9.69471247612241,7.626270385975047,28.638370239942077,3.377314021526574
pair_102,0.58,0.559,0.357,0.649,163.8566446623389,160.25604512778918,580.0,559.0,420.0,441.0,357.0,649.0,643.0,351.0,357.0,351.0,0,1,4,3,8,7,11.045361017187261,6.0,11.045361017187261,11.045361017187261,17.029386365926403,17.029386365926403,6.218846772507128,7.9507396767424225,10.52675163571365,6.778873431478124
pair_106,0.598,0.352,0.617,0.434,152.620444239951,162.04937519163718,598.0,352.0,402.0,648.0,617.0,434.0,383.0,566.0,383.0,352.0,0,0,1,2,3,6,19.026297590440446,14.035668847618199,33.06055050963308,14.035668847618199,42.04759208325728,28.071337695236398,50.6195864227323,10.932927839692487,3.6336104634371584,15.150288776125688
pair_114,0.6425,0.6415,0.5225,0.4105,144.2653804625351,167.4290894677505,642.5,641.5,357.5,358.5,522.5,410.5,477.5,589.5,357.5,358.5,0,0,2,1,4,3,14.0,14.0,14.0,28.0,28.0,42.0,16.344147286669248,19.831314711724914,47.250165343626044,63.00607609588142
pair_120,0.308,0.396,0.472,0.531,194.03092537015846,108.52188719332152,308.0,396.0,692.0,604.0,472.0,531.0,528.0,469.0,308.0,396.0,0,0,2,0,2,0,15.524174696260024,105.94810050208545,18.973665961010276,116.76472069936193,105.94810050208545,124.34226956268733,57.93790765820709,46.87722358374927,87.93188059515161,141.48498153514387
pair_123,0.5595,0.5565,0.4115,0.4925,106.6419242136975,56.99561386633186,559.5,556.5,440.5,443.5,411.5,492.5,588.5,507.5,411.5,443.5,0,0,2,1,3,2,13.038404810405298,14.0,14.0,27.018512172212592,27.018512172212592,54.037024344425184,21.806970353018556,24.84702099067421,9.913690029449176,8.5
pair_125,0.4495,0.6055,0.5325,0.5415,60.054142238483436,113.36886697854928,449.5,605.5,550.5,394.5,532.5,541.5,467.5,458.5,449.5,394.5,0,0,2,0,3,1,12.041594578792296,25.079872407968907,13.038404810405298,50.08991914547278,38.05259518088089,75.16648189186454,20.169739883175787,48.14606255196609,4.403478738452134,78.37818972775526
pair_127,0.34,0.459,0.549,0.539,167.3349933516597,56.586217403180434,340.0,459.0,660.0,541.0,549.0,539.0,451.0,461.0,340.0,459.0,0,0,1,1,6,3,10.04987562112089,13.038404810405298,22.090722034374522,22.090722034374522,28.30194339616981,35.12833614050059,11.030735208093295,50.08850040986657,15.637495003996005,74.26777985775527
pair_128,0.4325,0.3915,0.3895,0.3905,129.48552042603066,154.15090009467994,432.5,391.5,567.5,608.5,389.5,390.5,610.5,609.5,389.5,390.5,1,1,1,1,3,4,8.0,8.0,33.015148038438355,33.015148038438355,41.012193308819754,41.012193308819754,39.035469716922236,21.60986620955607,9.500822332829932,36.63864933372954
pair_130,0.6385,0.4175,0.4875,0.5625,139.06293539257683,103.50120772242225,638.5,417.5,361.5,582.5,487.5,562.5,512.5,437.5,361.5,417.5,0,0,1,2,3,4,13.038404810405298,13.038404810405298,30.066592756745816,17.029386365926403,43.104524124504614,30.066592756745816,22.410329094665105,16.084167193349742,38.70582159055663,20.04720990562028
pair_132,0.442,0.431,0.312,0.612,196.74348782107123,131.54847015454038,442.0,431.0,558.0,569.0,312.0,612.0,688.0,388.0,312.0,388.0,3,0,4,1,11,3,6.0,14.0,9.0,34.132096331752024,9.055385138137417,49.16299421312742,6.702073190224056,20.70920807145824,2.1830311495716224,18.200274723201296
pair_133,0.4435,0.5925,0.4045,0.3945,110.96170510586073,140.30858847554558,443.5,592.5,556.5,407.5,404.5,394.5,595.5,605.5,404.5,394.5,1,2,1,2,1,2,6.0,6.0,80.22468448052632,6.082762530298219,95.25754563287887,50.15974481593781,46.646265409685924,29.753005063290516,22.313462864378536,22.4617730822836
pair_135,0.3965,0.5935,0.5265,0.4345,106.83866341357889,114.15997547301768,396.5,593.5,603.5,406.5,526.5,434.5,473.5,565.5,396.5,406.5,0,0,2,1,4,3,16.0,15.0,16.0,31.0,31.0,47.0,18.24938355123263,22.346364357541475,19.625,37.0
pair_136,0.635,0.387,0.484,0.615,135.94484175576505,161.22654868228122,635.0,387.0,365.0,613.0,484.0,615.0,516.0,385.0,365.0,385.0,0,0,1,0,3,2,14.560219778561036,24.020824298928627,24.186773244895647,48.041648597857254,48.041648597857254,72.00694410957877,26.42673296493386,36.031822072758786,5.478651750202782,51.32372745621658
