pair_id,set_type,gf,pf,loc_err,theta,gt_theta,scale,gt_scale,score,correct,failure_mode
pair_019,SetA,1,1,0.31963879644186244,2.65,2.663031107598837,8.664499999999999,8.635375579086986,0.934907858689302,1,SUBPIXEL_SUCCESS
pair_020,SetA,1,0,,0.0,2.0226480356539795,0.0,9.27796825375544,0.0237580684838394,0,PRESENCE_FALSE_NEGATIVE
pair_021,SetA,1,1,0.10663836834380212,0.7,0.4990413804596425,11.570999999999998,11.629387930389385,0.936684361297424,1,SUBPIXEL_SUCCESS
pair_022,SetA,1,1,3.330817238337581,-2.7,-2.685361800417768,10.377250000000002,10.391533850352392,0.9236811133247806,1,IN_BOUNDS_SUCCESS
pair_023,SetA,1,1,0.24387599148889938,5.05,4.990622514138881,9.32325,9.291776682617442,0.9249301867978053,1,SUBPIXEL_SUCCESS
pair_024,SetA,1,0,,0.0,3.869408942649408,0.0,9.3812787187611,0.0206393743481599,0,PRESENCE_FALSE_NEGATIVE
pair_025,SetA,1,1,0.6905945565202054,-3.4,-3.431483293770268,11.199999999999998,11.18954160630585,0.929467562539001,1,SUBPIXEL_SUCCESS
pair_026,SetA,1,1,0.05385304432715639,-3.5500000000000003,-3.585881739831249,11.8405,11.9648696305921,0.9314018670164672,1,SUBPIXEL_SUCCESS
pair_027,SetA,1,0,,0.0,-4.66048258530244,0.0,10.122298773883395,0.0296634259508821,0,PRESENCE_FALSE_NEGATIVE
pair_028,SetA,1,1,0.1474322445217545,1.0,0.9321024602343276,11.570999999999998,11.559633536805816,0.9359985693694424,1,SUBPIXEL_SUCCESS
pair_029,SetA,1,0,,0.0,-2.3827737948296948,0.0,11.11090566392888,0.0332580277357614,0,PRESENCE_FALSE_NEGATIVE
pair_030,SetA,1,0,,0.0,4.324207155868935,0.0,10.172257531768713,0.022886429095502,0,PRESENCE_FALSE_NEGATIVE
pair_031,SetA,1,0,,0.0,-0.020471544724149,0.0,11.700371578194344,0.0238309007149766,0,PRESENCE_FALSE_NEGATIVE
pair_032,SetA,1,1,0.08202203088356201,-4.85,-4.869952589708113,10.81825,10.888322891579843,0.9533088095281256,1,SUBPIXEL_SUCCESS
pair_033,SetA,1,1,0.043478513370077285,1.7,1.726119277170028,8.9775,8.970497872643154,0.9388011490355964,1,SUBPIXEL_SUCCESS
pair_034,SetA,1,0,,0.0,4.316875712055294,0.0,8.854218054076412,0.0219128857129256,0,PRESENCE_FALSE_NEGATIVE
pair_035,SetA,1,1,0.6743855699041549,2.3,2.284448469865895,11.07225,11.019563374324209,0.930618058685534,1,SUBPIXEL_SUCCESS
pair_036,SetA,1,0,,0.0,3.480580895971622,0.0,11.018218160766835,0.0285836693915895,0,PRESENCE_FALSE_NEGATIVE
pair_037,SetA,1,1,0.3444872463045183,-4.2,-4.200476510529054,10.705999999999998,10.623152214873231,0.9302308491594888,1,SUBPIXEL_SUCCESS
pair_038,SetA,1,0,,0.0,-3.653932826138152,0.0,9.3118251640608,0.0257705225334073,0,PRESENCE_FALSE_NEGATIVE
pair_039,SetA,1,1,0.5109681895533318,-3.7,-3.710332560180011,9.9,9.890619445668792,0.9264061326341484,1,SUBPIXEL_SUCCESS
pair_040,SetA,1,0,,0.0,3.903935329654246,0.0,11.350862475242376,0.0215686350872341,0,PRESENCE_FALSE_NEGATIVE
pair_041,SetA,1,1,0.09847298744595785,-0.55,-0.5408819397149713,8.179499999999999,8.226955404952816,0.9405047053638286,1,SUBPIXEL_SUCCESS
pair_042,SetA,1,0,,0.0,2.991798624278717,0.0,9.000358492156733,0.0266583102183631,0,PRESENCE_FALSE_NEGATIVE
pair_043,SetA,1,0,,0.0,0.2819874965089788,0.0,9.182870746798272,0.0342478241600822,0,PRESENCE_FALSE_NEGATIVE
pair_044,SetA,1,0,,0.0,2.024734924987392,0.0,11.6117267036346,0.02507907461095,0,PRESENCE_FALSE_NEGATIVE
pair_045,SetA,1,1,0.549997988044771,-4.75,-4.883125662127704,10.3,10.270378923458068,0.9019779735670148,1,SUBPIXEL_SUCCESS
pair_046,SetA,1,0,,0.0,1.4093359125804108,0.0,11.237285430720764,0.025454332699953,0,PRESENCE_FALSE_NEGATIVE
pair_047,SetA,1,1,0.24111322141802735,2.75,2.7607654897620986,9.306,9.357290086822433,0.9291664829826306,1,SUBPIXEL_SUCCESS
pair_048,SetA,1,0,,0.0,-2.59256056644938,0.0,11.445229253128096,0.0294351567479322,0,PRESENCE_FALSE_NEGATIVE
pair_049,SetA,1,1,0.08750522602462404,2.45,2.476389759948237,10.988999999999995,11.043312398715264,0.9331315248710546,1,SUBPIXEL_SUCCESS
pair_050,SetA,1,0,,0.0,-1.9794628658522848,0.0,8.089668815387185,0.0291423736568286,0,PRESENCE_FALSE_NEGATIVE
pair_051,SetA,1,1,0.15105022232423,-2.45,-2.353607991482547,11.384999999999998,11.370716893964577,0.9315463609058668,1,SUBPIXEL_SUCCESS
pair_052,SetA,1,1,3.2481561987049865,-0.25,-0.2259390849582887,10.599999999999998,10.605906230985118,0.9685143192137688,1,IN_BOUNDS_SUCCESS
pair_053,SetA,1,1,0.2770797707593913,-4.75,-4.79218862579125,11.483999999999998,11.48485682947156,0.9269360436831068,1,SUBPIXEL_SUCCESS
pair_054,SetA,1,1,0.16448209969363134,3.7,3.704011487591906,10.47375,10.565138816770448,0.9448275465698608,1,SUBPIXEL_SUCCESS
pair_055,SetA,1,1,0.1824852861663119,-0.85,-0.9302061852871022,11.4425,11.509638262345018,0.9340244264665394,1,SUBPIXEL_SUCCESS
pair_056,SetA,1,0,,0.0,-2.247483619682887,0.0,9.09806019061035,0.0221862671639422,0,PRESENCE_FALSE_NEGATIVE
pair_057,SetA,1,1,3.700964470289533,-0.5,-0.5151535649115733,8.599999999999998,8.676415774304342,0.9351394162015246,1,IN_BOUNDS_SUCCESS
pair_058,SetA,1,0,,0.0,-0.6158249936142601,0.0,8.065466782548414,0.0248269026306531,0,PRESENCE_FALSE_NEGATIVE
pair_059,SetA,1,1,0.05885413659477415,1.2,1.210202873325362,8.379,8.319051125201149,0.933140903789644,1,SUBPIXEL_SUCCESS
pair_060,SetA,1,0,,0.0,-2.3057867458450043,0.0,11.161132102027924,0.0262239368438743,0,PRESENCE_FALSE_NEGATIVE
pair_061,SetA,1,0,,0.0,1.9696099430669236,0.0,11.069189775995708,0.0219012176382903,0,PRESENCE_FALSE_NEGATIVE
pair_062,SetA,1,1,4.222679906985418,-2.35,-2.360002681157223,8.23775,8.256986465930158,0.94468602323324,1,IN_BOUNDS_SUCCESS
pair_063,SetA,1,1,0.12287324591241254,2.8,2.7497784765545497,11.58625,11.522430554325368,0.934521042042284,1,SUBPIXEL_SUCCESS
pair_064,SetA,1,1,4.959692864833457,3.05,3.139752801843507,9.4,9.48331496966146,0.9505783113484116,1,IN_BOUNDS_SUCCESS
pair_065,SetA,1,1,0.17564038981910005,-3.3,-3.293836975572732,11.999999999999998,11.949693004441825,0.9350600896639336,1,SUBPIXEL_SUCCESS
pair_066,SetA,1,1,0.1850783475791646,-0.45,-0.4183564556936385,10.174499999999998,10.206105032512957,0.9644453824884028,1,SUBPIXEL_SUCCESS
pair_067,SetA,1,1,0.06371151479609902,4.05,4.0189041289524265,9.230249999999996,9.21031966093376,0.9366652449523394,1,SUBPIXEL_SUCCESS
pair_068,SetA,1,0,,0.0,4.574738111665347,0.0,10.83914514473732,0.0224292557849759,0,PRESENCE_FALSE_NEGATIVE
pair_069,SetA,1,1,0.26746478286368514,0.5,0.46944645845522,8.822,8.84276262197276,0.9265796493725312,1,SUBPIXEL_SUCCESS
pair_070,SetB,1,0,,0.0,-3.675030004050472,0.0,10.793949967100176,0.0217218687722785,0,PRESENCE_FALSE_NEGATIVE
pair_071,SetB,1,1,0.1453612917440095,1.3,1.311592338526987,10.174499999999998,10.223566865776146,0.9063542364145734,1,SUBPIXEL_SUCCESS
pair_072,SetB,1,1,4.6745456441134365,-0.5499999999999999,-0.5704968538940269,10.296,10.35185387571733,0.8044028349422372,1,IN_BOUNDS_SUCCESS
pair_073,SetB,1,0,,0.0,1.430869050232289,0.0,10.877932124290403,0.0279142511295018,0,PRESENCE_FALSE_NEGATIVE
pair_074,SetB,1,1,0.031803610596259364,-1.5,-1.5393709137902325,8.734,8.799019158761812,0.8674556942533407,1,SUBPIXEL_SUCCESS
pair_075,SetB,1,0,,0.0,0.0078429336396137,0.0,10.385126776815884,0.0225259302402263,0,PRESENCE_FALSE_NEGATIVE
pair_076,SetB,1,0,,0.0,0.9382020045160592,0.0,10.910273427908958,0.0201417502413283,0,PRESENCE_FALSE_NEGATIVE
pair_077,SetB,1,1,2.288069588417218,-3.2,-3.2048414164465155,11.483999999999998,11.470049212426757,0.8913798241864441,1,IN_BOUNDS_SUCCESS
pair_078,SetB,1,0,,0.0,3.672322769702895,0.0,8.856183267544658,0.0366948376530872,0,PRESENCE_FALSE_NEGATIVE
pair_079,SetB,1,1,0.21071552641115793,2.05,2.1216812059174472,9.576,9.611166276754204,0.8960545592173357,1,SUBPIXEL_SUCCESS
pair_080,SetB,1,0,,0.0,1.8239668564277445,0.0,11.14776698568926,0.0239381491242476,0,PRESENCE_FALSE_NEGATIVE
pair_081,SetB,1,1,0.10849604742064888,0.5,0.4202082220402667,9.499999999999998,9.6008375634011,0.8767808886600018,1,SUBPIXEL_SUCCESS
pair_082,SetB,1,0,,0.0,-3.1226545332110813,0.0,8.22395424751932,0.0281676280813725,0,PRESENCE_FALSE_NEGATIVE
pair_083,SetB,1,0,,0.0,4.49751327734673,0.0,8.546717976510179,0.0292235348645067,0,PRESENCE_FALSE_NEGATIVE
pair_084,SetB,1,1,0.13082990025363928,3.3,3.4171947738923425,9.153999999999998,9.213556463689583,0.8831233592121777,1,SUBPIXEL_SUCCESS
pair_085,SetB,1,0,,0.0,-1.1279085096053998,0.0,11.394330819256863,0.0213049024338233,0,PRESENCE_FALSE_NEGATIVE
pair_086,SetB,1,0,,0.0,4.501468561092846,0.0,11.872125133095311,0.029148044131176,0,PRESENCE_FALSE_NEGATIVE
pair_087,SetB,1,1,0.2888440552975442,-0.75,-0.824772868620574,9.9,9.918095709523444,0.9039949307614418,1,SUBPIXEL_SUCCESS
pair_088,SetB,1,1,0.14797303484763866,0.45,0.4798762691820233,8.599999999999998,8.59640715137677,0.8517500451079978,1,SUBPIXEL_SUCCESS
pair_089,SetB,1,1,0.030352593641517173,-3.5,-3.468159244363954,11.570999999999998,11.689619355744291,0.9111126415788487,1,SUBPIXEL_SUCCESS
pair_090,SetB,1,1,0.08483976364925534,4.65,4.713380627602122,9.873500000000002,9.858615107568715,0.8406202889304595,1,SUBPIXEL_SUCCESS
pair_091,SetB,1,0,,0.0,-3.694465867891481,0.0,11.97333713043265,0.0214638581310751,0,PRESENCE_FALSE_NEGATIVE
pair_092,SetB,1,1,4.089208275976512,4.9,4.852732018899026,9.054499999999996,9.06287120714924,0.879346674062302,1,IN_BOUNDS_SUCCESS
pair_093,SetB,1,1,0.19065041570603658,-2.6,-2.563866497681847,8.379,8.384939308572239,0.9054856131524616,1,SUBPIXEL_SUCCESS
pair_094,SetB,1,0,,0.0,1.4220877781024497,0.0,8.669078661692495,0.0232199957062707,0,PRESENCE_FALSE_NEGATIVE
pair_095,SetB,1,1,0.12812498334420017,3.25,3.21165488230387,11.570999999999998,11.661515048093992,0.9060460231481654,1,SUBPIXEL_SUCCESS
pair_096,SetB,1,0,,0.0,0.7312295839170782,0.0,9.117367437126273,0.0278961177388671,0,PRESENCE_FALSE_NEGATIVE
pair_097,SetB,1,1,0.1504190222377225,0.0999999999999999,0.3010091868610178,11.4425,11.540622025717184,0.8962336617375455,1,SUBPIXEL_SUCCESS
pair_098,SetB,1,0,,0.0,-3.672991552856529,0.0,9.991589778599575,0.0258599377318235,0,PRESENCE_FALSE_NEGATIVE
pair_099,SetB,1,1,0.12599445363275208,4.1000000000000005,4.123334818429038,8.734,8.757315148713861,0.8903384160877299,1,SUBPIXEL_SUCCESS
pair_100,SetB,1,1,0.21657007821198637,3.65,3.5694989028086272,9.675749999999995,9.70387096430959,0.8860088071032713,1,SUBPIXEL_SUCCESS
pair_101,SetB,1,1,0.3192268715448139,-0.5499999999999999,-0.4656862284454952,8.513999999999998,8.5773390390933,0.8832247758123463,1,SUBPIXEL_SUCCESS
pair_102,SetB,1,0,,0.0,-4.076496824981973,0.0,8.539617350198082,0.0268627075478616,0,PRESENCE_FALSE_NEGATIVE
pair_103,SetB,1,1,0.07562747609076324,3.4,3.4818233181377103,11.8405,11.847981763737105,0.8994318182830155,1,SUBPIXEL_SUCCESS
pair_104,SetB,1,0,,0.0,3.731313579114373,0.0,10.15946304666401,0.0267787408872893,0,PRESENCE_FALSE_NEGATIVE
pair_105,SetB,1,1,0.6445667727251063,-4.55,-4.630350653153866,11.88,11.817362988487425,0.8841064178772613,1,SUBPIXEL_SUCCESS
pair_106,SetB,1,1,0.1864257550310045,3.4,3.218103563401536,10.2765,10.252245724037149,0.8054263122856482,1,SUBPIXEL_SUCCESS
pair_107,SetB,1,1,0.09805300428696422,-0.1,-0.02058041769771,8.457499999999998,8.512671442299652,0.8862987574753544,1,SUBPIXEL_SUCCESS
pair_108,SetB,1,0,,0.0,2.262280083100258,0.0,10.159816827997092,0.0254720829788872,0,PRESENCE_FALSE_NEGATIVE
pair_109,SetB,1,1,0.5517334067684603,-2.1,-2.0552933583086883,11.2,11.187840021248611,0.8836710000073048,1,SUBPIXEL_SUCCESS
pair_110,SetB,1,0,,0.0,-2.126186899308131,0.0,11.779830299316806,0.0214628685141996,0,PRESENCE_FALSE_NEGATIVE
pair_111,SetB,1,1,0.24790831386930115,-1.05,-0.9834838091211848,8.039250000000001,8.1015281172829,0.9245785906717342,1,SUBPIXEL_SUCCESS
pair_112,SetB,1,0,,0.0,2.9169358564157166,0.0,9.21143451694916,0.0216325945946709,0,PRESENCE_FALSE_NEGATIVE
pair_113,SetB,1,0,,0.0,-1.4397813061972755,0.0,8.468032986529112,0.0336384920979382,0,PRESENCE_FALSE_NEGATIVE
pair_114,SetB,1,1,4.608503260904908,0.55,0.6349977037759214,10.274250000000002,10.285423552722072,0.8154186342468186,1,IN_BOUNDS_SUCCESS
pair_115,SetB,1,1,0.38439091001100256,-2.2,-2.1445133293555063,11.8405,11.898440151981468,0.9087988967716958,1,SUBPIXEL_SUCCESS
pair_116,SetB,1,0,,0.0,1.5704309804846073,0.0,9.350680345971464,0.0297953706793938,0,PRESENCE_FALSE_NEGATIVE
pair_117,SetB,1,1,0.24377685813177094,4.65,4.578546458555724,11.483999999999998,11.227690027321858,0.8894880377069321,1,SUBPIXEL_SUCCESS
pair_118,SetB,1,0,,0.0,-4.36403325502121,0.0,8.243964330265932,0.0370319020449109,0,PRESENCE_FALSE_NEGATIVE
pair_119,SetB,1,0,,0.0,-4.439489659818224,0.0,10.629159853054103,0.0228986804246665,0,PRESENCE_FALSE_NEGATIVE
pair_120,SetB,1,0,,0.0,-3.4541359876566045,0.0,9.841559150141318,0.0212666303927955,0,PRESENCE_FALSE_NEGATIVE
pair_121,SetB,1,0,,0.0,-1.6146532063125385,0.0,11.581456633333616,0.0232141379239401,0,PRESENCE_FALSE_NEGATIVE
pair_122,SetB,1,1,0.10154224527101559,-0.45,-0.3537882950592212,9.675749999999995,9.656926149175254,0.7926346546892744,1,SUBPIXEL_SUCCESS
pair_123,SetB,1,0,,0.0,-2.6142756252043875,0.0,9.499484087278686,0.0302495106460389,0,PRESENCE_FALSE_NEGATIVE
pair_124,SetB,1,0,,0.0,-3.3401636199965115,0.0,8.678349002671597,0.02,0,PRESENCE_FALSE_NEGATIVE
pair_125,SetB,1,1,0.2261405499486512,-3.5,-3.4545837008371025,10.274249999999997,10.216530144320108,0.8990716895282358,1,SUBPIXEL_SUCCESS
pair_126,SetB,1,1,0.23969127701541945,1.0,1.1626894443981728,11.570999999999998,11.538458871635292,0.7809085786240779,1,SUBPIXEL_SUCCESS
pair_127,SetB,1,0,,0.0,4.8453109991354335,0.0,10.145940923562224,0.0309155246849974,0,PRESENCE_FALSE_NEGATIVE
pair_128,SetB,1,0,,0.0,1.518141891487092,0.0,8.666842403057338,0.0247972329577639,0,PRESENCE_FALSE_NEGATIVE
pair_129,SetB,1,1,0.11700098172742882,-3.35,-3.3926702383935057,8.513999999999998,8.57502604342631,0.8921125568461625,1,SUBPIXEL_SUCCESS
pair_130,SetB,1,1,4.3182896663123325,-4.05,-4.047155614915148,11.054999999999996,11.177151775310946,0.8091640270108735,1,IN_BOUNDS_SUCCESS
pair_131,SetB,1,1,0.08386605976952724,1.2,1.268208655739108,9.67575,9.727796683914976,0.8907441581264661,1,SUBPIXEL_SUCCESS
pair_132,SetB,1,0,,0.0,-3.320705987706245,0.0,9.903234267851792,0.0214211466583229,0,PRESENCE_FALSE_NEGATIVE
pair_133,SetB,1,1,0.08494154338196477,4.05,4.088421180698935,10.593,10.754607330372504,0.9036233701970848,1,SUBPIXEL_SUCCESS
pair_134,SetB,1,0,,0.0,-3.544469457508024,0.0,10.986059782278655,0.0248620066760284,0,PRESENCE_FALSE_NEGATIVE
pair_135,SetB,1,1,0.23656623646403346,-0.5,-0.5501874744635789,8.181,8.138823274593188,0.9002579888872213,1,SUBPIXEL_SUCCESS
pair_136,SetB,1,0,,0.0,-1.7861887227745186,0.0,10.030768943847788,0.0257374767047707,0,PRESENCE_FALSE_NEGATIVE
pair_137,SetB,1,0,,0.0,3.78161965487544,0.0,11.949802998291268,0.0272449519725641,0,PRESENCE_FALSE_NEGATIVE
pair_138,SetB,1,0,,0.0,1.9266826266081587,0.0,10.13785344094579,0.0222831677439166,0,PRESENCE_FALSE_NEGATIVE
pair_139,SetB,1,1,0.0472498073401632,1.25,1.2850031112809193,9.602999999999998,9.670912511076502,0.9082029191920572,1,SUBPIXEL_SUCCESS
pair_140,SetC,0,1,,3.15,0.0,8.9775,0.0,0.168658329958354,0,ABSENCE_FALSE_POSITIVE
pair_141,SetC,0,0,,0.0,0.0,0.0,0.0,0.4899866077927514,1,REJECTION_SUCCESS
pair_142,SetC,0,0,,0.0,0.0,0.0,0.0,0.4876038310531367,1,REJECTION_SUCCESS
pair_143,SetC,0,0,,0.0,0.0,0.0,0.0,0.49999999983942,1,REJECTION_SUCCESS
pair_144,SetC,0,0,,0.0,0.0,0.0,0.0,0.4829075608264298,1,REJECTION_SUCCESS
pair_145,SetC,0,0,,0.0,0.0,0.0,0.0,0.4958753959665609,1,REJECTION_SUCCESS
pair_146,SetC,0,0,,0.0,0.0,0.0,0.0,0.4956750017110611,1,REJECTION_SUCCESS
pair_147,SetC,0,0,,0.0,0.0,0.0,0.0,0.4951429253916257,1,REJECTION_SUCCESS
pair_148,SetC,0,0,,0.0,0.0,0.0,0.0,0.495334346091377,1,REJECTION_SUCCESS
pair_149,SetC,0,0,,0.0,0.0,0.0,0.0,0.4946468642928541,1,REJECTION_SUCCESS
pair_150,SetC,0,0,,0.0,0.0,0.0,0.0,0.4935686546474568,1,REJECTION_SUCCESS
pair_151,SetC,0,0,,0.0,0.0,0.0,0.0,0.4936669577318321,1,REJECTION_SUCCESS
pair_152,SetC,0,0,,0.0,0.0,0.0,0.0,0.4980156966278117,1,REJECTION_SUCCESS
pair_153,SetC,0,0,,0.0,0.0,0.0,0.0,0.4886326632656509,1,REJECTION_SUCCESS
pair_154,SetC,0,0,,0.0,0.0,0.0,0.0,0.4806175915454987,1,REJECTION_SUCCESS
pair_155,SetC,0,0,,0.0,0.0,0.0,0.0,0.4932712615566743,1,REJECTION_SUCCESS
pair_156,SetC,0,0,,0.0,0.0,0.0,0.0,0.4880521358307294,1,REJECTION_SUCCESS
pair_157,SetC,0,0,,0.0,0.0,0.0,0.0,0.4942722675279188,1,REJECTION_SUCCESS
pair_158,SetC,0,0,,0.0,0.0,0.0,0.0,0.4951532908368853,1,REJECTION_SUCCESS
pair_159,SetC,0,1,,2.0,0.0,9.054499999999996,0.0,0.166019354586295,0,ABSENCE_FALSE_POSITIVE
pair_160,SetC,0,0,,0.0,0.0,0.0,0.0,0.4853195927048029,1,REJECTION_SUCCESS
pair_161,SetC,0,0,,0.0,0.0,0.0,0.0,0.4976502676278581,1,REJECTION_SUCCESS
pair_162,SetC,0,0,,0.0,0.0,0.0,0.0,0.4839093820154321,1,REJECTION_SUCCESS
pair_163,SetC,0,0,,0.0,0.0,0.0,0.0,0.4900195705578375,1,REJECTION_SUCCESS
pair_164,SetC,0,0,,0.0,0.0,0.0,0.0,0.4807256179461432,1,REJECTION_SUCCESS
pair_165,SetC,0,0,,0.0,0.0,0.0,0.0,0.4962911805421835,1,REJECTION_SUCCESS
pair_166,SetC,0,0,,0.0,0.0,0.0,0.0,0.4931318818503684,1,REJECTION_SUCCESS
pair_167,SetC,0,0,,0.0,0.0,0.0,0.0,0.4958862603769979,1,REJECTION_SUCCESS
pair_168,SetC,0,0,,0.0,0.0,0.0,0.0,0.4870450447791098,1,REJECTION_SUCCESS
pair_169,SetC,0,0,,0.0,0.0,0.0,0.0,0.4977004167030129,1,REJECTION_SUCCESS
pair_170,SetC,0,0,,0.0,0.0,0.0,0.0,0.4884669021905736,1,REJECTION_SUCCESS
pair_171,SetC,0,0,,0.0,0.0,0.0,0.0,0.4960825027589332,1,REJECTION_SUCCESS
pair_172,SetC,0,0,,0.0,0.0,0.0,0.0,0.4957133820845311,1,REJECTION_SUCCESS
pair_173,SetC,0,0,,0.0,0.0,0.0,0.0,0.4887096789601977,1,REJECTION_SUCCESS
pair_174,SetC,0,0,,0.0,0.0,0.0,0.0,0.4876965708943662,1,REJECTION_SUCCESS
pair_175,SetC,0,0,,0.0,0.0,0.0,0.0,0.4934324573228721,1,REJECTION_SUCCESS
pair_176,SetC,0,0,,0.0,0.0,0.0,0.0,0.495230514159041,1,REJECTION_SUCCESS
pair_177,SetC,0,0,,0.0,0.0,0.0,0.0,0.4911285261524584,1,REJECTION_SUCCESS
pair_178,SetC,0,0,,0.0,0.0,0.0,0.0,0.4813753929224259,1,REJECTION_SUCCESS
pair_179,SetC,0,0,,0.0,0.0,0.0,0.0,0.4979407473691839,1,REJECTION_SUCCESS
