pair_id,candidate_id,cx,cy,corr_score,psr,peak_margin,context_64,context_128,phase_residual,family_id,family_population,family_score_variance,nearest_edge_dist,nearest_cut_dist,row_spacing,col_spacing,local_density,center_prior,correct
adv_000,10,779.5,262.5,0.8227831721305847,1.979097604751587,9.78708267211914e-05,0.5437932690296369,0.6304132728903009,0.0369549877941608,0,20,1.6025244876516357e-06,0.7071067811865476,6.670832032063167,40.0,31.0,112.802734375,366.7785435381956,0
adv_000,11,763.5,436.5,0.8238629698753357,1.9869722127914429,6.240606307983398e-05,0.5613579156336788,0.5977849907110772,0.0388221740722656,3,4,7.880978958318965e-08,0.7071067811865476,2.1213203435596424,2.0,160.0,110.95849609375,271.0433544656648,0
adv_000,12,703.5,250.5,0.8214494585990906,2.0826780796051025,9.423494338989258e-05,0.5669600087019453,0.6018156240492425,0.0538195148110389,2,5,1.4556226199147205e-06,0.7071067811865476,2.9154759474226504,69.0,2.0,112.48095703125,321.9666131759627,0
adv_000,13,65.5,178.5,0.8213512897491455,1.9833680391311648,3.0159950256347656e-05,0.6007517719060909,0.5786890594977749,0.047696616500616,10,2,6.694833487586038e-08,0.7071067811865476,6.96419413859206,200.0,0.0,110.58642578125,540.5113319811159,0
adv_000,14,232.5,435.5,0.8231683373451233,1.9867342710494995,0.000156819820404,0.5860867609733283,0.5870386191892726,0.0464323200285434,3,4,7.880978958318965e-08,0.7071067811865476,6.041522986797286,531.0,159.0,108.897216796875,275.1663133452204,0
adv_000,15,248.5,387.5,0.8224780559539795,2.039679765701294,3.6835670471191406e-05,0.578354820543312,0.5955775169135837,0.0335232764482498,0,20,1.6025244876516357e-06,0.7071067811865476,2.1213203435596424,31.0,2.0,109.2333984375,275.514972369924,0
adv_000,16,317.5,389.5,0.8222315311431885,2.043802499771118,0.0001118183135986,0.4775818445995956,0.5682365292970523,0.0419775284826755,0,20,1.6025244876516357e-06,0.7071067811865476,4.301162633521313,25.0,2.0,109.23681640625,213.34596316780872,0
adv_000,17,324.5,399.5,0.8220650553703308,1.993536353111267,5.269050598144531e-05,0.6165378049426239,0.5589159820997891,0.0475317202508449,4,6,9.917601563695182e-07,0.7071067811865476,1.5811388300841898,2.0,192.0,109.098388671875,202.23872032823,0
adv_000,18,88.5,135.5,0.8232821226119995,2.1183054447174072,0.0001137852668762,0.6039303413437314,0.5758951625915095,0.0368352271616458,6,2,1.0465177844309892e-06,0.7071067811865476,2.9154759474226504,0.0,34.0,111.503662109375,549.7203834678136,0
adv_000,19,572.5,251.5,0.8209800124168396,2.0030457973480225,2.694129943847656e-05,0.607450766626404,0.5736093903963467,0.0398757010698318,2,5,1.4556226199147205e-06,0.7071067811865476,1.5811388300841898,131.0,33.0,112.0556640625,258.8600007726184,0
adv_000,20,580.5,227.5,0.8221197128295898,2.0792198181152344,5.46574592590332e-05,0.6056411118853136,0.5771891334963833,0.0364058837294578,0,20,1.6025244876516357e-06,0.7071067811865476,2.9154759474226504,38.0,2.0,112.2744140625,284.14169000694,0
adv_000,21,265.5,179.5,0.8208338022232056,1.976364254951477,7.814168930053711e-05,0.5296832502875128,0.5194939115203503,0.0420631133019924,10,2,6.694833487586038e-08,0.7071067811865476,2.1213203435596424,200.0,0.0,111.14208984375,397.12781317857855,0
adv_000,22,316.5,423.5,0.822981595993042,1.982961177825928,6.157159805297852e-05,0.6315308590976697,0.548835402009134,0.0314487591385841,0,20,1.6025244876516357e-06,0.7071067811865476,2.1213203435596424,2.0,33.0,109.10009765625,198.80769602809644,0
adv_000,23,535.5,148.5,0.8224976062774658,2.111243963241577,1.9550323486328125e-05,0.5939719997197314,0.5793316177700275,0.045188769698143,1,4,1.7451530200940368e-06,0.7071067811865476,2.1213203435596424,69.0,2.0,113.357177734375,353.28812603879004,0
adv_000,24,326.5,205.5,0.8238005638122559,1.993196964263916,5.167722702026367e-05,0.5957832259524404,0.5728568135783525,0.0416908673942089,4,6,9.917601563695182e-07,0.7071067811865476,3.5355339059327378,2.0,2.0,111.609619140625,341.8076944716137,0
adv_000,25,342.5,157.5,0.8211275935173035,2.112800359725952,0.0001475811004638,0.603513119695711,0.5794277638113757,0.0463862754404544,0,20,1.6025244876516357e-06,0.7071067811865476,2.1213203435596424,24.0,2.0,112.09423828125,376.9781160757213,0
adv_000,26,318.5,229.5,0.8212443590164185,1.987027764320373,8.225440979003906e-06,0.5993740953699609,0.5696795749155497,0.0348491407930851,0,20,1.6025244876516357e-06,0.7071067811865476,2.1213203435596424,2.0,2.0,110.935791015625,325.74913660668386,0
adv_000,27,581.5,193.5,0.8234617710113525,2.079113245010376,8.940696716308594e-06,0.4861477232647677,0.5648113413493224,0.0339361652731895,0,20,1.6025244876516357e-06,0.7071067811865476,3.8078865529319534,39.0,2.0,113.009033203125,317.1505951436951,0
adv_000,28,542.5,158.5,0.8233672976493835,2.0080199241638184,8.51750373840332e-05,0.5803302885420087,0.5636314641406817,0.0431325584650039,0,20,1.6025244876516357e-06,0.7071067811865476,2.1213203435596424,24.0,2.0,113.2978515625,344.13442141116894,0
adv_000,29,765.5,242.5,0.8237488865852356,1.9801384210586548,0.000287115573883,0.591978612887389,0.5765066255434417,0.032564777880907,3,4,7.880978958318965e-08,0.7071067811865476,2.1213203435596424,2.0,34.0,112.87744140625,369.8601086897585,0
adv_000,30,780.5,228.5,0.8257795572280884,1.9865761995315552,0.0006181001663208,0.5778018425394837,0.5660184767894451,0.0475696064531803,0,20,1.6025244876516357e-06,0.7071067811865476,3.8078865529319534,39.0,2.0,113.084716796875,390.3748198846847,0
adv_000,31,773.5,218.5,0.822920024394989,1.9806430339813232,1.6987323760986328e-05,0.592539465274894,0.5779608144984534,0.0319366827607154,2,5,1.4556226199147205e-06,0.7071067811865476,2.1213203435596424,69.0,2.0,112.969970703125,392.4850315617145,0
adv_000,32,534.5,182.5,0.8244405388832092,1.9905182123184204,1.931190490722656e-05,0.5976609384265129,0.5493861576018814,0.0337856672704219,1,4,1.7451530200940368e-06,0.7071067811865476,2.1213203435596424,68.0,34.0,113.361083984375,319.36890894387324,0
adv_000,33,788.5,204.5,0.8209530711174011,1.981735587120056,0.0001022219657897,0.5614506470266063,0.5779154084913656,0.0367610678076744,4,6,9.917601563695182e-07,0.7071067811865476,3.8078865529319534,62.0,2.0,113.4453125,412.98002372996206,0
adv_000,34,718.5,231.5,0.8217158913612366,1.9810962677001955,9.971857070922852e-05,0.6273171636312113,0.5472639423794489,0.0458951331675052,0,20,1.6025244876516357e-06,0.7071067811865476,2.1213203435596424,61.0,2.0,112.97509765625,346.1712004196767,0
adv_000,35,819.5,263.5,0.8251614570617676,2.042588710784912,0.0007209181785583,0.4793296509756209,0.5663626316111796,0.0336464792490005,0,20,1.6025244876516357e-06,0.7071067811865476,6.96419413859206,39.0,32.0,112.79736328125,397.5078615574792,0
adv_000,36,87.5,169.5,0.8212361335754395,1.983555793762207,6.818771362304688e-05,0.5150751388054894,0.5239904900684033,0.0314930006861686,6,2,1.0465177844309892e-06,0.7071067811865476,2.1213203435596424,0.0,34.0,110.8017578125,528.5702413114079,0
adv_000,37,726.5,207.5,0.8211278915405273,1.979638814926148,2.980232238769531e-07,0.6328872102356723,0.5529213884980851,0.0451310686767101,4,6,9.917601563695182e-07,0.7071067811865476,2.1213203435596424,62.0,2.0,113.361572265625,369.94391466815614,0
adv_000,38,772.5,252.5,0.824421226978302,1.9814287424087524,0.0005582571029663,0.6002191613016375,0.5499901772115368,0.0414349399507045,2,5,1.4556226199147205e-06,0.7071067811865476,5.70087712549569,68.0,2.0,112.963623046875,368.1202249265857,0
adv_000,39,317.5,263.5,0.8214879631996155,2.087794780731201,3.850460052490234e-05,0.5024347084414565,0.5382271278189898,0.0282502099871635,0,20,1.6025244876516357e-06,0.7071067811865476,3.8078865529319534,25.0,32.0,110.633056640625,298.7281372753494,0
adv_000,40,466.5,146.5,0.8211679458618164,2.179440975189209,4.00543212890625e-05,0.5873598712149729,0.5488594479569968,0.0354901514947414,1,4,1.7451530200940368e-06,0.7071067811865476,7.905694150420948,68.0,2.0,112.74609375,355.08379292781024,0
adv_000,41,518.5,230.5,0.8213552236557007,1.9870471954345703,3.933906555175781e-06,0.628331374091016,0.5035321672699786,0.051856879144907,0,20,1.6025244876516357e-06,0.7071067811865476,2.1213203435596424,6.0,2.0,112.31005859375,270.13422589520195,0
adv_000,42,526.5,206.5,0.8228676319122314,1.989175081253052,8.445978164672852e-05,0.6158625217060228,0.5210269863303312,0.033076949417591,4,6,9.917601563695182e-07,0.7071067811865476,3.8078865529319534,200.0,2.0,112.65625,294.6939089971152,0
adv_000,43,704.5,216.5,0.8223324418067932,2.0822322368621826,0.0001009106636047,0.5949525855842545,0.5376170212265464,0.0315405838191509,2,5,1.4556226199147205e-06,0.7071067811865476,2.1213203435596424,68.0,2.0,113.11767578125,349.560438264973,0
adv_000,44,257.5,203.5,0.8226853013038635,1.9828104972839355,0.0001876950263977,0.5104657725983462,0.5339899148856226,0.0433147735893726,4,6,9.917601563695182e-07,0.7071067811865476,2.9154759474226504,67.0,2.0,110.93017578125,383.0385098133085,0
adv_000,45,764.5,276.5,0.8233691453933716,2.082157611846924,1.8477439880371087e-06,0.6129590340357886,0.5305371615805391,0.0305386055260896,3,4,7.880978958318965e-08,0.7071067811865476,2.9154759474226504,532.0,34.0,112.462890625,346.283843111399,0
adv_000,46,80.5,159.5,0.822903037071228,1.9852352142333984,3.540515899658203e-05,0.6148854512588952,0.5717623518992997,0.0423523597419261,0,20,1.6025244876516357e-06,0.7071067811865476,2.9154759474226504,168.0,2.0,110.951416015625,540.2966777613943,0
adv_000,47,72.5,183.5,0.8212584257125854,1.9835697412490845,1.96695327758789e-06,0.6172303881550777,0.5647328665306094,0.0293918084353208,1,4,1.7451530200940368e-06,0.7071067811865476,2.1213203435596424,394.0,35.0,110.528076171875,531.9102367881258,0
adv_000,48,280.5,160.5,0.8224412202835083,1.9823951721191408,0.000108778476715,0.629524255910663,0.5119330366610734,0.0347664579749107,0,20,1.6025244876516357e-06,0.7071067811865476,7.7781745930520225,32.0,2.0,111.9208984375,404.277751057364,0
adv_000,49,79.5,193.5,0.8212564587593079,1.984062671661377,1.2099742889404295e-05,0.4953465540794667,0.5401812083224868,0.0361570157110691,0,20,1.6025244876516357e-06,0.7071067811865476,2.1213203435596424,169.0,2.0,110.576904296875,520.348440950869,0
adv_001,0,568.0,429.0,0.8421438932418823,1.884527564048767,4.07099723815918e-05,0.8058386718080884,0.7871846689782487,0.1371611654758453,15,2,1.7254450668247048e-07,1.0,1.4142135623730951,2.0,54.0,125.137939453125,98.3107318658548,1
adv_001,1,570.0,483.0,0.8413131237030029,1.7466782331466677,2.276897430419922e-05,0.7318514338063952,0.7327346116307338,0.0422826446592807,15,2,1.7254450668247048e-07,1.0,1.4142135623730951,2.0,54.0,124.29736328125,72.03471385380801,0
adv_001,2,586.0,685.0,0.8420827984809875,1.7085212469100952,7.230043411254883e-05,0.7530417566152016,0.759894297268265,0.0539043731987476,16,2,3.82331686310522e-08,1.0,1.0,2.0,189.0,128.490966796875,204.01225453388824,0
adv_001,3,584.0,496.0,0.8416917324066162,1.711257815361023,7.82012939453125e-05,0.7320825464793079,0.7329896816705299,0.0326808616518974,16,2,3.82331686310522e-08,0.0,1.0,2.0,189.0,124.012451171875,84.09518416651456,0
adv_001,4,573.0,699.0,0.8447906374931335,1.7749541997909546,2.771615982055664e-05,0.7337844056956652,0.7369648075494628,0.0351663082838058,5,1,0.0,1.0,1.4142135623730951,0.0,0.0,128.893798828125,211.9669785603409,0
adv_001,5,740.0,640.0,0.8427435755729675,1.781616449356079,2.723932266235352e-05,0.7460933849347056,0.7488729713186573,0.0464773401618003,12,2,5.53190062646536e-08,1.0,1.0,0.0,81.0,127.442626953125,277.8488797889961,0
adv_001,6,739.0,721.0,0.8422731757164001,1.927332162857056,7.337331771850586e-05,0.7609457410005237,0.7618877810907071,0.0398547127842903,12,2,5.53190062646536e-08,1.0,1.4142135623730951,0.0,81.0,130.3984375,325.51804865475583,0
adv_001,7,248.0,668.0,0.8436313271522522,1.714048147201538,3.659725189208984e-05,0.7415220029697598,0.7444430158716699,0.0372159220278263,10,1,0.0,1.0,1.0,0.0,0.0,127.896240234375,302.8663071389751,0
adv_001,8,772.0,693.0,0.8418236970901489,1.711678385734558,2.8431415557861328e-05,0.7564452494757838,0.7557220885481023,0.0336033552885055,17,1,0.0,0.0,1.0,0.0,0.0,129.5263671875,333.51611655210905,0
adv_001,9,251.0,884.0,0.8463301658630371,1.7168333530426023,0.0003340244293212,0.738802784941424,0.7450580599545537,0.0577537082135677,1,1,0.0,1.0,1.0,0.0,0.0,132.919677734375,457.6647244435603,0
adv_001,10,441.0,919.0,0.8440173864364624,1.711219072341919,2.6166439056396484e-05,0.741879622544541,0.7414820245402556,0.0404351353645324,9,1,0.0,1.0,1.4142135623730951,0.0,0.0,133.525634765625,423.1335486581039,0
adv_001,11,284.0,856.0,0.8416135311126709,2.014056444168091,3.445148468017578e-05,0.735307574030502,0.7395149252956111,0.0387240126729011,18,1,0.0,0.0,1.0,0.0,0.0,132.15087890625,416.4036503202152,0
adv_001,12,605.0,644.0,0.8411794900894165,1.7281354665756226,0.8411794900894165,0.7531952582010791,0.7537606941949807,0.0440810360014438,4,4,3.309335288248505e-06,1.0,2.23606797749979,3.0,27.0,127.837158203125,178.21616088334974,0
adv_001,13,576.0,915.0,0.8454154133796692,1.819082498550415,0.0005218386650085,0.7388782320512142,0.7357162198935506,0.0397274978458881,3,1,0.0,1.0,0.0,0.0,0.0,134.20751953125,421.9016473065731,0
adv_001,14,938.0,256.0,0.8428768515586853,1.7474244832992554,0.0001332759857177,0.7441161421038216,0.7481045322460806,0.0451516695320606,11,1,0.0,1.0,0.0,0.0,0.0,119.55908203125,501.37810083808006,0
adv_001,15,592.0,658.0,0.8445689082145691,1.7145134210586548,0.0001589655876159,0.7225240220892353,0.7303302614933543,0.0387309603393077,2,4,1.387806362274091e-06,0.0,1.0,2.0,189.0,127.912841796875,182.8332573685652,0
adv_001,16,438.0,703.0,0.8464521169662476,1.73359477519989,0.0001219511032104,0.7351982003484683,0.7417966519469297,0.0284010302275419,0,5,3.882124780432151e-06,1.0,1.0,37.0,161.0,128.55029296875,212.25691979297164,0
adv_001,17,606.0,671.0,0.844762921333313,1.7287218570709229,0.0001940131187438,0.7293634973073465,0.7323729065970824,0.0380139239132404,4,4,3.309335288248505e-06,1.0,1.0,2.0,27.0,127.84033203125,201.1889659002203,0
adv_001,18,947.0,904.0,0.8440225720405579,1.7058043479919434,5.185604095458984e-06,0.7499717327726582,0.7484345798358355,0.049604021012783,8,1,0.0,1.0,1.4142135623730951,0.0,0.0,135.2841796875,602.5155599650518,0
adv_001,19,758.0,680.0,0.8429558277130127,1.7140148878097534,3.457069396972656e-06,0.7497883494042265,0.7569390636797511,0.0440110675990581,6,12,8.514914988408704e-07,1.0,1.4142135623730951,3.0,27.0,128.747802734375,314.5854414940399,0
adv_001,20,401.0,704.0,0.841498613357544,1.8207613229751587,0.000185489654541,0.7315833948111494,0.7371503246309137,0.036813098937273,0,5,3.882124780432151e-06,0.0,1.0,36.0,160.0,128.346923828125,226.75316976836288,0
adv_001,21,266.0,708.0,0.8444099426269531,1.717876672744751,7.033348083496094e-06,0.7461513472547499,0.7505653101054984,0.0459132753312587,6,12,8.514914988408704e-07,0.0,1.0,3.0,28.0,127.99072265625,313.0814590485997,0
adv_001,22,589.0,901.0,0.8459961414337158,1.7118524312973022,0.0005807280540466,0.7579824158097141,0.7618666065205952,0.051027562469244,2,4,1.387806362274091e-06,1.0,0.0,2.0,27.0,133.68603515625,410.7578362003578,0
adv_001,23,622.0,873.0,0.8429523706436157,1.8521207571029663,7.551908493041992e-05,0.7530372615249931,0.7541927024600308,0.0538709796965122,6,12,8.514914988408704e-07,1.0,2.23606797749979,27.0,2.0,133.630859375,392.444900591153,0
adv_001,24,608.0,860.0,0.8412027955055237,1.707772970199585,2.330541610717773e-05,0.7507901313290278,0.7523481080681537,0.0413592979311943,4,4,3.309335288248505e-06,0.0,1.0,2.0,27.0,133.842529296875,375.85103432077983,0
adv_001,25,935.0,837.0,0.8423805832862854,1.8629764318466189,0.0001074075698852,0.7132440570625649,0.7133795443877977,0.0396538414061069,13,1,0.0,1.0,1.4142135623730951,0.0,0.0,134.0615234375,550.2672078181654,0
adv_001,26,759.0,707.0,0.8435947299003601,1.7111423015594482,0.0003385543823242,0.729167074095557,0.7314273327261233,0.036265842616558,6,12,8.514914988408704e-07,1.0,1.4142135623730951,2.0,2.0,129.878662109375,331.5569332708939,0
adv_001,27,237.0,871.0,0.8442826271057129,1.8230115175247192,7.146596908569336e-05,0.7434340699858055,0.7425300744861109,0.0559190735220909,6,12,8.514914988408704e-07,1.0,1.4142135623730951,2.0,2.0,132.54150390625,454.7636748905964,0
adv_001,28,761.0,896.0,0.8438202738761902,1.7053625583648682,0.0001889467239379,0.749805520630743,0.7531219402391853,0.0453830100595951,6,12,8.514914988408704e-07,0.0,1.0,2.0,2.0,134.676513671875,474.2752365451943,0
adv_001,29,591.0,847.0,0.8427163362503052,1.864142656326294,0.0003357529640197,0.7238746504345088,0.7245262226732152,0.039194393903017,2,4,1.387806362274091e-06,1.0,1.4142135623730951,2.0,54.0,133.34814453125,358.73388465546435,0
adv_001,30,239.0,709.0,0.8417425751686096,1.7369349002838137,5.08427619934082e-05,0.7177957016014652,0.7216858874334336,0.0346576198935508,6,12,8.514914988408704e-07,1.0,1.0,2.0,2.0,127.83154296875,334.36806067565726,0
adv_001,31,595.0,874.0,0.8421031832695007,1.706236481666565,2.03847885131836e-05,0.7230345038455933,0.7282042996547421,0.0428223349153995,6,12,8.514914988408704e-07,1.0,1.4142135623730951,27.0,3.0,133.9794921875,385.87692338360944,0
adv_001,32,609.0,887.0,0.8448935747146606,1.713233470916748,0.000102937221527,0.7250212515154415,0.730097411833492,0.0372710973024368,4,4,3.309335288248505e-06,0.0,2.23606797749979,3.0,27.0,134.212646484375,402.0572098594925,0
adv_001,33,455.0,932.0,0.8415790796279907,1.8505607843399048,6.633996963500977e-05,0.7420287293649774,0.741425988611203,0.0388679839670658,14,4,4.277282594777888e-08,1.0,3.1622776601683795,459.0,54.0,133.84765625,434.3374264324916,0
adv_001,34,437.0,892.0,0.8421998023986816,1.7080059051513672,4.190206527709961e-05,0.732325428711312,0.7349702878060579,0.0317904539406299,0,5,3.882124780432151e-06,1.0,1.0,36.0,28.0,132.950439453125,397.0302255496425,0
adv_001,35,269.0,924.0,0.8444029092788696,1.7146198749542236,0.0001150369644165,0.7466853616620778,0.747821865404853,0.0438904277980327,6,12,8.514914988408704e-07,1.0,1.0,3.0,26.0,133.663818359375,482.8426244647421,0
adv_001,36,775.0,909.0,0.8442878723144531,1.706189513206482,5.245208740234375e-06,0.7487653588511767,0.7531417477494975,0.0364141501486301,7,5,1.3152392321558184e-06,0.0,1.0,26.0,2.0,134.998291015625,492.8549482352794,0
adv_001,37,590.0,928.0,0.843991219997406,1.7075400352478027,0.0001709461212158,0.7345473120660867,0.7358436640791047,0.0352142117917537,2,4,1.387806362274091e-06,1.0,1.4142135623730951,2.0,27.0,134.154541015625,437.36026339849394,0
adv_001,38,255.0,911.0,0.8412903547286987,1.706431269645691,7.861852645874023e-05,0.745719892920411,0.7477442655488039,0.0380974635481834,7,5,1.3152392321558184e-06,1.0,2.23606797749979,493.0,2.0,133.33447265625,478.4830195524184,0
adv_001,39,929.0,864.0,0.8442111611366272,1.7097843885421753,8.368492126464844e-05,0.7391571755855108,0.7444096907489769,0.0465752743184566,0,5,3.882124780432151e-06,0.0,1.0,491.0,27.0,134.990234375,562.6162102179425,0
adv_001,40,748.0,910.0,0.8417536616325378,1.764140009880066,1.1086463928222656e-05,0.7276688340875823,0.7272745882828895,0.0378007888793945,7,5,1.3152392321558184e-06,1.0,2.23606797749979,27.0,26.0,134.951416015625,479.1701159296143,0
adv_001,41,762.0,923.0,0.8441274762153625,1.7053232192993164,0.0001049041748046,0.7267196557885331,0.7275831127009659,0.0351990982890129,6,12,8.514914988408704e-07,0.0,1.0,3.0,25.0,135.15673828125,497.5670809046756,0
adv_001,42,275.0,897.0,0.842010498046875,1.7235581874847412,0.0001667141914367,0.7145621746771638,0.7163801032737728,0.0345306620001792,6,12,8.514914988408704e-07,0.0,1.4142135623730951,6.0,23.0,133.132080078125,456.3266373991332,0
adv_001,43,943.0,877.0,0.8418437838554382,1.7167866230010986,2.008676528930664e-05,0.7388828773909913,0.7438066209996201,0.0437368936836719,14,4,4.277282594777888e-08,1.0,1.0,27.0,55.0,135.045654296875,581.7026731931013,0
adv_001,44,238.0,898.0,0.8432561755180359,1.8172000646591189,9.733438491821288e-05,0.7122828284609994,0.7183308657816587,0.0329944007098674,6,12,8.514914988408704e-07,1.0,3.0,28.0,2.0,133.0673828125,476.49554037787175,0
adv_001,45,776.0,936.0,0.8431588411331177,1.9987694025039675,0.0002030134201049,0.7268254949454988,0.7288535629431077,0.032617449760437,7,5,1.3152392321558184e-06,1.0,1.0,27.0,25.0,135.765380859375,516.0155036430591,0
adv_001,46,914.0,932.0,0.8421579003334045,1.81276273727417,1.4007091522216795e-05,0.7485446277106296,0.7502334538205871,0.0354548394680023,14,4,4.277282594777888e-08,0.0,1.0,2.0,54.0,135.7236328125,598.3477249894078,0
adv_001,47,749.0,937.0,0.8415127396583557,2.0453579425811768,1.4126300811767578e-05,0.6962629161369265,0.7017199837859583,0.056368913501501,7,5,1.3152392321558184e-06,1.0,1.0,26.0,26.0,135.560546875,502.9612311103113,0
adv_001,48,916.0,878.0,0.8417952656745911,1.764610767364502,4.1604042053222656e-05,0.715077504359126,0.7169627121907884,0.0321718528866767,14,4,4.277282594777888e-08,1.0,4.0,2.0,54.0,135.360107421875,562.0854027636725,0
adv_001,49,930.0,891.0,0.84121173620224,1.6970449686050415,8.940696716308594e-06,0.7165823078513027,0.7149040047390764,0.0385000966489315,0,5,3.882124780432151e-06,1.0,1.0,492.0,27.0,135.35595703125,581.1892979055963,0
adv_002,0,541.0,530.0,0.8345388770103455,2.560359001159668,4.470348358154297e-05,0.6556130491549763,0.8043211681185939,0.0400165803730487,0,29,1.5345424676529053e-05,0.0,5.0990195135927845,3.0,2.0,108.952392578125,50.80354318352215,0
adv_002,1,537.0,530.0,0.8301212191581726,2.488409757614136,2.9802322387695312e-05,0.6782357575775697,0.7989250424862144,0.0449488461017608,0,29,1.5345424676529053e-05,0.0,5.0990195135927845,3.0,2.0,108.983154296875,47.63402145525821,0
adv_002,2,720.0,528.0,0.8407591581344604,2.467741012573242,0.0004853010177612,0.6192530948486337,0.8108812564615118,0.0524418242275714,0,29,1.5345424676529053e-05,0.0,1.0,3.0,2.0,108.169921875,221.7746604100658,0
adv_002,3,724.0,528.0,0.8400853276252747,2.4674289226531982,0.000335693359375,0.5924523305455675,0.8101635178945139,0.0490129254758358,0,29,1.5345424676529053e-05,0.0,1.4142135623730951,3.0,2.0,108.2939453125,225.7432169523594,0
adv_002,4,534.0,265.0,0.8389028310775757,2.516681432723999,0.000631034374237,0.6260448990072343,0.8091112126874126,0.055599071085453,0,29,1.5345424676529053e-05,0.0,2.23606797749979,3.0,2.0,111.833984375,237.4468361549592,0
adv_002,5,716.0,528.0,0.8397496342658997,2.4628570079803467,9.697675704956056e-05,0.6425138606799308,0.8100173396827749,0.0446192808449268,0,29,1.5345424676529053e-05,0.0,4.123105625617661,3.0,2.0,108.28955078125,217.8072542409917,0
adv_002,6,712.0,528.0,0.8374428749084473,2.453500509262085,4.291534423828125e-05,0.6678823203327479,0.8056729940684139,0.0481853485107421,0,29,1.5345424676529053e-05,0.0,5.0,3.0,2.0,108.291259765625,213.84106247397847,0
adv_002,7,530.0,265.0,0.8380333781242371,2.4759743213653564,5.692243576049805e-05,0.6518680990754634,0.8068573256092785,0.0511112250387668,0,29,1.5345424676529053e-05,0.0,1.4142135623730951,4.0,2.0,111.7939453125,236.90715480964263,0
adv_002,8,538.0,265.0,0.8376470804214478,2.568338632583618,0.0002042055130004,0.5958988333065988,0.8076586866682904,0.0510639660060405,0,29,1.5345424676529053e-05,0.0,2.23606797749979,3.0,2.0,111.744873046875,238.0525152146056,0
adv_002,9,728.0,528.0,0.8380411863327026,2.4621381759643555,7.808208465576172e-06,0.5654239303191546,0.807324094575272,0.0414941236376762,0,29,1.5345424676529053e-05,0.0,3.1622776601683795,3.0,2.0,108.357421875,229.71286424577968,0
adv_002,10,708.0,528.0,0.8316587209701538,2.4324934482574463,9.137392044067384e-05,0.6889694969118151,0.7996231387215221,0.0540810786187648,0,29,1.5345424676529053e-05,0.0,2.23606797749979,3.0,2.0,108.315673828125,209.87615395751848,0
adv_002,11,526.0,265.0,0.8348464369773865,2.446705102920532,0.000191330909729,0.6761136818055211,0.8036367356466457,0.0529655367136001,0,29,1.5345424676529053e-05,0.0,1.0,4.0,2.0,111.72265625,236.4339231159522,0
