pair_id,cx,cy,corr_score,psr,context_128,phase_residual,phase_penalty,dist_to_center,peak_margin,is_correct,ncc_delta,center_delta,phase_delta,context_delta,rank_by_ncc,rank_by_phase,rank_by_center,family_size,family_population,nearest_competitor_ncc,P0_score,P1_score,P2_score,final_score
pair_000,577.0,711.0,0.8280252814292908,2.789961576461792,0.7328451463981336,0.0626132637262344,0.05,224.610774452162,0.8280252814292908,0,0.0739767551422119,-121.06314430524546,0.0109598953276872,0.1426867282430818,11,174,53,13,13,0.840872585773468,0.8310880533890108,,,
pair_000,576.0,652.0,0.8279562592506409,2.6918911933898926,0.6579300440445364,0.0587310120463371,0.05,169.941166289984,0.8279562592506409,0,0.073907732963562,-175.73275246742347,0.0070776436477899,0.0677716258894846,12,162,26,14,14,0.840872585773468,0.8611961658573213,,,
pair_000,306.0,694.0,0.8270753026008606,2.686185598373413,0.6580249838550423,0.047486625611782,0.05,274.35743110038044,0.8270753026008606,0,0.0730267763137817,-71.31648765702704,-0.004166742786765,0.0678665656999905,13,60,74,14,14,0.8099305033683777,0.7712568101791171,,,
pair_000,573.0,447.0,0.8264375925064087,2.687735319137573,0.5938147839575789,0.0811843872070312,0.05,90.21086409075129,0.8264375925064087,0,0.0723890662193298,-255.4630546666562,0.029531018808484,0.0036563658025271,14,200,10,20,20,0.8382015824317932,0.8898848501000455,,,
pair_000,301.0,387.0,0.8239536881446838,2.670063018798828,0.595687586312959,0.0663838759064674,0.05,228.84492565927692,0.8239536881446838,0,0.0699051618576049,-116.82899309813052,0.0147305075079202,0.0055291681579072,15,184,55,20,20,0.8232266306877136,0.8027564260916278,,,
pair_000,302.0,446.0,0.8232266306877136,2.669085741043091,0.6598995187555473,0.0571431815624237,0.0875,205.23157651784484,0.8232266306877136,0,0.0691781044006347,-140.44234223956263,0.0054898131638765,0.0697411006004955,16,148,41,21,21,0.8239536881446838,0.8238411585010458,,,
pair_000,297.0,139.0,0.8228095173835754,2.6787540912628174,0.5929124923446443,0.0610736906528472,0.1624999999999999,414.1618041297386,0.8228095173835754,0,0.0687609910964965,68.48788537233116,0.0094203222543001,0.0027540741895925,17,168,163,18,18,0.828399658203125,0.5499087912352723,,,
pair_000,568.0,167.0,0.8228044509887695,2.676509141921997,0.6559394525393507,0.0719143524765968,0.05,339.8720347424895,0.8228044509887695,0,0.0687559247016906,-5.80188401491796,0.0202609840780496,0.0657810343842989,18,195,94,18,18,0.839837908744812,0.6894104088696722,,,
pair_000,573.0,474.0,0.8210021257400513,2.668327569961548,0.7244758205121671,0.0354305356740951,0.1662132317597294,77.4919350642375,0.8210021257400513,0,0.0669535994529724,-268.18198369317,-0.016222832724452,0.1343174023571153,19,4,6,19,19,0.8382015824317932,0.8849012524649305,,,
pair_000,838.0,103.0,0.8202914595603943,2.7061495780944824,0.6596730451495443,0.0709524974226951,0.05,521.3952435532951,0.8202914595603943,0,0.0662429332733154,175.72132479588765,0.0192991290241479,0.0695146269944925,20,193,198,15,15,0.8154555559158325,0.38728465633282594,,,
pair_000,301.0,376.0,0.8191542625427246,2.7405130863189697,0.5905717329716635,0.0413309223949909,0.1624999999999999,234.47174669882935,0.8191542625427246,0,0.0651057362556457,-111.2021720585781,-0.0103224460035562,0.0004133148166117,21,23,58,19,19,0.8239536881446838,0.7696841824884743,,,
pair_000,840.0,227.0,0.8191380500793457,2.704312562942505,0.6595601364374828,0.0534148067235946,0.05,436.0378423944417,0.8191380500793457,0,0.0650895237922668,90.36392363703423,0.0017614383250474,0.069401718282431,22,123,170,15,15,0.8154555559158325,0.5430243905449681,,,
pair_000,303.0,500.0,0.8190703392028809,2.6499369144439697,0.5941938681944797,0.0581719614565372,0.1624999999999999,197.0,0.8190703392028809,0,0.065021812915802,-148.67391875740748,0.00651859305799,0.0040354500394279,23,156,32,18,18,0.8232266306877136,0.8011861394320529,,,
pair_000,302.0,457.0,0.8187663555145264,2.6564462184906006,0.657958712906874,0.0484257414937019,0.125,202.6153992173349,0.8187663555145264,0,0.0647178292274475,-143.05851954007258,-0.0032276269048452,0.0678002947518222,24,68,40,21,21,0.8239536881446838,0.8136384024505575,,,
pair_000,580.0,882.0,0.8183148503303528,2.65285325050354,0.6823045456002249,0.0534683912992477,0.05,390.287073831558,0.8183148503303528,0,0.0642663240432739,44.61315507415054,0.0018150229007005,0.0921461274451731,25,125,144,11,11,0.8082171082496643,0.6181984521703865,,,
pair_000,847.0,642.0,0.8182953000068665,2.696487665176392,0.586171349032494,0.041810892522335,0.05,374.9306602559999,0.8182953000068665,0,0.0642467737197876,29.25674149859242,-0.0098424758762121,-0.0039870691225577,26,26,133,16,16,0.8125502467155457,0.6263208423617405,,,
pair_000,844.0,475.0,0.8170263767242432,2.652930736541748,0.6548437509739037,0.0551860034465789,0.05,344.9072339050024,0.8170263767242432,0,0.0629778504371643,-0.7666848524051488,0.0035326350480318,0.0646853328188519,27,132,97,19,19,0.8156884908676147,0.6768478193703287,,,
pair_000,297.0,155.0,0.8170180916786194,2.656256675720215,0.7216912035010346,0.048181876540184,0.05,400.2923931328198,0.8170180916786194,0,0.0629695653915405,54.61847437541235,-0.0034714918583631,0.1315327853459827,28,66,150,20,20,0.828399658203125,0.6076224922037745,,,
pair_000,567.0,113.0,0.8166486024856567,2.6606736183166504,0.7131556628883716,0.0677328333258628,0.05,392.75692228145385,0.8166486024856567,0,0.0626000761985778,47.083003524046376,0.0160794649273157,0.1229972447333198,29,187,146,14,14,0.839837908744812,0.6174465919189125,,,
pair_000,843.0,405.0,0.8156884908676147,2.646159172058105,0.5923027107108552,0.0553432703018188,0.05,355.9129106958611,0.8156884908676147,0,0.0616399645805358,10.238991938453635,0.0036899019032716,0.0021442925558033,30,134,113,19,19,0.8170263767242432,0.6513198174742431,,,
pair_000,839.0,157.0,0.8154555559158325,2.6490581035614014,0.5924262015347624,0.0489615947008132,0.1769436802675438,482.2551192055923,0.8154555559158325,0,0.0614070296287536,136.5812004481848,-0.0026917736977338,0.0022677833797106,31,73,188,19,19,0.8202914595603943,0.422396350092538,,,
pair_000,303.0,511.0,0.8144519925117493,2.7053842544555664,0.5900947250977763,0.0469985231757164,0.1624999999999999,197.3068675946177,0.8144519925117493,0,0.0604034662246704,-148.36705116278978,-0.0046548452228307,-6.369305727549346e-05,32,58,33,16,16,0.8232266306877136,0.7957206012764158,,,
pair_000,569.0,199.0,0.8135692477226257,2.639909029006958,0.581876345489304,0.0614073723554611,0.05,308.8073833314224,0.8135692477226257,0,0.0595207214355468,-36.86653542598515,0.0097540039569139,-0.0082820726657477,33,169,83,20,20,0.839837908744812,0.7077556595460213,,,
pair_000,844.0,464.0,0.8132544755935669,2.63797664642334,0.6550397427546626,0.0542018823325634,0.1624999999999999,345.878591416121,0.8132544755935669,0,0.059205949306488,0.2046726587135481,0.0025485139340162,0.0648813245996108,34,129,101,19,19,0.8170263767242432,0.6493169970067663,,,
pair_000,838.0,114.0,0.8132100701332092,2.6371865272521973,0.6545336523046006,0.0669259279966354,0.05,513.069196112961,0.8132100701332092,0,0.0591615438461303,167.3952773555535,0.0152725595980882,0.0643752341495488,35,186,195,16,16,0.8202914595603943,0.39596931797889934,,,
pair_000,298.0,198.0,0.8129962682723999,2.626636028289795,0.6483437001092281,0.0444019213318824,0.05,363.3290519625426,0.8129962682723999,0,0.058947741985321,17.655133205135144,-0.0072514470666646,0.0581852819541763,36,38,121,20,20,0.828399658203125,0.646792463288784,,,
pair_000,568.0,145.0,0.8127782940864563,2.632098197937012,0.6410016844453622,0.0533111728727817,0.1624999999999999,361.4540081393482,0.8127782940864563,0,0.0587297677993774,15.78008938194074,0.0016578044742345,0.0508432662903104,37,121,119,17,17,0.839837908744812,0.6255824667532607,,,
pair_000,847.0,658.0,0.8125502467155457,2.6333014965057373,0.7163172866205734,0.0501150153577327,0.125,381.27811371753296,0.8125502467155457,0,0.0585017204284668,35.60419496012548,-0.0015383530408143,0.1261588684655216,38,85,140,15,15,0.8182953000068665,0.6158816797086317,,,
pair_000,301.0,403.0,0.8115187883377075,2.6242568492889404,0.7174921915481132,0.042907528579235,0.05,221.3820227570432,0.8115187883377075,0,0.0574702620506286,-124.29189600036426,-0.008745839819312,0.1273337733930614,39,30,51,22,22,0.8239536881446838,0.8150434170699246,,,
pair_000,306.0,683.0,0.8099305033683777,2.612470388412476,0.6444118687119313,0.0499855987727642,0.05,266.6927070618917,0.8099305033683777,0,0.0558819770812988,-78.98121169551575,-0.0016677696257829,0.0542534505568795,40,84,70,14,14,0.8270753026008606,0.7600322836751674,,,
pair_000,577.0,684.0,0.8089557886123657,2.6109328269958496,0.5787322867926801,0.0600242540240287,0.1624999999999999,199.46177578674065,0.8089557886123657,0,0.0549072623252868,-146.21214297066683,0.0083708856254816,-0.0114261313623716,41,165,37,13,13,0.840872585773468,0.7868784316312678,,,
pair_000,580.0,893.0,0.8082171082496643,2.69137978553772,0.6781260429195521,0.0443905554711818,0.1662132317597294,401.05984590831326,0.8082171082496643,0,0.0541685819625854,55.385927150905786,-0.0072628129273653,0.0879676247645003,42,37,151,11,11,0.8183148503303528,0.5678632883356514,,,
pair_000,839.0,173.0,0.8080644607543945,2.624462127685547,0.7184069573230654,0.0558656640350818,0.05,471.00955404322747,0.8080644607543945,0,0.0540159344673156,125.33563528582,0.0042122956365346,0.1282485391680136,43,143,182,20,20,0.8202914595603943,0.47987350435285436,,,
pair_000,843.0,394.0,0.8074402809143066,2.6139822006225586,0.5827045934951103,0.0496927350759506,0.05,359.0055709874152,0.8074402809143066,0,0.0533917546272277,13.331652230007704,-0.0019606333225965,-0.0074538246599414,44,79,116,19,19,0.8170263767242432,0.6373867699385731,,,
pair_000,579.0,828.0,0.8068385720252991,2.6720688343048096,0.7275854202929799,0.0529741272330284,0.1624999999999999,337.3796081567468,0.8068385720252991,0,0.0527900457382202,-8.294310600660708,0.0013207588344812,0.1374270021379281,45,116,93,13,13,0.8183148503303528,0.664932385069246,,,
pair_000,843.0,421.0,0.8063347339630127,2.6142899990081787,0.7137958342301187,0.0556697733700275,0.05,351.9801130745884,0.8063347339630127,0,0.0522862076759338,6.306194317180882,0.0040164049714803,0.1236374160750669,46,141,110,20,20,0.8170263767242432,0.6655353090975303,,,
pair_000,569.0,237.0,0.8055756092071533,2.6884279251098637,0.7087767268546421,0.0506805963814258,0.05,271.9007171744863,0.8055756092071533,0,0.0515270829200744,-73.77320158292116,-0.0009727720171213,0.1186183086995903,47,92,73,18,18,0.839837908744812,0.7599465182353496,,,
pair_000,574.0,501.0,0.8043465614318848,2.638111114501953,0.5142241358312313,0.055894237011671,0.05,74.00675644831355,0.8043465614318848,0,0.0502980351448059,-271.6671623090939,0.0042408686131238,-0.0759342823238204,48,144,1,18,18,0.8382015824317932,0.8609643418065694,,,
pair_000,309.0,865.0,0.802534282207489,2.6000497341156006,0.6165695941494576,0.0635357722640037,0.05,411.9538809138712,0.802534282207489,0,0.0484857559204101,66.27996215646374,0.0118824038654565,0.0264111759944057,49,177,161,11,11,0.7945231795310974,0.5591842013299076,,,
pair_000,298.0,220.0,0.8023778796195984,2.587973594665528,0.645706093413347,0.0534512437880039,0.1624999999999999,345.2593228285081,0.8023778796195984,0,0.0483293533325195,-0.4145959288993595,0.0017978753894567,0.0555476752582951,50,124,99,20,20,0.828399658203125,0.6378621136316005,,,
pair_000,572.0,415.0,0.8015616536140442,2.587859630584717,0.6436233994295898,0.0538579113781452,0.1624999999999999,111.39569111954016,0.8015616536140442,1,0.0475131273269653,-234.2782276378673,0.002204542979598,0.053464981274538,51,126,14,21,21,0.8382015824317932,0.8417798835284828,,,
pair_000,572.0,377.0,0.8005842566490173,2.6280548572540283,0.5086627860908395,0.0629020035266876,0.05,142.52368224263645,0.8005842566490173,1,0.0465357303619384,-203.15023651477105,0.0112486351281404,-0.0814956320642122,52,176,20,20,20,0.8382015824317932,0.8278827145626433,,,
pair_000,306.0,705.0,0.8002045154571533,2.596230983734131,0.6387472202339529,0.0522912964224815,0.05,282.24280327406046,0.8002045154571533,0,0.0461559891700744,-63.43111548334701,0.0006379280239343,0.0485888020789011,53,111,75,15,15,0.8270753026008606,0.7330674784922462,,,
pair_000,580.0,866.0,0.800133228302002,2.583492994308472,0.5589288437515847,0.0458294488489627,0.05,374.641161646715,0.800133228302002,0,0.046084702014923,28.9672428893075,-0.0058239195495843,-0.031229574403467,54,48,132,11,11,0.8183148503303528,0.6044890348647396,,,
pair_000,850.0,829.0,0.7995795011520386,2.606942176818848,0.6616200639074571,0.0490948595106601,0.1662132317597294,480.3550770003373,0.7995795011520386,0,0.0455309748649597,134.68115824292985,-0.002558508887887,0.0714616457524053,55,76,187,8,8,0.7982391715049744,0.42255714438621134,,,
pair_000,851.0,883.0,0.7982391715049744,2.607371091842652,0.6077296583706825,0.0519757606089115,0.05,519.5093839383462,0.7982391715049744,0,0.0441906452178955,173.83546518093874,0.0003223922103643,0.0175712402156307,56,106,197,7,7,0.7995795011520386,0.3612098202605767,,,
pair_000,848.0,701.0,0.7981582880020142,2.635902643203736,0.6364250992404707,0.0506973974406719,0.1624999999999999,401.8768468075761,0.7981582880020142,0,0.0441097617149353,56.20292805016862,-0.0009559709578752,0.0462666810854189,57,93,152,14,14,0.8182953000068665,0.5510324528880848,,,
pair_000,579.0,839.0,0.7979839444160461,2.5799803733825684,0.7247050488013319,0.056873932480812,0.1624999999999999,348.0833233580718,0.7979839444160461,0,0.0439354181289672,2.4094046006643453,0.0052205640822649,0.1345466306462801,58,147,105,12,12,0.8183148503303528,0.641558661736246,,,
pair_000,302.0,430.0,0.7976576089859009,2.569284677505493,0.5143262412419718,0.0681626722216606,0.1624999999999999,210.00952359357424,0.7976576089859009,0,0.043609082698822,-135.66439516383326,0.0165093038231134,-0.0758321769130799,59,188,45,23,23,0.8239536881446838,0.7576268651721967,,,
pair_000,850.0,840.0,0.7965714931488037,2.5722899436950684,0.6631017655508384,0.0483309477567672,0.1624999999999999,487.95491595023407,0.7965714931488037,0,0.0425229668617248,142.2809971928266,-0.0033224206417798,0.0729433473957866,60,67,189,7,7,0.7995795011520386,0.40638475798142953,,,
pair_000,847.0,669.0,0.7954944968223572,2.5736634731292725,0.7001819718350193,0.0451650060713291,0.125,385.9663197741482,0.7954944968223572,0,0.0414459705352783,40.29240101674071,-0.006488362327218,0.1100235536799675,61,44,141,15,15,0.8182953000068665,0.5894993925976101,,,
pair_000,297.0,128.0,0.79531329870224,2.570218086242676,0.569929730765123,0.0708075016736984,0.1624999999999999,423.78414316724974,0.79531329870224,0,0.0412647724151611,78.11022440984226,0.0191541332751512,-0.0202286873899287,62,192,166,18,18,0.828399658203125,0.5034841983170084,,,
pair_000,840.0,216.0,0.7947288155555725,2.575434446334839,0.6369837791521631,0.0486919991672039,0.1624999999999999,443.0079006067499,0.7947288155555725,0,0.0406802892684936,97.33398184934242,-0.0029613692313432,0.0468253609971113,63,71,173,17,17,0.8191380500793457,0.4809648624283971,,,
pair_000,309.0,881.0,0.7945231795310974,2.567173719406128,0.7195487158610985,0.0449910536408424,0.05,426.19479114602046,0.7945231795310974,0,0.0404746532440185,80.52087238861299,-0.0066623147577047,0.1293902977060467,64,42,167,11,11,0.802534282207489,0.5437028469102622,,,
pair_000,297.0,166.0,0.793112576007843,2.566438674926758,0.7013538977831885,0.0555320121347904,0.05,390.8516342552504,0.793112576007843,0,0.0390640497207641,45.17771549784288,0.0038786437362432,0.1111954796281367,65,138,145,20,20,0.828399658203125,0.5950068606753212,,,
pair_000,305.0,651.0,0.7930291891098022,2.5874171257019043,0.6995075089756212,0.0490857511758804,0.1624999999999999,246.62927644543743,0.7930291891098022,0,0.0389806628227233,-99.04464231197004,-0.0025676172226667,0.1093490908205694,66,75,63,15,15,0.8270753026008606,0.7486693954561454,,,
pair_000,839.0,184.0,0.7918322682380676,2.5687718391418457,0.7012814281424581,0.0467719547450542,0.05,463.4403953045095,0.7918322682380676,0,0.0377837419509887,117.766476547102,-0.0048814136534929,0.1111230099874063,67,55,180,20,20,0.8202914595603943,0.4746526424594363,,,
pair_000,844.0,448.0,0.7868227958679199,2.5413126945495605,0.5081361072517563,0.053204670548439,0.05,347.90803382503253,0.7868227958679199,0,0.032774269580841,2.234115067625055,0.0015513021498918,-0.0820223109032954,68,118,104,21,21,0.8170263767242432,0.6206464119556834,,,
pair_000,576.0,668.0,0.7860278487205505,2.5315136909484863,0.7568302160036617,0.077794998884201,0.05,184.39088914585776,0.7860278487205505,0,0.0319793224334716,-161.28302961154972,0.0261416304856538,0.1666717978486099,69,198,29,14,14,0.840872585773468,0.8242723811210998,,,
pair_000,839.0,146.0,0.7840520143508911,2.523258924484253,0.5683177949223774,0.0594971477985382,0.05,490.1397759823212,0.7840520143508911,0,0.0300034880638122,144.4658572249137,0.007843779399991,-0.0218406232326743,70,164,190,19,19,0.8202914595603943,0.3980446435892476,,,
pair_000,303.0,489.0,0.783054769039154,2.5088701248168945,0.5646897477773395,0.0428579971194267,0.1624999999999999,197.3068675946177,0.783054769039154,0,0.0290062427520751,-148.36705116278978,-0.0087953712791204,-0.0254686703777122,71,29,34,19,19,0.8239536881446838,0.7605126312057551,,,
pair_000,574.0,512.0,0.7820997834205627,2.659367561340332,0.5135921869802856,0.0466272979974746,0.05,74.96665925596525,0.7820997834205627,0,0.0280512571334838,-270.7072595014422,-0.0050260704010725,-0.0765662311747661,72,53,4,17,17,0.8382015824317932,0.8383482114676056,,,
pair_000,842.0,367.0,0.7812321186065674,2.6102888584136963,0.7618698020927017,0.0485042184591293,0.05,366.95095040073136,0.7812321186065674,0,0.0271835923194885,21.27703164332388,-0.0031491499394178,0.1717113839376499,73,69,124,17,17,0.8170263767242432,0.6269788289204727,,,
pair_000,305.0,640.0,0.7809652090072632,2.6653881072998047,0.7077931043818579,0.0495665036141872,0.1624999999999999,240.05207768315609,0.7809652090072632,0,0.0269166827201843,-105.6218410742514,-0.0020868647843599,0.1176346862268061,74,78,60,14,14,0.8270753026008606,0.743994174664542,,,
pair_000,848.0,707.0,0.780727744102478,2.623699426651001,0.5034475881918855,0.0436976663768291,0.1624999999999999,404.911101354359,0.780727744102478,0,0.0266792178153991,59.23718259695153,-0.007955702021718,-0.0867108299631662,75,35,155,15,15,0.8182953000068665,0.508955122331261,,,
pair_000,573.0,436.0,0.7805724143981934,2.5048327445983887,0.5549088157163954,0.0563406124711036,0.05,97.082439194738,0.7805724143981934,0,0.0265238881111145,-248.59147956266943,0.0046872440725564,-0.0352496024386563,76,145,11,21,21,0.8382015824317932,0.8357127367556526,,,
pair_000,568.0,183.0,0.7797660231590271,2.5146400928497314,0.754785127798397,0.0586075261235237,0.05,324.211350819184,0.7797660231590271,0,0.0257174968719482,-21.462567938223454,0.0069541577249765,0.1646267096433452,77,161,88,20,20,0.839837908744812,0.6811668323287866,,,
pair_000,298.0,182.0,0.7794005274772644,2.5076889991760254,0.4994113853050236,0.0754334628582,0.05,376.7333274346723,0.7794005274772644,0,0.0253520011901855,31.0594086772648,0.0237800944596529,-0.0907470328500281,78,197,134,21,21,0.828399658203125,0.571810475273018,,,
pair_000,306.0,667.0,0.7783944010734558,2.496212720870972,0.5004155759782094,0.0578082352876663,0.05,255.9785147234041,0.7783944010734558,0,0.0243458747863769,-89.69540403400339,0.0061548668891191,-0.0897428421768423,79,155,65,15,15,0.8270753026008606,0.7176487374701872,,,
pair_000,844.0,491.0,0.7779768109321594,2.5039305686950684,0.7502842326487077,0.047720406204462,0.1624999999999999,344.11771241829445,0.7779768109321594,0,0.0239282846450805,-1.5562063391130323,-0.0039329621940851,0.1601258144936559,80,63,95,19,19,0.8170263767242432,0.6306588058294658,,,
pair_000,573.0,485.0,0.7776055932044983,2.500785112380981,0.6845441588005868,0.0527948178350925,0.1624999999999999,74.52516353554684,0.7776055932044983,0,0.0235570669174194,-271.14875522186065,0.0011414494365453,0.094385740645535,81,114,3,19,19,0.8382015824317932,0.8371235370245864,,,
pair_000,309.0,892.0,0.776759684085846,2.529981136322021,0.7078632120055396,0.0502180010080337,0.1296164609606622,436.05618903989887,0.776759684085846,0,0.022711157798767,90.3822702824914,-0.0014353673905134,0.1177047938504878,82,88,171,11,11,0.802534282207489,0.49193747369454444,,,
pair_000,568.0,129.0,0.7757304906845093,2.498109579086304,0.4893413721778087,0.05768284201622,0.1662132317597294,377.18032822510776,0.7757304906845093,0,0.0216819643974304,31.50640946770028,0.0060294736176729,-0.100817045977243,83,150,135,16,16,0.839837908744812,0.5427402501592347,,,
pair_000,840.0,238.0,0.7747260928153992,2.6407482624053955,0.6420129396113722,0.0501416660845279,0.1624999999999999,429.2365315301111,0.7747260928153992,0,0.0206775665283203,83.56261277270357,-0.0015117023140192,0.0518545214563204,84,86,168,16,16,0.8191380500793457,0.48477955375710496,,,
pair_000,838.0,130.0,0.7707767486572266,2.4771969318389893,0.7484200897673697,0.0501842051744461,0.05,501.1426942498513,0.7707767486572266,0,0.0167282223701477,155.46877549244385,-0.001469163224101,0.1582616716123179,85,87,192,19,19,0.8202914595603943,0.3908432821223323,,,
pair_000,302.0,473.0,0.7705010771751404,2.475959539413452,0.7543379877355727,0.0475380457937717,0.05,199.83242980057065,0.7705010771751404,0,0.0164525508880615,-145.84148895683683,-0.0041153226047754,0.1641795695805209,86,62,38,22,22,0.8239536881446838,0.7969804153354763,,,
pair_000,843.0,432.0,0.7704841494560242,2.473259687423706,0.6793208019082007,0.0447069332003593,0.1624999999999999,349.67556391603915,0.7704841494560242,0,0.0164356231689453,4.001645158631675,-0.0069464351981878,0.0891623837531488,87,40,107,21,21,0.8170263767242432,0.6051181097422544,,,
pair_000,296.0,112.0,0.7690971493721008,2.514962673187256,0.7460599125715596,0.038526277989149,0.1662132317597294,438.3605821695194,0.7690971493721008,0,0.0150486230850219,92.68666341211195,-0.013127090409398,0.1559014944165078,88,11,172,17,17,0.828399658203125,0.478816289905889,,,
pair_000,848.0,685.0,0.7686131596565247,2.478390693664551,0.4941612827695381,0.0547325499355793,0.1662132317597294,394.11800263372896,0.7686131596565247,0,0.0145646333694458,48.444083876321486,0.0030791815370321,-0.0959971353855136,89,130,147,15,15,0.8182953000068665,0.5112630257200095,,,
pair_000,851.0,894.0,0.7676448225975037,2.601663589477539,0.6010208315164429,0.0469266287982463,0.125,527.6712992005534,0.7676448225975037,0,0.0135962963104248,181.997380443146,-0.0047267396003007,0.0108624133613911,90,57,199,7,7,0.7995795011520386,0.2981989073249701,,,
pair_000,840.0,200.0,0.7650212049484253,2.4695873260498047,0.4940247236408631,0.0509742721915245,0.05,453.43136195018536,0.7650212049484253,0,0.0109726786613464,107.75744319277788,-0.0006790962070226,-0.0961336945141886,91,99,178,20,20,0.8202914595603943,0.43437291349455476,,,
pair_000,309.0,854.0,0.76494961977005,2.4483914375305176,0.5797553843618546,0.0458822101354599,0.05,402.2399781225133,0.76494961977005,0,0.0109010934829711,56.56605936510584,-0.0057711582630872,-0.0104030337931971,92,49,153,12,12,0.802534282207489,0.5312626874243283,,,
pair_000,301.0,414.0,0.764678418636322,2.443549156188965,0.6765530064678111,0.0554737485945224,0.1662132317597294,216.7879147923149,0.764678418636322,0,0.0106298923492431,-128.88600396509256,0.0038203801959753,0.0863945883127593,93,136,48,22,22,0.8239536881446838,0.7426844832545478,,,
pair_000,850.0,856.0,0.757662832736969,2.422795295715332,0.737747207103627,0.0465063564479351,0.0875,499.2354154104054,0.757662832736969,0,0.0036143064498901,153.5614966529979,-0.005147011950612,0.1475887889485752,94,52,191,7,7,0.7995795011520386,0.3722917938025131,,,
pair_000,843.0,383.0,0.7567593455314636,2.412644624710083,0.5422362649797551,0.0480321682989597,0.1662132317597294,362.4058498424108,0.7567593455314636,0,0.0027108192443847,16.73193108500334,-0.0036212000995874,-0.0479221531752966,95,65,120,19,19,0.8170263767242432,0.552683178926481,,,
pair_000,851.0,872.0,0.7563304305076599,2.4136340618133545,0.567234705390675,0.0432264320552349,0.05,511.453810231188,0.7563304305076599,0,0.002281904220581,165.77989147378048,-0.0084269363433122,-0.0229237127643767,96,33,194,7,7,0.7995795011520386,0.32917243631626114,,,
pair_000,298.0,236.0,0.7562143802642822,2.4498133659362797,0.7352919749183351,0.0385859906673431,0.05,332.41540277189324,0.7562143802642822,0,0.0021658539772033,-13.258515985514236,-0.013067377731204,0.1451335567632833,97,12,91,20,20,0.828399658203125,0.6443481765020325,,,
pair_000,580.0,855.0,0.7554603219032288,2.4121510982513428,0.522216546240437,0.0502444915473461,0.05,363.90245945857527,0.7554603219032288,0,0.0014117956161499,18.228540701167788,-0.001408876851201,-0.0679418719146147,98,89,122,11,11,0.8183148503303528,0.5695368038392943,,,
