pair_id,set_type,reference_path,search_path,gt_x,gt_y,gt_theta,gt_scale,gt_found,x,y,theta,scale,pred_found,score,set_type_feat,gt_found_feat,corr_score,psr,peak_margin,context_32,context_64,context_128,context_score,phase_residual,phase_penalty,template_residual,center_prior,ambiguity_index,est_scale,est_theta,loc_err,candidate_is_correct,num_peaks_90,stratify_key
pair_010,SetA,reference\pair_010.png,search\pair_010.png,417.9476615652271,379.3784667651839,-4.839363895218075,11.94919413625179,1,0.0,0.0,0.0,0.0,0,0.0,SetA,1,0.7105246186256409,3.003897428512573,-0.0028445720672607,-0.0459746965576347,0.4770523643506958,0.6757498141827971,0.4519259321018702,0.0540090799331665,0.05,2110.13818359375,146.03595447697117,0.9343748450279236,11.999999999999998,-4.75,564.4539563622026,0,6.996102571487427,SetA_0
pair_011,SetA,reference\pair_011.png,search\pair_011.png,419.3732733102879,570.9308170645421,-1.910659252690412,8.841315001420835,1,418.6794895011236,570.9499875886457,-2.0,8.899999999999999,1,0.4305340538011747,SetA,1,0.8794574737548828,2.4974281787872314,0.0053572654724121,0.8720370288685199,0.8552419836665083,0.8400917382351734,0.8525408945343766,0.1700401455163955,0.0,1906.4244384765625,107.71258050942797,0.9132116203414264,8.899999999999999,-2.0,0.694048617067231,1,7.5025718212127686,SetA_1
pair_012,SetA,reference\pair_012.png,search\pair_012.png,415.3336028778185,532.7045826839757,3.859945557946375,9.18916009698428,1,403.4654404358319,355.50925214630627,4.0,9.199999999999998,1,0.14725364542561045,SetA,1,0.821050226688385,2.6907403469085693,0.0189716815948486,0.7193223169749418,0.8247063589647932,0.8141139608726504,0.7993925913299659,0.0774842649698257,0.05,2312.71435546875,173.75989180475452,0.8818950190048213,9.199999999999998,4.0,177.59233779671717,0,7.309259653091431,SetA_0
pair_013,SetA,reference\pair_013.png,search\pair_013.png,502.2262516372216,399.6174248178575,-1.0289295566959034,11.81164656207016,1,492.8479476920709,930.4913286714932,-1.0,11.7,1,0.35,SetA,1,0.8663911819458008,2.1469602584838867,-0.0111167430877685,0.7211387819658338,0.7153905711803074,0.752403561335535,0.7313454093995038,0.0631089806556701,0.05,1785.292724609375,40.50308630215727,0.8563949823379516,11.7,-1.0,530.9567349395683,0,7.853039741516113,SetA_0
pair_014,SetA,reference\pair_014.png,search\pair_014.png,553.5988731132766,605.6026301285106,-1.558736066139066,10.912291628466969,1,0.0,0.0,0.0,0.0,0,0.0,SetA,1,0.7402843236923218,2.2553298473358154,-0.0135716795921325,0.6927671492544787,0.712411469275988,0.604373577667477,0.6652674486282817,0.0651123002171516,0.125,2481.455810546875,137.0109484676316,0.9284389980809186,10.9,-1.5,820.5036611319046,0,7.744670152664185,SetA_0
pair_015,SetA,reference\pair_015.png,search\pair_015.png,569.1270705065555,421.203732513507,-2.364970964816345,11.607515229888552,1,805.0853865139361,430.9882145058404,-2.5,11.599999999999998,1,0.16333333333333333,SetA,1,0.8775427341461182,2.58594274520874,-0.0058326721191406,0.8692953920018106,0.8514622153706809,0.8339848990194657,0.8480379241564209,0.0843627378344535,0.05,1714.07080078125,104.89041900955492,0.9788478218512644,11.599999999999998,-2.5,236.16109540078187,0,7.41405725479126,SetA_0
pair_016,SetA,reference\pair_016.png,search\pair_016.png,477.5328038616003,586.1320035095774,0.4332513476194233,10.057211825069125,1,0.0,0.0,0.0,0.0,0,0.013333333333333332,SetA,1,0.8090254664421082,2.55905818939209,0.0463427901268005,0.4805349745494748,0.5411461741091141,0.6889118254460144,0.5881301947319464,0.0432195477187633,0.1624999999999999,2363.49462890625,79.74020316001207,0.7337491796275804,10.099999999999998,0.5,756.0345920009698,0,7.44094181060791,SetA_0
pair_017,SetA,reference\pair_017.png,search\pair_017.png,536.4555630659518,415.1719385817246,4.067509923316584,8.97877119378156,1,886.007650549775,476.0583561485618,4.0,9.099999999999998,0,0.0,SetA,1,0.820020854473114,1.7143008708953855,0.0008558630943298,0.8257581992353311,0.7315652078295343,0.7906521595821021,0.7740385868117208,0.0295904409140348,0.125,2292.763916015625,122.01639234135716,0.900562918613067,9.099999999999998,4.0,354.8151881027948,0,8.285699129104614,SetA_0
pair_018,SetA,reference\pair_018.png,search\pair_018.png,633.8302029584735,529.3771388419595,0.2863939901769177,9.186375492262773,1,929.5026154623722,99.46208548637772,0.5,9.199999999999998,0,0.013333333333333332,SetA,1,0.8275638818740845,2.1488497257232666,0.0015164613723754,0.5811547490096218,0.798723417308434,0.7959051131962486,0.7540823620037974,0.0324672535061836,0.1624999999999999,2600.1591796875,55.37598757584374,0.8751766178924035,9.199999999999998,0.5,521.7749789110326,0,7.851150274276733,SetA_0
pair_019,SetA,reference\pair_019.png,search\pair_019.png,462.50661641112623,460.2952345169986,2.663031107598837,8.635375579086986,1,444.00572993005824,461.1097381863868,2.75,8.599999999999998,1,0.2095414919328084,SetA,1,0.8684737682342529,2.678004741668701,-0.0185492634773254,0.7429069446928105,0.850990670491774,0.8397370768612332,0.8248724878797651,0.1109637022018432,0.05,1977.8726806640625,54.48853090330111,1.0858559893108604,8.599999999999998,2.75,18.518807110956452,0,7.321995258331299,SetA_0
pair_020,SetA,reference\pair_020.png,search\pair_020.png,359.5974759091987,466.8878186295023,2.0226480356539795,9.27796825375544,1,334.9911351214419,208.9466727158839,2.0,9.3,1,0.18118583770124105,SetA,1,0.807794988155365,2.70832633972168,0.007255733013153,0.7342382088605743,0.7859857624723531,0.7874694560646658,0.7762297291869225,0.0501069091260433,0.05,2273.762451171875,96.56603957913984,0.8230303322156717,9.3,2.0,259.1121509350609,0,7.29167366027832,SetA_0
pair_021,SetA,reference\pair_021.png,search\pair_021.png,465.1522506975749,532.2503646150753,0.4990413804596425,11.629387930389385,1,465.07633415364216,532.2068154620623,0.75,11.599999999999998,1,0.6928701667277167,SetA,1,0.8821737170219421,2.494420289993286,0.0207372307777404,0.8042534947495303,0.7841765282948894,0.8370763420961066,0.8093518471063045,0.1445286571979522,0.05,1727.4962158203125,47.4236228055175,0.8067596134969583,11.599999999999998,0.75,0.08752057112956634,1,7.505579710006714,SetA_1
pair_022,SetA,reference\pair_022.png,search\pair_022.png,445.9727890984229,353.832497318668,-2.685361800417768,10.391533850352392,1,0.0,0.0,0.0,0.0,1,0.10729885415182047,SetA,1,0.686416745185852,3.017547607421875,-0.0402798652648925,0.5067666814374621,0.6711242322414864,0.743849204365379,0.6673427109302387,0.1004214808344841,0.05,2363.052734375,156.30898886500418,1.0713166896213049,10.3,-2.75,569.2882967135295,0,6.982452392578125,SetA_0
pair_023,SetA,reference\pair_023.png,search\pair_023.png,357.48726056680914,561.5979415955231,4.990622514138881,9.291776682617442,1,357.85272360353457,561.0922969632331,5.0,9.3,1,0.6453836521560572,SetA,1,0.8701419234275818,3.2918829917907715,0.0044412016868591,0.8534232794462516,0.8633376785769581,0.8650966048450277,0.8620583692580446,0.0799956768751144,0.05,1919.65478515625,55.22680508593631,0.8722060084342956,9.3,5.0,0.6238907960342598,1,6.7081170082092285,SetA_1
pair_024,SetA,reference\pair_024.png,search\pair_024.png,366.6139153673995,627.9868842791703,3.869408942649408,9.3812787187611,1,0.0,0.0,0.0,0.0,0,0.0,SetA,1,0.785579264163971,2.112161874771118,-0.0046654939651489,0.5972918412169494,0.6303681429905788,0.635186027461271,0.6256800364241297,0.0349118821322917,0.2,2679.0185546875,84.50443775329198,0.8766565339806655,9.4,4.0,727.1679928102411,0,7.887838125228882,SetA_0
pair_025,SetA,reference\pair_025.png,search\pair_025.png,379.1116367088906,515.4013269230493,-3.431483293770268,11.18954160630585,1,414.53068666012217,116.49621327488806,-3.5,11.199999999999998,0,0.013333333333333332,SetA,1,0.8343625664710999,1.6758500337600708,4.148483276367188e-05,0.5710131896547277,0.7110414961833554,0.7822468014680364,0.7115179569915022,0.0452284030616283,0.0875,1980.2724609375,153.1747368204039,0.8540475040894129,11.199999999999998,-3.5,400.4744670938464,0,8.32414996623993,SetA_0
pair_026,SetA,reference\pair_026.png,search\pair_026.png,514.0043003399667,617.9084304340807,-3.585881739831249,11.9648696305921,1,0.0,0.0,0.0,0.0,0,0.0,SetA,1,0.7092188000679016,2.685624837875366,0.0033115744590759,0.5745180856674054,0.5058767436365456,0.7006505006158895,0.5975145148344552,0.0586829409003257,0.05,2185.924560546875,118.8276062201036,0.9610266098208056,11.9,-3.5,803.7482498702487,0,7.314375162124634,SetA_0
pair_027,SetA,reference\pair_027.png,search\pair_027.png,603.9420312048406,417.7763906775965,-4.66048258530244,10.122298773883395,1,845.3045014166241,437.4607487274992,-4.75,10.3,0,0.0,SetA,1,0.8316273093223572,2.5270442962646484,-0.0085424780845642,0.7088858776775562,0.7873773433807291,0.7719272963334602,0.765499031421187,0.0427446849644184,0.125,2054.623046875,95.19716382329884,0.9520776464299502,10.3,-4.75,242.1638205400857,0,7.472955703735352,SetA_0
pair_028,SetA,reference\pair_028.png,search\pair_028.png,477.91187520368914,439.8842365822546,0.9321024602343276,11.559633536805816,1,55.06774132876154,862.0071568350158,1.0,11.599999999999998,1,0.524389218107908,SetA,1,0.7668560743331909,3.1648268699646,0.0149245262145996,0.6952210341286137,0.7649232196787615,0.7561933962378148,0.7474908531923533,0.0812380015850067,0.05,1906.6087646484373,63.90618123468183,0.8189808487892151,11.599999999999998,1.0,597.4821514950524,0,6.8351731300354,SetA_0
pair_029,SetA,reference\pair_029.png,search\pair_029.png,505.0122385387808,618.7091177721555,-2.3827737948296948,11.11090566392888,1,658.2036497585289,395.050149577525,-2.25,11.199999999999998,0,0.0595063469629906,SetA,1,0.8706487417221069,2.3314013481140137,-0.005788505077362,0.6165188776331229,0.7539154803411424,0.8392871562376445,0.7605848301581394,0.0417364388704299,0.0875,1788.347900390625,66.68208155119335,0.8399878236373589,11.199999999999998,-2.25,271.0921292206483,0,7.668598651885986,SetA_0
pair_030,SetA,reference\pair_030.png,search\pair_030.png,436.1278420959197,611.0108527600154,4.324207155868935,10.172257531768713,1,0.0,0.0,0.0,0.0,0,0.0,SetA,1,0.7814427018165588,2.026991367340088,0.0031137466430664,0.7512216709362112,0.7552028552195755,0.6203285314061306,0.7004568888375248,0.0346181206405162,0.1662132317597294,2619.237060546875,108.81176406988357,0.9191862929574662,10.199999999999998,4.25,750.6941833008729,0,7.973008632659912,SetA_0
pair_031,SetA,reference\pair_031.png,search\pair_031.png,515.2050624964362,524.1079983471228,-0.020471544724149,11.700371578194344,1,780.7554088430761,830.5062330037596,-0.75,11.699999999999998,0,0.013333333333333332,SetA,1,0.8378971815109253,1.6937342882156372,-0.0006881356239318,0.7468097964761277,0.6918400582820744,0.7673707286679858,0.7330462740752497,0.0533571206033229,0.05,1765.5789794921875,309.1803680701606,0.876109920928817,11.699999999999998,-0.75,405.45883224505525,0,8.306265711784363,SetA_0
pair_032,SetA,reference\pair_032.png,search\pair_032.png,471.0536823948475,488.1316627573783,-4.869952589708113,10.888322891579843,1,0.0,0.0,0.0,0.0,0,0.0,SetA,1,0.7897263169288635,2.804969072341919,-0.003137469291687,0.77310616699323,0.7797850075137253,0.6551738087945431,0.7286047599219534,0.0539080016314983,0.125,2201.8798828125,31.38470965295043,0.8280547618865967,10.9,-4.75,678.3539576681401,0,7.195030927658081,SetA_0
pair_033,SetA,reference\pair_033.png,search\pair_033.png,506.487300176383,415.4853036556477,1.726119277170028,8.970497872643154,1,506.539065192771,414.9875121073918,1.75,8.999999999999998,1,0.6934338917938461,SetA,1,0.9072321653366088,2.864145040512085,0.0341224670410156,0.8221466486835071,0.8584255792366646,0.8368770937548803,0.8425503989333194,0.1804239600896835,0.0,1725.6199951171875,84.74963126763443,0.6362604220297234,8.999999999999998,1.75,0.5004758160357746,1,7.135854959487915,SetA_1
pair_034,SetA,reference\pair_034.png,search\pair_034.png,600.6392691360397,427.2759208637932,4.316875712055294,8.854218054076412,1,0.0,0.0,0.0,0.0,0,0.013333333333333332,SetA,1,0.772622287273407,2.178184032440185,-0.0012648701667785,0.6653887558226449,0.6148199379763584,0.6092768569988343,0.6227164691546061,0.0255626998841762,0.1296164609606622,2782.033447265625,152.7612516314265,0.8988893820307599,8.899999999999999,4.25,737.1107407834174,0,7.8218159675598145,SetA_0
pair_035,SetA,reference\pair_035.png,search\pair_035.png,381.3987859700967,390.8476615420415,2.284448469865895,11.019563374324209,1,380.7706615231635,390.8662560569715,2.25,11.099999999999998,1,0.4992316103011392,SetA,1,0.8821321129798889,3.1188931465148926,0.008377194404602,0.8763096913341785,0.8083776106081954,0.8382209945360983,0.8339013803245532,0.096950925886631,0.05,1763.4599609375,161.37533888422976,0.8081140279769897,11.099999999999998,2.25,0.6283996155478113,1,6.881106853485107,SetA_1
pair_036,SetA,reference\pair_036.png,search\pair_036.png,369.9263348959626,591.9291431014253,3.480580895971622,11.018218160766835,1,0.0,0.0,0.0,0.0,0,0.0018755857965193888,SetA,1,0.7491812705993652,2.1965365409851074,0.0079777836799621,0.3919165935015275,0.3641436450741763,0.5906012351893174,0.460281270805703,0.0353255532681942,0.125,2464.403564453125,115.68275584545866,0.9727986332624008,10.999999999999998,3.5,698.0154752599311,0,7.803463459014893,SetA_0
pair_037,SetA,reference\pair_037.png,search\pair_037.png,637.3473505721319,414.3333441028385,-4.200476510529054,10.623152214873231,1,336.98128412756995,392.25575263661625,-4.25,10.599999999999998,1,0.4992316103011392,SetA,1,0.8756048679351807,2.7656359672546387,0.0052728652954101,0.8117451458635199,0.851045777075369,0.8356277757591096,0.8370184503064955,0.1487937867641449,0.05,1849.4053955078125,161.75598906995685,0.8264488800590891,10.599999999999998,-4.25,301.17635019424813,0,7.234364032745361,SetA_0
pair_038,SetA,reference\pair_038.png,search\pair_038.png,363.5338391870325,490.2092338110844,-3.653932826138152,9.3118251640608,1,379.97693220179696,233.0099677732244,-3.75,9.3,1,0.22999999999999998,SetA,1,0.7897974252700806,2.591830015182495,0.0155456662178039,0.7954197966414476,0.795167159095142,0.7947023890237179,0.7950317785758336,0.062757670879364,0.125,2346.1142578125,95.13148795220224,0.8179602096815417,9.3,-3.75,257.72434452008235,0,7.408169984817505,SetA_0
pair_039,SetA,reference\pair_039.png,search\pair_039.png,414.3196668371812,445.5629858295304,-3.710332560180011,9.890619445668792,1,575.6690652728366,456.5337415260171,-3.75,9.999999999999998,1,0.5479329910726066,SetA,1,0.8713593482971191,2.585190296173096,0.0097082257270812,0.8245541179461514,0.7670272875790223,0.7927185744508493,0.7888091684011789,0.0693796202540397,0.05,1886.56005859375,87.8179936004006,0.8059386074848337,9.999999999999998,-3.75,161.7219399342584,0,7.414809703826904,SetA_0
pair_040,SetA,reference\pair_040.png,search\pair_040.png,630.593738588206,591.0880887782025,3.903935329654246,11.350862475242376,1,0.0,0.0,0.0,0.0,0,0.0,SetA,1,0.7323563098907471,2.0226218700408936,-0.0013359785079956,0.4405596249241713,0.719510687522746,0.6996336386137528,0.6557696554394339,0.0335844494402408,0.0875,2556.07763671875,99.4786409235671,0.8723846516300726,11.3,3.75,864.3110503991713,0,7.9773781299591064,SetA_0
pair_041,SetA,reference\pair_041.png,search\pair_041.png,377.178171218729,679.0484563009845,-0.5408819397149713,8.226955404952816,1,377.0900040971183,679.0612609815639,-0.5,8.2,1,0.5271604894028035,SetA,1,0.9148983359336852,3.3275399208068848,0.0242938995361328,0.8740821805254315,0.8551668883059498,0.8907861497710494,0.8731976513358861,0.1366878449916839,0.05,1674.7298583984375,217.18655575334307,0.6285305023193359,8.2,-0.5,0.0890920938010517,1,6.672460079193115,SetA_1
pair_042,SetA,reference\pair_042.png,search\pair_042.png,668.4494920156358,568.0786817680777,2.991798624278717,9.000358492156733,1,671.5308079763694,626.6190891500993,3.0,8.999999999999998,0,0.013333333333333332,SetA,1,0.8139994740486145,2.709826231002808,0.0058292746543884,0.7858629015698959,0.6423381393659027,0.6696757156877556,0.6819781223354425,0.0502570047974586,0.1662132317597294,2305.085693359375,114.80635870891471,0.8909576342163597,8.999999999999998,3.0,58.62144491995162,0,7.290173768997192,SetA_0
pair_043,SetA,reference\pair_043.png,search\pair_043.png,564.7977986922531,533.8204042709664,0.2819874965089788,9.182870746798272,1,182.00068760521543,536.2173473909861,0.5,9.199999999999998,0,0.013333333333333332,SetA,1,0.8654148578643799,1.7112362384796145,0.0010860562324523,0.8017517609139322,0.838306118738469,0.8232414676723002,0.8249693867470942,0.0505854301154613,0.0935854122563142,1877.5518798828125,208.716314647418,0.8469333410263061,9.199999999999998,0.5,382.80461542790005,0,8.288763761520386,SetA_0
pair_044,SetA,reference\pair_044.png,search\pair_044.png,488.5538592082335,610.1011136314564,2.024734924987392,11.6117267036346,1,493.1079882650616,734.0113861139799,2.0,11.599999999999998,0,0.013333333333333332,SetA,1,0.7517604231834412,2.341423273086548,0.0206152200698852,0.6928761212213415,0.7044858681384565,0.7221847495561985,0.7092434713221303,0.0425820797681808,0.1296164609606622,2360.21533203125,42.37924020083418,0.7576916907045306,11.599999999999998,2.0,123.99393419905454,0,7.658576726913452,SetA_0
pair_045,SetA,reference\pair_045.png,search\pair_045.png,375.918386738488,572.8570018542118,-4.883125662127704,10.270378923458068,1,369.3697956329698,572.3710305445061,-4.75,10.3,0,0.028353078684309196,SetA,1,0.8734087944030762,2.249178886413574,0.0061792135238647,0.715079912199114,0.5620267275599775,0.8083159403533309,0.6911530496051461,0.0335728414356708,0.1296164609606622,1776.926513671875,93.1262583807596,0.9406625059902258,10.3,-4.75,6.566598326464714,0,7.750821113586426,SetA_0
pair_046,SetA,reference\pair_046.png,search\pair_046.png,443.0353460101062,368.1839792604088,1.4093359125804108,11.237285430720764,1,0.0,0.0,0.0,0.0,0,0.0,SetA,1,0.7451354265213013,2.067565679550171,-0.0030997395515441,-0.0602891670588242,0.4369338225055675,0.7134218613824104,0.4480844401434263,0.0359328538179397,0.05,2446.48291015625,51.034302189801714,0.8654986977577209,11.2,1.25,576.0553449090839,0,7.932434320449829,SetA_0
pair_047,SetA,reference\pair_047.png,search\pair_047.png,500.265199440106,488.8036102103926,2.7607654897620986,9.357290086822433,1,828.5070667881868,473.4828100401224,2.75,9.4,1,0.49274962150624224,SetA,1,0.8536922335624695,2.38858699798584,0.014024019241333,0.8150475470458188,0.8129412730829497,0.8010588236879834,0.808609548117537,0.1083789840340614,0.05,2052.590576171875,11.0,0.8843696180270185,9.4,2.75,328.5992245852269,0,7.61141300201416,SetA_0
pair_048,SetA,reference\pair_048.png,search\pair_048.png,372.2592562218046,453.5909777894977,-2.59256056644938,11.445229253128096,1,0.0,0.0,0.0,0.0,0,0.0,SetA,1,0.736290454864502,2.7284390926361084,-0.0085557699203491,0.5385468344619654,0.7161108430309495,0.6679347501889438,0.6613276041803504,0.056312296539545,0.05,2365.769287109375,138.05795884337854,1.03732076680085,11.3,-2.5,586.7893395204482,0,7.271560907363892,SetA_0
pair_049,SetA,reference\pair_049.png,search\pair_049.png,435.9720122977421,504.35336785436,2.476389759948237,11.043312398715264,1,435.8863287434114,503.79916460925176,2.25,11.099999999999998,1,0.542651210758398,SetA,1,0.8773853182792664,2.820436477661133,-0.0016490817070007,0.8441118158785524,0.8108660429800449,0.8428224056155221,0.8302977426139373,0.1038748249411583,0.05,1892.0439453125,81.02468759581859,0.9239670259292396,11.099999999999998,2.25,0.5607877569733722,1,7.179563522338867,SetA_1
pair_050,SetA,reference\pair_050.png,search\pair_050.png,523.0402884416775,624.2321491754209,-1.9794628658522848,8.089668815387185,1,226.5155704813841,572.4876587570927,-2.0,8.1,0,0.0909155490372981,SetA,1,0.821448564529419,2.3525710105896,0.0061899423599243,0.3114179345261837,0.5501255072185359,0.8200098770141919,0.6103377405983279,0.0316560864448547,0.05,2414.66015625,86.06102486026994,0.905304234717458,8.1,-2.0,301.00564886739915,0,7.6474289894104,SetA_0
pair_051,SetA,reference\pair_051.png,search\pair_051.png,583.0687185699024,574.3139849533147,-2.353607991482547,11.370716893964577,1,884.8851938168569,56.94228883634315,-2.5,11.499999999999998,0,0.0030127321071577967,SetA,1,0.8802597522735596,2.644672155380249,0.0014431476593017,0.7555877355263597,0.782500752806729,0.6764897233344147,0.7347137375617294,0.0483821220695972,0.05,1704.9866943359375,89.43433345198028,0.8810077229409415,11.499999999999998,-2.5,598.9713320964931,0,7.355327844619751,SetA_0
pair_052,SetA,reference\pair_052.png,search\pair_052.png,580.7489974922584,537.8446461986192,-0.2259390849582887,10.605906230985118,1,314.99991222881124,763.5491379533814,-0.5,10.599999999999998,0,0.0,SetA,1,0.763134241104126,2.270266056060791,-0.0080461502075195,0.4595782409005679,0.5113496190104401,0.7376556700318327,0.5915177637970228,0.0434244461357593,0.125,2491.451904296875,92.19544457292888,0.8857783400482772,10.599999999999998,-0.5,348.6618618613662,0,7.729733943939209,SetA_0
pair_053,SetA,reference\pair_053.png,search\pair_053.png,481.9060221764303,519.3259577042813,-4.79218862579125,11.48485682947156,1,764.7430569641007,543.0403999831354,-5.0,11.599999999999998,1,0.5142945970219341,SetA,1,0.8445104956626892,2.3172037601470947,0.0242177844047546,0.8143477042731525,0.8315402765465452,0.8019307321108862,0.816257944317603,0.1172680854797363,0.0875,1980.828125,28.319604517012596,0.832012220746134,11.599999999999998,-5.0,283.82946115595354,0,7.682796239852905,SetA_0
pair_054,SetA,reference\pair_054.png,search\pair_054.png,524.3944849087668,385.2139829045786,3.704011487591906,10.565138816770448,1,0.0,0.0,0.0,0.0,0,0.013333333333333332,SetA,1,0.7350257039070129,2.801095962524414,0.0362762212753295,0.1207103423513435,0.585596305110789,0.5899143959392582,0.4943463488902876,0.0593172758817672,0.05,2313.3359375,117.09184429327262,0.8666645646095276,10.499999999999998,3.5,650.6761010118166,0,7.198904037475586,SetA_0
pair_055,SetA,reference\pair_055.png,search\pair_055.png,404.9636330057472,391.4923593167131,-0.9302061852871022,11.509638262345018,1,404.8734644126963,392.0254568970854,-1.0,11.499999999999998,1,0.6842289017583448,SetA,1,0.8865199685096741,2.8323850631713867,0.0112996101379394,0.8311083345316108,0.7201099830521269,0.8452426504932046,0.7923627203244548,0.1519319117069244,0.0,1777.7525634765625,144.54238132810735,0.8067806937974654,11.499999999999998,-1.0,0.5406694048784456,1,7.167614936828613,SetA_1
pair_056,SetA,reference\pair_056.png,search\pair_056.png,503.63453564902574,449.4331566071532,-2.247483619682887,9.09806019061035,1,99.01349975742376,364.9734465572727,-2.25,9.099999999999998,0,0.013333333333333332,SetA,1,0.8254019618034363,2.2634170055389404,0.0021439790725708,0.8118526855577936,0.583327288765488,0.8135736186289741,0.7211309000693436,0.030174184590578,0.0810660171779821,2593.9833984375,22.20360331117452,0.9119949068212032,9.099999999999998,-2.25,413.34201977019336,0,7.73658299446106,SetA_0
