pair_id,attempt,self_amb,preset,kind,z,theta,severity,hard,present,p_preset,p_kind,p_zone_mat_nm,p_zone_strip_nm,p_zone_phase_x,p_zone_phase_y,p_linewidth_bias_nm,p_bl_pitch,p_wl_pitch,p_bl_w,p_wl_w,p_cont_r,drift_dx,drift_dy,corner_max_nm,v_ship,v_reason,v_peak_err,v_peak_val,v_margin,v_ncc_at_gt,v_grad_ncc_at_gt,v_prominence,v_competitor,v_gt_rank,v_rec_1px,v_rec_2px,v_rec_5px,v_degraded_floor,p_decoy_preset,v_absent_peak,DROPPED,p_fin_pitch,p_gate_pitch,p_fin_w,p_gate_w
v00013,3.0,0.1947140097618103,dram_legacy,dram,10.210772323707499,4.4228025284925,1.0,nominal,True,dram_legacy,dram,2649.746592128223,413.57614615021663,101.34434908509678,2172.869455818342,0.7490414329277099,128.0,150.0,52.74904143292771,58.74904143292771,30.74904143292771,0.09998322710238652,0.06600748632561455,5483.889122789524,True,ok,0.1630200523203555,0.9566567540168762,0.14224278926849365,0.9566567540168762,0.8324033617973328,0.6408732533454895,0.8144139647483826,1,1,1,1,0,,,,,,,
v00014,0.0,0.3637111783027649,dram_wide,dram,9.319662234925424,-3.6552670062731965,1.0,nominal,True,dram_wide,dram,1983.6336728560868,262.524118844973,1546.7704996391928,1044.8954308324983,-0.5355909602931389,104.0,76.0,43.46440903970686,27.46440903970686,20.46440903970686,0.16728511378265795,-0.16926458543262807,4947.430651483816,True,ok,0.3664276760604418,0.9459391832351685,0.212446928024292,0.9459391832351685,0.8366075158119202,0.7677291929721832,0.7334922552108765,1,1,1,1,0,,,,,,,
v00015,0.0,0.21336215734481812,dram_1x,dram,8.734616754611162,-4.499690728168363,0.0,nominal,True,dram_1x,dram,2516.6573621471107,277.4735434788156,75.37730087065773,1336.7639438136641,0.21621148985102595,64.0,88.0,26.216211489851027,32.21621148985103,17.216211489851027,0.0,0.0,4696.478837423028,True,ok,0.7178452629316324,0.968053936958313,0.16676545143127441,0.968053936958313,0.9202219247817993,0.7606947124004364,0.8012884855270386,1,1,1,1,0,,,,,,,
v00016,1.0,0.29336708784103394,dram_wide,dram,9.661698998936307,-2.434090237303723,1.0,nominal,True,dram_wide,dram,2413.659748128634,287.5990389046949,630.2311277065015,1054.1766901875046,2.350936475110971,104.0,76.0,46.35093647511097,30.35093647511097,23.35093647511097,0.18504552843199332,-0.09361127588544944,5031.657522232137,True,ok,0.7093549626675069,0.9562220573425293,0.28272545337677,0.9562220573425293,0.860413134098053,0.7982513010501862,0.6734966039657593,1,1,1,1,0,,,,,,,
v00017,1.0,0.26493215560913086,dram_1x,dram,11.119837261927925,0.07025148426358463,0.0,nominal,True,dram_1x,dram,1964.3610485504514,303.27133393791394,1155.6484891505258,253.72705098276185,2.3748732972831297,64.0,88.0,28.37487329728313,34.37487329728313,19.37487329728313,0.0,0.0,5566.731575740825,True,ok,0.8322941971246598,0.9821188449859619,0.14700371026992798,0.9821188449859619,0.9542222619056702,0.8221135884523392,0.8351151347160339,1,1,1,1,0,,,,,,,
v00018,0.0,-1.0,dram_legacy,dram,8.494558648298398,-4.063139740450319,1.0,nominal,False,dram_legacy,dram,3244.8206963888592,493.3928177532358,649.9988122948635,2532.8284874860824,-0.12167451244008641,128.0,150.0,51.87832548755991,57.87832548755991,29.878325487559913,0.04710242775285897,0.05668599550565537,4537.54823110931,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,dram_legacy,0.2500573396682739,,,,,
v00019,0.0,0.2703920006752014,dram_1x,dram,8.043280359062317,-1.8890478973213334,1.0,nominal,True,dram_1x,dram,2436.7263464099165,291.71517094162505,374.569369645221,1469.9191422253477,-2.679326121858064,64.0,88.0,23.320673878141935,29.320673878141935,14.320673878141935,-0.09633243859273267,0.061232267697163674,4152.024440312904,True,ok,0.48510240910868363,0.9561272263526917,0.12863373756408691,0.9561272263526917,0.839876115322113,0.5827511548995972,0.8274934887886047,1,1,1,1,0,,,,,,,
v00020,3.0,0.33176708221435547,dram_legacy,dram,10.096300729659163,4.533978960318368,1.0,nominal,True,dram_legacy,dram,3258.636941514968,312.21961523224445,2011.2248854844931,281.97319482742574,1.0682131033914508,128.0,150.0,53.06821310339145,59.06821310339145,31.06821310339145,0.013501215432849024,-0.14053066028535943,5431.410620891839,True,ok,0.16491650425737975,0.9378701448440552,0.29373085498809814,0.9378701448440552,0.8067116141319275,0.7038275599479675,0.644139289855957,1,1,1,1,0,,,,,,,
v00021,5.0,0.2999139428138733,dram_legacy,dram,10.001305099897044,0.16306552747938152,0.0,nominal,True,dram_legacy,dram,2555.32723742609,425.3704008844234,2036.9963681654838,1643.5134293468298,4.492167479465631,128.0,150.0,56.49216747946563,62.49216747946563,34.49216747946563,0.0,0.0,5014.8642873166045,True,ok,0.2654686775808295,0.9750692844390869,0.12708449363708496,0.9750692844390869,0.9067678451538086,0.667267233133316,0.847984790802002,1,1,1,1,0,,,,,,,
v00022,3.0,0.3966349959373474,dram_1x,dram,9.180732297699263,4.265456556562203,0.0,nominal,True,dram_1x,dram,1819.4127817657024,251.3757509193219,391.99607399634687,1852.4833510384362,2.7256753161017673,64.0,88.0,28.725675316101768,34.725675316101764,19.725675316101768,0.0,0.0,4919.071574202095,True,ok,0.45675974232108213,0.9601739645004272,0.15523868799209595,0.9601739645004272,0.9053476452827454,0.8275109231472015,0.8049352765083313,1,1,1,1,0,,,,,,,
v00023,,,,,,,,,,,,,,,,,,,,,,,,,False,thin_margin,0.8865916405747908,0.8897010087966919,0.04122072458267212,0.8897010087966919,0.702804446220398,0.7200338244438171,0.8484802842140198,1,1,1,1,0,,,True,,,,
v00024,5.0,0.3646942377090454,dram_wide,dram,8.856214733375651,3.5682206338190454,1.0,nominal,True,dram_wide,dram,3111.619881558355,264.41347966994425,3127.1683215929615,2488.2240047869345,1.7263541606328265,104.0,76.0,45.72635416063282,29.726354160632827,22.726354160632827,0.07959818221641825,-0.1937951330189935,4695.114942347697,True,ok,0.4799637518231243,0.958936870098114,0.20636707544326782,0.958936870098114,0.8562219142913818,0.766403466463089,0.7525697946548462,1,1,1,1,0,,,,,,,
v00025,0.0,0.12050116062164307,finfet_45nm,finfet,8.462036686658829,-2.051262741423412,1.0,nominal,True,finfet_45nm,finfet,3026.583800683749,437.64357616503435,1624.8558814635617,193.2381308654578,0.4333971491502227,,,,,41.433397149150224,-0.03520627417661547,-0.3076341020096499,4379.750669085601,True,ok,0.4786914587164941,0.9771206974983215,0.17426174879074097,0.9771206974983215,0.8378494381904602,0.5590144097805023,0.8028589487075806,1,1,1,1,0,,,,136.0,330.0,50.433397149150224,118.43339714915022
v00026,0.0,0.19257420301437378,finfet_14nm,finfet,8.997132925035238,-0.4541014655829221,0.0,nominal,True,finfet_14nm,finfet,2294.372063534374,376.36256801640013,1146.4855105424524,1619.5732970848753,-2.450752703008148,,,,,15.549247296991851,0.0,0.0,4534.078486299248,True,ok,0.7835171002016617,0.9793561100959778,0.1698651909828186,0.9793561100959778,0.9184938073158264,0.6117301881313324,0.8094909191131592,1,1,1,1,0,,,,56.0,156.0,16.54924729699185,51.54924729699185
v00027,0.0,0.13607698678970337,finfet_45nm,finfet,11.958578282512262,1.1103376530327633,1.0,nominal,True,finfet_45nm,finfet,2174.4576212968523,398.83827911356354,92.28528731905199,2185.2299736751347,3.311331230720245,,,,,44.31133123072024,0.027386986138555103,-0.058034809379641505,6094.032100769055,True,ok,0.9201589978754748,0.9714154601097107,0.14328861236572266,0.9714154601097107,0.8812152147293091,0.7185123562812805,0.828126847743988,1,1,1,1,0,,,,136.0,330.0,53.31133123072024,121.31133123072024
v00028,0.0,0.15105700492858887,finfet_45nm,finfet,8.820275855625793,0.39918238400412775,1.0,nominal,True,finfet_45nm,finfet,2259.032516727955,454.1530359330787,1122.7575323837277,1248.3151176138572,0.2269999722919228,,,,,41.22699997229192,0.0017455121915847065,0.12135591389294074,4440.756284049893,True,ok,0.8951094366309079,0.9788624048233032,0.1633923053741455,0.9788624048233032,0.8761184215545654,0.5692683756351471,0.8154700994491577,1,1,1,1,0,,,,136.0,330.0,50.22699997229192,118.22699997229192
v00029,0.0,0.2641792297363281,finfet_28nm,finfet,10.604715930216694,-3.4752643826422225,0.0,nominal,True,finfet_28nm,finfet,2370.8855930346026,438.0519141277443,1824.381396234341,2739.1442253523537,2.943771949885283,,,,,31.94377194988528,0.0,0.0,5614.023579330945,True,ok,0.23976588151119485,0.974077045917511,0.1695309281349182,0.974077045917511,0.8869490623474121,0.6534485518932343,0.8045461177825928,1,1,1,1,0,,,,94.0,240.0,36.94377194988528,86.94377194988529
v00030,0.0,0.20049095153808594,finfet_45nm,finfet,8.796496189690647,1.1220109084222702,0.0,nominal,True,finfet_45nm,finfet,2945.1286829914516,436.98527735880504,467.3247494075544,710.7992524864997,-1.5355786029221907,,,,,39.46442139707781,0.0,0.0,4483.529229928273,True,ok,0.43776617308210924,0.9783479571342468,0.22541463375091553,0.9783479571342468,0.900213360786438,0.6011102199554443,0.7529333233833313,1,1,1,1,0,,,,136.0,330.0,48.46442139707781,116.46442139707781
v00031,0.0,-1.0,finfet_22nm,finfet,9.93956518277465,0.9158165758073284,0.0,nominal,False,finfet_22nm,finfet,2850.8671857787513,450.8063113307204,2287.1230927337183,1841.2277565165114,0.9556877845451652,,,,,24.955687784545166,0.0,0.0,5048.581438158889,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,finfet_7nm,0.534117579460144,,76.0,196.0,27.955687784545166,68.95568778454516
v00032,2.0,0.20511090755462646,finfet_45nm,finfet,8.048222419888184,3.597996262684415,0.0,nominal,True,finfet_45nm,finfet,3588.227044955517,389.4297736033678,2823.6833673189863,683.9417505941532,-0.20103193636953956,,,,,40.79896806363046,0.0,0.0,4268.714960369532,True,ok,0.5827177258263687,0.9760276079177856,0.25420236587524414,0.9760276079177856,0.8834565281867981,0.586448460817337,0.7218252420425415,1,1,1,1,0,,,,136.0,330.0,49.79896806363046,117.79896806363045
v00033,2.0,0.25355064868927,finfet_7nm,finfet,8.619947688323432,-3.350770057305017,0.0,nominal,True,finfet_7nm,finfet,3015.3560685584316,254.52585454041042,1548.353390646626,2834.8076822143835,-1.9289616816170265,,,,,10.071038318382973,0.0,0.0,4554.517693664095,True,ok,0.8963891512949429,0.9717072248458862,0.12063384056091309,0.9717072248458862,0.9008694887161255,0.7102638185024261,0.8510733842849731,1,1,1,1,0,,,,34.0,108.0,9.071038318382973,34.071038318382975
v00034,0.0,-1.0,finfet_10nm,finfet,11.531653422701698,4.165911636141589,1.0,nominal,False,finfet_10nm,finfet,3048.9678058354375,361.72349070468124,2041.137235699143,1783.2135469486318,4.105809165314411,,,,,19.10580916531441,-0.002288547445521531,-0.16524073900520878,6169.450159610777,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,finfet_7nm,0.6473997235298157,,44.0,128.0,19.10580916531441,48.10580916531441
v00035,1.0,0.27270781993865967,finfet_22nm,finfet,10.570874957909794,-4.176943707965402,1.0,nominal,True,finfet_22nm,finfet,1970.9398656992773,315.4207527659394,26.999278605655356,35.98527212265491,-1.6571102384500331,,,,,22.342889761549966,-0.07108967825475519,-0.10733315397472491,5656.37334912393,True,ok,0.742606819572377,0.9509701132774353,0.17164134979248047,0.9509701132774353,0.8178757429122925,0.745620608329773,0.7793287634849548,1,1,1,1,0,,,,76.0,196.0,25.342889761549966,66.34288976154997
v00036,0.0,0.21684402227401733,finfet_45nm,finfet,8.286144574866189,-0.6285661114038108,0.0,nominal,True,finfet_45nm,finfet,3115.1205819569,291.83998598532503,1356.9494651530263,462.96405957596306,0.7145688334922141,,,,,41.714568833492216,0.0,0.0,4188.273837058286,True,ok,0.43928932779582974,0.9856055974960327,0.24307096004486084,0.9856055974960327,0.9349087476730347,0.708053708076477,0.7425346374511719,1,1,1,1,0,,,,136.0,330.0,50.714568833492216,118.71456883349221
v00037,2.0,0.18074530363082886,finfet_45nm,finfet,9.57997928903805,-1.6060506273327002,0.0,nominal,True,finfet_45nm,finfet,3379.388372964469,431.2614536436732,248.09293634398065,3585.2781668463363,-0.8361849955056085,,,,,40.16381500449439,0.0,0.0,4922.357950467027,True,ok,0.3361592978262473,0.9813275337219238,0.14653092622756958,0.9813275337219238,0.904938817024231,0.6201418042182922,0.8347966074943542,1,1,1,1,0,,,,136.0,330.0,49.16381500449439,117.1638150044944
v00038,0.0,0.3578834533691406,finfet_7nm,finfet,9.449438413084291,4.6494806610982735,0.0,nominal,True,finfet_7nm,finfet,1809.6341982710785,238.57779947087647,559.7930394557918,1197.3266834712456,-2.9857701152864604,,,,,9.01422988471354,0.0,0.0,5092.15570525062,True,ok,0.6703685452579903,0.9577301144599915,0.13498634099960327,0.9577301144599915,0.8437724709510803,0.7267948091030121,0.8227437734603882,1,1,1,1,0,,,,34.0,108.0,8.01422988471354,33.01422988471354
v00039,1.0,0.21500402688980103,finfet_45nm,finfet,11.479816378827012,-2.6300775410146784,0.0,nominal,True,finfet_45nm,finfet,2696.046209081993,331.4583143327106,2565.871466225508,1102.6902864972699,1.6027526274068133,,,,,42.602752627406815,0.0,0.0,5997.251303917373,True,ok,0.4361264863478803,0.9799465537071228,0.23421132564544678,0.9799465537071228,0.9167030453681946,0.7893454283475876,0.745735228061676,1,1,1,1,0,,,,136.0,330.0,51.602752627406815,119.60275262740682
v00040,0.0,0.20111286640167236,finfet_45nm,finfet,11.002608109179551,-4.988833443171461,1.0,nominal,True,finfet_45nm,finfet,2203.755578689103,365.024343222208,1441.2333034743394,2082.7017604495813,-1.0724498898727697,,,,,39.92755011012723,-0.25559903298694253,0.06026571482054688,5958.865418292796,True,ok,1.2758625839397553,0.9677351117134094,0.2284533977508545,0.9677351117134094,0.8476006388664246,0.7308875024318695,0.7392817139625549,1,0,1,1,0,,,,136.0,330.0,48.92755011012723,116.92755011012723
v00041,0.0,0.2742231488227844,finfet_7nm,finfet,10.211381479222775,4.412118461074767,0.0,nominal,True,finfet_7nm,finfet,1945.5612295566223,326.84076120046745,1398.5828478696835,379.5764418427075,2.5228569668522125,,,,,14.522856966852213,0.0,0.0,5483.340371559834,True,ok,0.4774432777137925,0.9581640362739563,0.12352299690246582,0.9581640362739563,0.8597771525382996,0.7007692456245422,0.8346410393714905,1,1,1,1,0,,,,34.0,108.0,13.522856966852213,38.52285696685221
v00042,0.0,0.15639656782150269,finfet_10nm,finfet,9.413261415757072,-0.6511896109173643,1.0,nominal,True,finfet_10nm,finfet,3621.5717527909674,367.5966082825699,2790.1395083668617,1880.889618961213,-1.0144113719249164,,,,,13.985588628075083,-0.20498421924042373,-0.18090747703068352,4759.818329844413,True,ok,0.803633073345682,0.9654092788696289,0.1410536766052246,0.9654092788696289,0.8123578429222107,0.6100295782089233,0.8243556022644043,1,1,1,1,0,,,,44.0,128.0,13.985588628075083,42.985588628075085
v00043,1.0,0.1654704213142395,finfet_22nm,finfet,9.55766771455922,3.420646030950328,0.0,nominal,True,finfet_22nm,finfet,2616.716235425298,315.6834824052109,1341.1843984479406,1703.3392352227304,1.5412030349437313,,,,,25.54120303494373,0.0,0.0,5055.454118778407,True,ok,0.32155422380050985,0.9728789925575256,0.21533483266830444,0.9728789925575256,0.909125030040741,0.7937773764133453,0.7575441598892212,1,1,1,1,0,,,,76.0,196.0,28.54120303494373,69.54120303494373
v00044,5.0,0.29474884271621704,finfet_22nm,finfet,10.445896559885082,-3.160313438448541,1.0,nominal,True,finfet_22nm,finfet,2613.1331890281167,249.0520318884753,2220.7911878495347,2211.5583062660517,3.355357117964525,,,,,27.355357117964523,0.185776156507285,-0.16039515019217973,5502.945839521144,True,ok,0.148348181565083,0.9315778613090515,0.21406763792037964,0.9315778613090515,0.8041897416114807,0.8729204274713993,0.7175102233886719,1,1,1,1,0,,,,76.0,196.0,30.355357117964523,71.35535711796453
v00045,0.0,0.3092513084411621,finfet_45nm,finfet,11.468717384786563,0.12138645077559573,0.0,nominal,True,finfet_45nm,finfet,2446.21674623748,365.3036272007377,576.6880847193846,117.00290902698276,-0.6882141497771924,,,,,40.311785850222805,0.0,0.0,5746.494587678511,True,ok,0.41745788995334004,0.9798212647438049,0.2359427809715271,0.9798212647438049,0.9090072512626648,0.7732996791601181,0.7438784837722778,1,1,1,1,0,,,,136.0,330.0,49.311785850222805,117.3117858502228
v00046,0.0,0.21216607093811035,finfet_7nm,finfet,11.880796272239046,1.5306644322577254,0.0,nominal,True,finfet_7nm,finfet,3097.135895669474,298.3369890840302,518.2675332653271,2019.1007116639807,1.8265065454638982,,,,,13.826506545463898,0.0,0.0,6096.958092159131,True,ok,0.8218633597905599,0.9353238344192505,0.14514458179473877,0.9353238344192505,0.8018631339073181,0.7786983251571655,0.7901792526245117,1,1,1,1,0,,,,34.0,108.0,12.826506545463898,37.8265065454639
v00047,0.0,0.34401267766952515,finfet_28nm,finfet,8.375098766839674,-2.191434230183573,0.0,nominal,True,finfet_28nm,finfet,2360.9935651696765,368.2638082233648,1597.3280076417473,1010.4060079363617,0.411471807492056,,,,,29.411471807492056,0.0,0.0,4344.612058703672,True,ok,0.8902083637430361,0.9753243923187256,0.1959913969039917,0.9753243923187256,0.8925626277923584,0.6581158339977264,0.7793329954147339,1,1,1,1,0,,,,94.0,240.0,34.411471807492056,84.41147180749205
v00048,0.0,0.1568211317062378,finfet_14nm,finfet,10.114577441557815,-3.82950548885281,1.0,nominal,True,finfet_14nm,finfet,2947.1867634899054,391.10299570938383,1858.304672641345,2451.1694887927906,1.0207767907980192,,,,,19.02077679079802,-0.13821825369122373,0.06123423301199972,5383.76166239137,True,ok,0.25236531521659816,0.9513046741485596,0.12582463026046753,0.9513046741485596,0.7969785928726196,0.6237258315086365,0.825480043888092,1,1,1,1,0,,,,56.0,156.0,20.02077679079802,55.02077679079802
v00049,0.0,-1.0,finfet_28nm,finfet,11.696017417034035,2.568162353706537,0.0,nominal,False,finfet_28nm,finfet,2664.9583971907564,279.03992717170854,2211.425723870036,209.98350327489075,0.8017262465448682,,,,,29.801726246544867,0.0,0.0,6104.171980903521,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,finfet_28nm,0.36938685178756714,,94.0,240.0,34.80172624654487,84.80172624654487
v00050,0.0,0.34230923652648926,finfet_22nm,finfet,8.31021833428005,3.228947469330647,1.0,periodic,True,finfet_22nm,finfet,1143.1490272158137,189.5992284941696,904.3065516688548,198.89393948432098,-3.4656069008277024,,,,,20.5343930991723,-0.00040264627441144235,0.1134379874667459,4382.553081993453,True,ok,0.4118601764503412,0.9586718082427979,0.2944177985191345,0.9586718082427979,0.8731138706207275,0.8258738815784454,0.6642540097236633,1,1,1,1,0,,,,76.0,196.0,23.5343930991723,64.53439309917229
v00051,1.0,0.28892725706100464,finfet_22nm,finfet,8.04426032026883,-3.9941004110320177,1.0,periodic,True,finfet_22nm,finfet,1646.049995131233,196.14360280379256,1633.4098657802967,724.243897014301,-1.2883918390252727,,,,,22.711608160974727,0.5033770699853015,-0.36798701358286845,4292.51779800582,True,ok,0.54989167626751,0.9719370007514954,0.1805536150932312,0.9719370007514954,0.8992906212806702,0.8392630070447922,0.7913833856582642,1,1,1,1,0,,,,76.0,196.0,25.711608160974727,66.71160816097473
v00052,0.0,0.32905685901641846,finfet_10nm,finfet,10.207662117298096,-1.1391391827510713,1.0,periodic,True,finfet_10nm,finfet,1235.8284535940024,146.9397366521939,122.38770135834226,795.4269218413385,0.2475415243763487,,,,,15.247541524376349,-0.006631164962914824,0.12125020916008535,5204.28866556882,True,ok,0.6241837514904838,0.9125052094459534,0.1393876075744629,0.9125052094459534,0.7433421015739441,0.8877415657043457,0.7731176018714905,1,1,1,1,0,,,,44.0,128.0,15.247541524376349,44.24754152437635
v00053,0.0,0.36398500204086304,finfet_10nm,finfet,11.941988793289129,-3.79940376062165,0.0,periodic,True,finfet_10nm,finfet,1232.7493334380274,216.90973586578158,889.191499774391,1250.464076005335,-1.7607610037853982,,,,,13.239238996214603,0.0,0.0,6353.530182140898,True,ok,0.4299311454716297,0.9766479134559631,0.19815248250961304,0.9766479134559631,0.9065074920654297,0.8575600609183311,0.7784954309463501,1,1,1,1,0,,,,44.0,128.0,13.239238996214603,42.2392389962146
v00054,0.0,0.38472235202789307,finfet_7nm,finfet,10.82580664891211,3.311593799789291,1.0,periodic,True,finfet_7nm,finfet,1126.2301614122362,169.77900064690874,299.92304931167047,876.8192995886161,1.8261065338419074,,,,,13.826106533841907,-0.10534732901802979,0.13326231564290927,5716.546568708677,True,ok,0.981600619661072,0.915655255317688,0.16007000207901,0.915655255317688,0.7372627854347229,0.8498137146234512,0.755585253238678,1,1,1,1,0,,,,34.0,108.0,12.826106533841907,37.82610653384191
