pair_id,set_type,gt_x,gt_y,gt_scale,gt_theta,est_scale,est_theta,raw_gt_available,candidate_top10,candidate_top20,candidate_top50,candidate_top100,candidate_top200,candidate_top500,gt_rank,rank1_error,oracle_error,final_error,winner_found,winner_score,failure_category,retrieval_group
pair_061,SetA,594.2687468898076,437.7733349522034,11.069189775995708,1.969609943066924,11.099999999999998,2.0,1,0,0,0,0,1,1,196,131.81298097275152,0.5457049865792607,131.81298097275152,1,0.6398562665849704,RETRIEVAL_CAP,B
pair_062,SetA,317.90019451980305,581.77040896556,8.256986465930158,-2.360002681157223,8.299999999999999,-2.5,1,0,0,1,1,1,1,33,222.3066924780964,4.208174825628503,222.3066924780964,1,0.6210019085811699,RANKING_FAILURE,A
pair_063,SetA,612.8646965251174,489.01816294065696,11.522430554325368,2.7497784765545497,11.499999999999998,2.75,1,1,1,1,1,1,1,7,138.62182436603368,0.688768862376132,138.62182436603368,1,0.6463328913016003,RANKING_FAILURE,A
pair_064,SetA,556.2970362597354,454.8233314230886,9.48331496966146,3.139752801843507,9.4,3.25,1,0,1,1,1,1,1,15,60.79937910756375,4.9716268258083725,60.79937910756375,1,0.5809817279588915,RANKING_FAILURE,A
pair_065,SetA,373.6748610981225,603.5404455786567,11.949693004441825,-3.293836975572732,11.999999999999998,-3.25,1,1,1,1,1,1,1,1,0.6776819009883541,0.6776819009883541,0.6776819009883541,1,0.656370647270487,SUBPIXEL_SUCCESS,A
pair_066,SetA,509.7991559709936,566.9947545087396,10.206105032512957,-0.4183564556936385,10.199999999999998,-0.5,1,0,0,0,1,1,1,64,21.19411311189083,0.1840584548439669,-1.0,0,0.5605517878252275,PRESENCE_FALSE_REJECTION,B
pair_067,SetA,528.9313262968036,440.8235571257104,9.21031966093376,4.0189041289524265,9.299999999999995,4.0,1,0,0,1,1,1,1,26,0.065497848568046,0.065497848568046,0.065497848568046,1,0.6330404936881976,SUBPIXEL_SUCCESS,A
pair_068,SetA,378.9976793534375,546.376157512448,10.83914514473732,4.574738111665347,10.9,4.5,1,0,0,0,0,0,0,-1,49.53314296485672,999.0,-1.0,0,0.4795126717769732,PRESENCE_FALSE_REJECTION,C
pair_069,SetA,472.57143863891145,554.5628638967514,8.84276262197276,0.46944645845522,8.799999999999999,0.5,1,1,1,1,1,1,1,3,0.9376043489240656,0.9376043489240656,0.9376043489240656,1,0.6704175738936687,SUBPIXEL_SUCCESS,A
pair_070,SetB,533.9976049824504,486.68020968908655,10.793949967100176,-3.675030004050472,10.699999999999998,-3.75,1,0,0,0,0,0,1,473,146.78483270463815,3.4541030067020637,-1.0,0,0.3108991229548358,PRESENCE_FALSE_REJECTION,B
pair_071,SetB,556.8229823160575,576.0862587087526,10.223566865776146,1.311592338526987,10.199999999999998,1.0,1,0,1,1,1,1,1,14,0.1553021140586537,0.1553021140586537,0.1553021140586537,1,0.5923687024484918,SUBPIXEL_SUCCESS,A
pair_072,SetB,418.7440317498672,627.2884436776022,10.35185387571733,-0.5704968538940269,10.4,-0.75,1,0,0,1,1,1,1,48,247.75287466552933,4.677352359938589,-1.0,0,0.2385954933664545,PRESENCE_FALSE_REJECTION,A
pair_073,SetB,507.3263442179462,410.4344664899672,10.877932124290403,1.430869050232289,10.9,1.0,1,0,0,0,0,1,1,146,23.02715773356849,0.8094786358071189,-1.0,0,0.5553107612956708,PRESENCE_FALSE_REJECTION,B
pair_074,SetB,551.0026516259751,562.9354725990652,8.799019158761812,-1.5393709137902325,8.799999999999999,-1.5,1,1,1,1,1,1,1,3,71.4126682664518,0.0385901033052844,-1.0,0,0.4572599367814809,PRESENCE_FALSE_REJECTION,A
pair_075,SetB,421.1876306684851,523.554354323216,10.385126776815884,0.0078429336396137,10.4,0.75,1,0,0,0,0,0,0,-1,212.7709130275184,999.0,-1.0,0,0.5035686720140541,PRESENCE_FALSE_REJECTION,C
pair_077,SetB,569.2138246861344,478.7272095418808,11.470049212426757,-3.2048414164465155,11.599999999999998,-3.5,1,1,1,1,1,1,1,7,2.287017413843374,2.287017413843374,-1.0,0,0.5660396528719449,PRESENCE_FALSE_REJECTION,A
pair_078,SetB,587.4386831359992,533.0853517555572,8.856183267544658,3.672322769702895,8.799999999999999,3.75,1,0,0,0,1,1,1,74,32.523231813554645,0.2822794166820138,-1.0,0,0.4740863646188867,PRESENCE_FALSE_REJECTION,B
pair_079,SetB,437.5161967751044,512.2563095857726,9.611166276754204,2.1216812059174472,9.599999999999998,2.0,1,0,0,1,1,1,1,50,0.6967053613595996,0.6967053613595996,0.6967053613595996,1,0.6612578306314245,SUBPIXEL_SUCCESS,A
pair_080,SetB,401.0613179749196,456.57166489279024,11.14776698568926,1.8239668564277445,11.099999999999998,2.0,1,0,0,0,0,1,1,158,268.0232451350099,0.1654391676595681,-1.0,0,0.3534281544897795,PRESENCE_FALSE_REJECTION,B
pair_081,SetB,643.564896611024,625.3431765134626,9.6008375634011,0.4202082220402667,9.499999999999998,0.75,1,1,1,1,1,1,1,1,166.97469596469864,0.6073976293241278,-1.0,0,0.547604775862788,PRESENCE_FALSE_REJECTION,A
pair_082,SetB,371.5852076185285,481.0603167121579,8.22395424751932,-3.1226545332110813,8.2,-3.0,1,0,0,0,0,0,1,472,193.9172351506352,4.50894795607119,-1.0,0,0.463464212498065,PRESENCE_FALSE_REJECTION,B
pair_083,SetB,450.98769089577416,638.523116826904,8.546717976510179,4.49751327734673,8.699999999999998,4.5,1,0,0,0,0,0,0,-1,504.1933277469022,999.0,-1.0,0,0.5372991871227412,PRESENCE_FALSE_REJECTION,C
pair_084,SetB,457.6567004118978,550.1494366937269,9.213556463689583,3.4171947738923425,9.199999999999998,3.5,1,0,0,0,1,1,1,82,36.59662362170069,0.1082196156848014,-1.0,0,0.4495479768628995,PRESENCE_FALSE_REJECTION,B
pair_085,SetB,493.2118378807493,528.2201001132426,11.394330819256863,-1.1279085096053998,11.3,-1.0,1,0,0,0,0,0,0,-1,168.6897445812113,999.0,-1.0,0,0.5703755462020487,PRESENCE_FALSE_REJECTION,C
pair_087,SetB,561.7446930867666,483.7465478031667,9.918095709523444,-0.824772868620574,9.999999999999998,-0.75,1,0,0,1,1,1,1,38,163.20441480900084,0.2839643010781232,163.20441480900084,1,0.6126659567159787,RANKING_FAILURE,A
pair_088,SetB,583.2712298593958,635.7661564221528,8.59640715137677,0.4798762691820233,8.599999999999998,0.5,1,1,1,1,1,1,1,4,0.5616531361407545,0.5616531361407545,-1.0,0,0.4171125470368661,PRESENCE_FALSE_REJECTION,A
pair_089,SetB,614.8318201722535,401.1196743368377,11.689619355744291,-3.468159244363954,11.599999999999998,-3.5,1,1,1,1,1,1,1,1,0.6903077937895196,0.6903077937895196,0.6903077937895196,1,0.620831025676386,SUBPIXEL_SUCCESS,A
pair_090,SetB,348.0227842198753,417.5201754337889,9.858615107568715,4.713380627602122,9.8,4.75,1,1,1,1,1,1,1,7,0.5920286539997507,0.5920286539997507,-1.0,0,0.3638497508053093,PRESENCE_FALSE_REJECTION,A
pair_091,SetB,379.7392538864404,530.2769969644571,11.97333713043265,-3.694465867891481,11.9,-3.75,1,0,0,0,0,0,0,-1,219.1826437601129,999.0,-1.0,0,0.5603290748900592,PRESENCE_FALSE_REJECTION,C
pair_092,SetB,394.9167445159693,370.2205651297191,9.06287120714924,4.852732018899026,9.099999999999998,4.75,1,1,1,1,1,1,1,10,190.5951110093457,0.1499592893864622,-1.0,0,0.4393503423067251,PRESENCE_FALSE_REJECTION,A
pair_093,SetB,567.0186268370562,513.5688143928033,8.384939308572239,-2.563866497681847,8.399999999999999,-2.5,1,1,1,1,1,1,1,2,0.607337860449035,0.607337860449035,-1.0,0,0.5544776585918915,PRESENCE_FALSE_REJECTION,A
pair_094,SetB,449.5703586355875,474.1917687819448,8.669078661692495,1.4220877781024497,8.699999999999998,1.5,1,0,0,0,0,0,0,-1,192.5150578719048,999.0,-1.0,0,0.371547248217808,PRESENCE_FALSE_REJECTION,C
pair_095,SetB,631.1139006707233,614.2538407644836,11.661515048093992,3.21165488230387,11.599999999999998,3.5,1,1,1,1,1,1,1,1,136.7090914029207,0.7477563322136833,136.7090914029207,1,0.6262640762285325,RANKING_FAILURE,A
pair_096,SetB,505.2391638206021,450.6249223056501,9.117367437126273,0.7312295839170782,9.099999999999998,0.75,1,0,0,0,0,1,1,143,47.35539940737544,0.2267811006032321,-1.0,0,0.4728353008712479,PRESENCE_FALSE_REJECTION,B
pair_097,SetB,537.0184363712208,462.41633390964097,11.540622025717184,0.3010091868610178,11.499999999999998,0.75,1,0,0,1,1,1,1,35,11.603879215590515,0.134256364294704,-1.0,0,0.5703210790189679,PRESENCE_FALSE_REJECTION,A
pair_098,SetB,461.6327010787445,639.9432626594256,9.991589778599575,-3.672991552856529,9.9,-3.5,1,0,0,1,1,1,1,25,105.15916721298942,4.7148163290863705,-1.0,0,0.3244019713591042,PRESENCE_FALSE_REJECTION,A
pair_099,SetB,416.78169962655215,408.8498950698431,8.757315148713861,4.123334818429038,8.799999999999999,4.0,1,1,1,1,1,1,1,1,0.1228177492498894,0.1228177492498894,-1.0,0,0.5763444160380964,PRESENCE_FALSE_REJECTION,A
pair_100,SetB,496.712138592475,472.12093617651897,9.70387096430959,3.5694989028086272,9.699999999999998,3.75,1,1,1,1,1,1,1,5,0.1942605802473554,0.1942605802473554,-1.0,0,0.4455749263204737,PRESENCE_FALSE_REJECTION,A
pair_101,SetB,617.5774100773461,658.7671096154937,8.5773390390933,-0.4656862284454952,8.599999999999998,-0.75,1,1,1,1,1,1,1,6,197.6271705810256,0.5737307443569415,-1.0,0,0.5494446231875326,PRESENCE_FALSE_REJECTION,A
pair_102,SetB,558.7407932360767,654.2146527026613,8.539617350198082,-4.076496824981973,8.599999999999998,-4.0,1,0,0,0,0,0,0,-1,213.61573535030567,999.0,-1.0,0,0.4445884697315156,PRESENCE_FALSE_REJECTION,C
pair_103,SetB,461.1148644304402,582.1891739864284,11.847981763737105,3.4818233181377103,11.9,3.5,1,1,1,1,1,1,1,1,0.4168327160134387,0.4168327160134387,0.4168327160134387,1,0.5862132375136494,SUBPIXEL_SUCCESS,A
pair_104,SetB,460.7330676441381,384.13561333368057,10.15946304666401,3.731313579114373,10.199999999999998,3.75,1,0,0,0,0,0,0,-1,149.69261549454788,999.0,-1.0,0,0.2570996538453784,PRESENCE_FALSE_REJECTION,C
pair_105,SetB,390.3853169977744,437.6805911482167,11.817362988487425,-4.630350653153866,11.999999999999998,-4.5,1,1,1,1,1,1,1,6,219.99106382870983,0.0629742305268638,-1.0,0,0.5750820197578931,PRESENCE_FALSE_REJECTION,A
pair_106,SetB,352.88208754607297,448.0910614383217,10.252245724037149,3.218103563401536,10.199999999999998,3.25,1,0,0,0,1,1,1,64,236.2005666782109,0.2113407716481744,-1.0,0,0.2867199528635573,PRESENCE_FALSE_REJECTION,B
pair_107,SetB,551.9226562884385,330.6893994609432,8.512671442299652,-0.02058041769771,8.499999999999998,-0.5,1,0,0,0,1,1,1,71,284.1522222794048,0.1024929603895922,-1.0,0,0.5412210537417023,PRESENCE_FALSE_REJECTION,B
pair_109,SetB,595.0376202297144,558.3261749532121,11.187840021248611,-2.0552933583086883,11.2,-2.0,1,0,0,1,1,1,1,45,143.54777768661305,0.478001776168986,-1.0,0,0.5523770554638674,PRESENCE_FALSE_REJECTION,A
pair_110,SetB,422.7339868744404,608.8382082352778,11.779830299316806,-2.126186899308131,11.7,-2.0,1,0,0,0,0,0,0,-1,274.1656444747974,999.0,-1.0,0,0.3815568263476174,PRESENCE_FALSE_REJECTION,C
pair_111,SetB,641.9649092431109,514.1642988479941,8.1015281172829,-0.9834838091211848,8.1,-1.0,1,1,1,1,1,1,1,3,198.00799630009905,0.2472937454279238,198.00799630009905,1,0.6770167921463546,RANKING_FAILURE,A
pair_112,SetB,448.691706059214,483.9684783690704,9.21143451694916,2.9169358564157166,9.199999999999998,3.0,1,0,0,0,0,0,0,-1,301.8085931518212,999.0,-1.0,0,0.5201734560073292,PRESENCE_FALSE_REJECTION,C
pair_113,SetB,324.3040343836874,661.3189144655241,8.468032986529112,-1.4397813061972755,8.499999999999998,-1.5,1,0,0,0,0,0,1,400,453.4437846240148,0.1902675759114969,-1.0,0,0.5537573075420759,PRESENCE_FALSE_REJECTION,B
pair_114,SetB,641.16389151336,405.91585793670015,10.285423552722072,0.6349977037759214,10.3,0.75,1,0,0,1,1,1,1,30,248.93977082134825,4.602423308076959,-1.0,0,0.2732848374858325,PRESENCE_FALSE_REJECTION,A
pair_115,SetB,401.2870861782606,559.8881899220037,11.898440151981468,-2.1445133293555063,11.9,-2.25,1,0,0,1,1,1,1,27,0.7889530653971066,0.7889530653971066,0.7889530653971066,1,0.6000146396453534,SUBPIXEL_SUCCESS,A
