pair_id,x,y,theta,scale,found,score
pair_151,0.0,0.0,0.0,0.0,0,0.41472153250360466
pair_152,0.0,0.0,0.0,0.0,0,0.43565684755096895
pair_153,0.0,0.0,0.0,0.0,0,0.5869386434991205
pair_154,0.0,0.0,0.0,0.0,0,0.3483354877471154
pair_155,0.0,0.0,0.0,0.0,0,0.39468777728330157
pair_156,0.0,0.0,0.0,0.0,0,0.5743435485588686
pair_157,0.0,0.0,0.0,0.0,0,0.5795371567150087
pair_158,0.0,0.0,0.0,0.0,0,0.46943406748717725
pair_159,474.0029353843526,393.85673945508495,2.0,9.054499999999996,1,0.9281186385171228
pair_160,0.0,0.0,0.0,0.0,0,0.2597802178822448
pair_161,0.0,0.0,0.0,0.0,0,0.47280169475175216
pair_162,0.0,0.0,0.0,0.0,0,0.5961264652847824
pair_163,0.0,0.0,0.0,0.0,0,0.43027709366184946
pair_164,0.0,0.0,0.0,0.0,0,0.37324269304435576
pair_165,0.0,0.0,0.0,0.0,0,0.49026282380725955
pair_166,0.0,0.0,0.0,0.0,0,0.37491700260075983
pair_167,0.0,0.0,0.0,0.0,0,0.5720270126554083
pair_168,0.0,0.0,0.0,0.0,0,0.349133072871044
pair_169,0.0,0.0,0.0,0.0,0,0.5055399900663266
pair_170,0.0,0.0,0.0,0.0,0,0.3740943893702158
pair_171,0.0,0.0,0.0,0.0,0,0.5853629105414968
pair_172,0.0,0.0,0.0,0.0,0,0.5790905142904561
pair_173,0.0,0.0,0.0,0.0,0,0.3592467002091273
pair_174,0.0,0.0,0.0,0.0,0,0.2643649859905821
pair_175,0.0,0.0,0.0,0.0,0,0.6960287774691476
pair_176,0.0,0.0,0.0,0.0,0,0.4979654403938333
pair_177,0.0,0.0,0.0,0.0,0,0.3807260661156246
pair_178,0.0,0.0,0.0,0.0,0,0.26361241078768727
pair_179,0.0,0.0,0.0,0.0,0,0.5711348345550982
