pair_id,x,y,theta,scale,found,score
pair_065,373.49954605351553,603.548690913633,-3.25,11.999999999999998,1,0.9479168512386446
pair_066,538.0023419191616,567.1374186976119,-0.5,10.199999999999998,1,0.9247806632898352
pair_067,0.0,0.0,0.0,0.0,1,0.9202917100647522
pair_068,0.0,0.0,0.0,0.0,0,0.0
pair_069,0.0,0.0,0.0,0.0,1,0.8958683816538378
pair_070,0.0,0.0,0.0,0.0,0,0.0
pair_071,0.0,0.0,0.0,0.0,1,0.953366713074223
pair_072,0.0,0.0,0.0,0.0,1,0.9318278123836312
pair_073,0.0,0.0,0.0,0.0,0,0.0
pair_074,550.9710882556607,562.9396152545245,-1.5,8.799999999999999,1,0.9281344331921104
pair_075,0.0,0.0,0.0,0.0,0,0.0
pair_076,0.0,0.0,0.0,0.0,0,0.0
pair_077,0.0,0.0,0.0,0.0,1,0.9059769559518196
pair_078,0.0,0.0,0.0,0.0,0,0.0
pair_079,437.0079712404591,498.9566530544585,2.0,9.599999999999998,1,0.9256389585529043
pair_080,0.0,0.0,0.0,0.0,0,0.0
pair_081,0.0,0.0,0.0,0.0,1,0.894183230117568
pair_082,0.0,0.0,0.0,0.0,0,0.0
pair_083,0.0,0.0,0.0,0.0,0,0.0
pair_084,456.454342258892,529.3669979488727,3.25,9.199999999999998,1,0.9306431040145532
pair_085,0.0,0.0,0.0,0.0,0,0.0
pair_086,0.0,0.0,0.0,0.0,0,0.0
pair_087,562.032969354998,483.7660926879663,-0.75,9.999999999999998,1,0.9471451139598572
pair_088,580.950202836317,356.6610713723081,0.5,8.599999999999998,1,0.9445538797741244
pair_089,614.8540324823965,401.09919847188735,-3.5,11.599999999999998,1,0.9141876448696764
pair_090,348.0420643696079,417.6028569889036,4.75,9.8,1,0.9498443846813012
pair_091,0.0,0.0,0.0,0.0,0,0.0
pair_092,420.0,618.0,4.75,9.099999999999998,1,0.9228706472226286
pair_093,567.209047161841,513.5593934568006,-2.5,8.399999999999999,1,0.9405538365165635
pair_094,0.0,0.0,0.0,0.0,0,0.0
pair_095,0.0,0.0,0.0,0.0,1,0.9040962481287996
pair_096,0.0,0.0,0.0,0.0,0,0.0
pair_097,0.0,0.0,0.0,0.0,1,0.9470059318846186
pair_098,0.0,0.0,0.0,0.0,0,0.0
pair_099,0.0,0.0,0.0,0.0,1,0.9032874203102574
pair_100,503.46086155376463,580.6529479750569,3.5,9.699999999999998,1,0.9545167853310972
pair_101,460.94387186249946,657.4588410259944,-0.5,8.599999999999998,1,0.932367155219344
pair_102,0.0,0.0,0.0,0.0,0,0.0
pair_103,0.0,0.0,0.0,0.0,1,0.9062747187702328
pair_104,0.0,0.0,0.0,0.0,0,0.0
pair_105,390.48110314220975,437.69937610262417,-4.75,11.999999999999998,1,0.954544308440178
pair_106,584.9575666688186,388.027668530699,3.5,10.199999999999998,1,0.9121003253622542
pair_107,0.0,0.0,0.0,0.0,1,0.9437504147819882
pair_108,0.0,0.0,0.0,0.0,0,0.0
pair_109,595.0132721154895,558.3124069209564,-2.25,11.2,1,0.9403249166756338
pair_110,0.0,0.0,0.0,0.0,0,0.0
pair_111,641.7295385391167,514.2424734260023,-1.0,8.1,1,0.9046334073845465
pair_112,0.0,0.0,0.0,0.0,0,0.0
pair_113,0.0,0.0,0.0,0.0,0,0.0
pair_114,642.5070108289617,522.4936097847665,0.75,10.3,1,0.9457364954860004
pair_115,0.0,0.0,0.0,0.0,1,0.918473690889302
pair_116,0.0,0.0,0.0,0.0,0,0.0
pair_117,0.0,0.0,0.0,0.0,1,0.9301807294218452
pair_118,0.0,0.0,0.0,0.0,0,0.0
pair_119,0.0,0.0,0.0,0.0,0,0.0
pair_120,0.0,0.0,0.0,0.0,0,0.0
pair_121,0.0,0.0,0.0,0.0,0,0.0
pair_122,455.5,559.5,-0.5,9.699999999999998,1,0.953697928293788
pair_123,0.0,0.0,0.0,0.0,0,0.0
pair_124,0.0,0.0,0.0,0.0,0,0.0
pair_125,0.0,0.0,0.0,0.0,1,0.9315780946609692
pair_126,0.0,0.0,0.0,0.0,1,0.9369455450907326
pair_127,0.0,0.0,0.0,0.0,0,0.0
pair_128,0.0,0.0,0.0,0.0,0,0.0
pair_129,0.0,0.0,0.0,0.0,1,0.9027215869913224
pair_130,638.4975101323308,487.4900045383552,-4.0,10.999999999999998,1,0.9302763919919648
pair_131,622.6297432578316,566.3280287068934,1.25,9.7,1,0.9455999281047298
pair_132,0.0,0.0,0.0,0.0,0,0.0
pair_133,592.309422740148,394.1997186928136,4.0,10.7,1,0.9183775415536763
pair_134,0.0,0.0,0.0,0.0,0,0.0
pair_135,396.5756400695633,479.3996386923221,-0.5,8.1,1,0.9265914917039656
pair_136,0.0,0.0,0.0,0.0,0,0.0
pair_137,0.0,0.0,0.0,0.0,0,0.0
pair_138,0.0,0.0,0.0,0.0,0,0.0
pair_139,0.0,0.0,0.0,0.0,1,0.9105160049289754
pair_140,569.4642086330269,563.4915292617752,3.25,8.999999999999998,1,0.9155681677488068
pair_141,0.0,0.0,0.0,0.0,0,0.0
pair_142,0.0,0.0,0.0,0.0,0,0.0
pair_143,0.0,0.0,0.0,0.0,0,0.0
pair_144,0.0,0.0,0.0,0.0,0,0.0
pair_145,0.0,0.0,0.0,0.0,0,0.0
pair_146,0.0,0.0,0.0,0.0,0,0.0
pair_147,0.0,0.0,0.0,0.0,0,0.0
pair_148,0.0,0.0,0.0,0.0,0,0.0
pair_149,0.0,0.0,0.0,0.0,0,0.0
pair_150,0.0,0.0,0.0,0.0,0,0.0
pair_151,0.0,0.0,0.0,0.0,0,0.0
pair_152,0.0,0.0,0.0,0.0,0,0.0
pair_153,0.0,0.0,0.0,0.0,0,0.0
pair_154,0.0,0.0,0.0,0.0,0,0.0
pair_155,0.0,0.0,0.0,0.0,0,0.0
pair_156,0.0,0.0,0.0,0.0,0,0.0
pair_157,0.0,0.0,0.0,0.0,0,0.0
pair_158,0.0,0.0,0.0,0.0,0,0.0
pair_159,0.0,0.0,0.0,0.0,1,0.8982361540004078
pair_160,0.0,0.0,0.0,0.0,0,0.0
pair_161,0.0,0.0,0.0,0.0,0,0.0
pair_162,0.0,0.0,0.0,0.0,0,0.0
pair_163,0.0,0.0,0.0,0.0,0,0.0
pair_164,0.0,0.0,0.0,0.0,0,0.0
pair_165,0.0,0.0,0.0,0.0,0,0.0
pair_166,0.0,0.0,0.0,0.0,0,0.0
pair_167,0.0,0.0,0.0,0.0,0,0.0
pair_168,0.0,0.0,0.0,0.0,0,0.0
pair_169,0.0,0.0,0.0,0.0,0,0.0
pair_170,0.0,0.0,0.0,0.0,0,0.0
pair_171,0.0,0.0,0.0,0.0,0,0.0
pair_172,0.0,0.0,0.0,0.0,0,0.0
pair_173,0.0,0.0,0.0,0.0,0,0.0
pair_174,0.0,0.0,0.0,0.0,0,0.0
pair_175,0.0,0.0,0.0,0.0,0,0.0
pair_176,0.0,0.0,0.0,0.0,0,0.0
pair_177,0.0,0.0,0.0,0.0,0,0.0
pair_178,0.0,0.0,0.0,0.0,0,0.0
pair_179,0.0,0.0,0.0,0.0,0,0.0
