pair_id,x,y,theta,scale,found,score
pair_126,0.0,0.0,0.0,0.0,0,0.8055034543266671
pair_127,0.0,0.0,0.0,0.0,0,0.6611849302398435
pair_128,0.0,0.0,0.0,0.0,0,0.8382837129425026
pair_129,0.0,0.0,0.0,0.0,0,0.8331367090612278
pair_130,0.0,0.0,0.0,0.0,0,0.860449364682853
pair_131,0.0,0.0,0.0,0.0,0,0.8712458432579261
pair_132,0.0,0.0,0.0,0.0,0,0.6159075570669984
pair_133,0.0,0.0,0.0,0.0,0,0.8441641566087676
pair_134,0.0,0.0,0.0,0.0,0,0.753513279298841
pair_135,0.0,0.0,0.0,0.0,0,0.867125165948158
pair_136,634.934647605863,483.97817044659786,-1.75,9.999999999999998,1,0.8954796624388537
pair_137,0.0,0.0,0.0,0.0,0,0.84273402921957
pair_138,0.0,0.0,0.0,0.0,0,0.7070232126384066
pair_139,0.0,0.0,0.0,0.0,0,0.7615175348409907
pair_140,569.4642086330269,563.4915292617752,3.25,8.999999999999998,1,0.8802959563672348
pair_141,0.0,0.0,0.0,0.0,0,0.7572265502683252
pair_142,0.0,0.0,0.0,0.0,0,0.6512814521229485
pair_143,0.0,0.0,0.0,0.0,0,0.8621353295666054
pair_144,0.0,0.0,0.0,0.0,0,0.8210272282544306
pair_145,0.0,0.0,0.0,0.0,0,0.8267999341342092
pair_146,0.0,0.0,0.0,0.0,0,0.8445933936526346
pair_147,0.0,0.0,0.0,0.0,0,0.8275406674070448
pair_148,369.1257693324297,576.0359656729505,3.75,8.899999999999999,1,0.8820042777129729
pair_149,0.0,0.0,0.0,0.0,0,0.7944988994754081
pair_150,0.0,0.0,0.0,0.0,0,0.8516106169184822
pair_151,0.0,0.0,0.0,0.0,0,0.6271646756884195
pair_152,0.0,0.0,0.0,0.0,0,0.6917205349751553
pair_153,0.0,0.0,0.0,0.0,0,0.8051248136168667
pair_154,0.0,0.0,0.0,0.0,0,0.6858759945493886
pair_155,0.0,0.0,0.0,0.0,0,0.5880284093156407
pair_156,540.8170541223319,653.546120723614,-4.0,11.499999999999998,1,0.8921992887844541
pair_157,0.0,0.0,0.0,0.0,0,0.7721960562075756
pair_158,0.0,0.0,0.0,0.0,0,0.8254575228967129
pair_159,0.0,0.0,0.0,0.0,0,0.8204919213860489
pair_160,0.0,0.0,0.0,0.0,0,0.6241374653361953
pair_161,0.0,0.0,0.0,0.0,0,0.6738160273201106
pair_162,0.0,0.0,0.0,0.0,0,0.8690819123268346
pair_163,0.0,0.0,0.0,0.0,0,0.6162429027432481
pair_164,0.0,0.0,0.0,0.0,0,0.6823822879025503
pair_165,0.0,0.0,0.0,0.0,0,0.76660888191827
pair_166,0.0,0.0,0.0,0.0,0,0.7767758659584333
pair_167,0.0,0.0,0.0,0.0,0,0.8142115033663284
pair_168,0.0,0.0,0.0,0.0,0,0.6769671225404787
pair_169,0.0,0.0,0.0,0.0,0,0.7663533779546903
pair_170,0.0,0.0,0.0,0.0,0,0.6331566492142533
pair_171,0.0,0.0,0.0,0.0,0,0.7704116580154228
pair_172,350.0,547.0,0.25,11.9,1,0.8850838337479073
pair_173,0.0,0.0,0.0,0.0,0,0.7258059487924027
pair_174,0.0,0.0,0.0,0.0,0,0.6015010350130654
pair_175,514.3126945084674,587.4539804056528,4.5,11.499999999999998,1,0.8736733968505422
pair_176,0.0,0.0,0.0,0.0,0,0.8633817361642938
pair_177,0.0,0.0,0.0,0.0,0,0.7066194650163199
pair_178,0.0,0.0,0.0,0.0,0,0.7772467177885142
pair_179,0.0,0.0,0.0,0.0,0,0.8487005608971362
