pair_id,set_type,reference_path,search_path,gt_x,gt_y,gt_theta,gt_scale,gt_found
adv_049,04_noise_degraded,reference/adv_049.png,search/adv_049.png,514.9685975919976,562.8621230517588,-2.9304541068205383,10.37718486580047,1
adv_050,04_noise_degraded,reference/adv_050.png,search/adv_050.png,594.1543107667889,533.5727953315621,2.626039603208511,10.501443367555593,1
adv_051,04_noise_degraded,reference/adv_051.png,search/adv_051.png,456.3082923657972,435.11810308718367,2.405014303874646,9.369406455651994,1
adv_052,04_noise_degraded,reference/adv_052.png,search/adv_052.png,478.4557924514804,420.1198484101973,-0.9941666124191899,9.333593977572914,1
adv_053,04_noise_degraded,reference/adv_053.png,search/adv_053.png,456.7125662902033,549.4980960954038,1.3080910645938886,9.288841761060509,1
adv_054,04_noise_degraded,reference/adv_054.png,search/adv_054.png,433.4784212515314,408.33887261324526,-0.123595058524828,10.161705627907754,1
adv_055,04_noise_degraded,reference/adv_055.png,search/adv_055.png,493.2107094199817,531.0238074406976,2.405821628855942,10.076817113485092,1
adv_056,04_noise_degraded,reference/adv_056.png,search/adv_056.png,517.6736362271365,546.2855938102292,2.7480915830970822,9.005951191918554,1
adv_057,04_noise_degraded,reference/adv_057.png,search/adv_057.png,566.6068231505454,470.6319189598435,1.5549292708596338,10.544609701907973,1
adv_058,04_noise_degraded,reference/adv_058.png,search/adv_058.png,496.07863879203654,511.4582757952049,-1.7356652134053558,10.501233174098399,1
adv_059,04_noise_degraded,reference/adv_059.png,search/adv_059.png,475.5620779270016,536.489784630332,1.497551045330761,9.947032539531342,1
adv_060,05_charging_degraded,reference/adv_060.png,search/adv_060.png,560.9351212640764,545.012827792758,-1.9999863683331496,10.604620128756448,1
adv_061,05_charging_degraded,reference/adv_061.png,search/adv_061.png,529.9936722196619,563.1926642747197,2.435673949235846,9.182995550874157,1
adv_062,05_charging_degraded,reference/adv_062.png,search/adv_062.png,561.2029992811206,495.4698582550911,2.7103793832135423,10.131387461944579,1
adv_063,05_charging_degraded,reference/adv_063.png,search/adv_063.png,537.394852213226,469.2442903513667,-2.5712374556540016,10.908806295130717,1
adv_064,05_charging_degraded,reference/adv_064.png,search/adv_064.png,581.6649860602042,476.69571802777523,0.21720319945144873,10.807399401284352,1
adv_065,05_charging_degraded,reference/adv_065.png,search/adv_065.png,543.8257089663472,487.0773743180095,-0.5942725929140247,9.270154052619873,1
adv_066,05_charging_degraded,reference/adv_066.png,search/adv_066.png,533.5408411308281,477.10072892326036,-0.6695728762950108,9.617814599161864,1
adv_067,05_charging_degraded,reference/adv_067.png,search/adv_067.png,565.674947254827,489.1912135097594,-0.7768713048176408,10.81298773242451,1
adv_068,05_charging_degraded,reference/adv_068.png,search/adv_068.png,476.32013771517217,438.60187488377915,1.8004479035237457,9.337681987322803,1
adv_069,05_charging_degraded,reference/adv_069.png,search/adv_069.png,494.8214260527249,525.9984588862835,1.915970367305471,10.421789918464842,1
adv_070,05_charging_degraded,reference/adv_070.png,search/adv_070.png,569.5329714686065,567.6397886063784,0.5051013414432699,10.248508175001763,1
adv_071,05_charging_degraded,reference/adv_071.png,search/adv_071.png,521.8201453964662,437.2930098024996,1.079200645033275,9.54526911934394,1
adv_072,05_charging_degraded,reference/adv_072.png,search/adv_072.png,488.72393492081727,497.8147272217099,-1.3917777835960135,10.198912255068107,1
adv_073,05_charging_degraded,reference/adv_073.png,search/adv_073.png,599.469007049356,459.53850705451816,1.409697744350539,9.210438959720845,1
adv_074,05_charging_degraded,reference/adv_074.png,search/adv_074.png,415.6513384230478,434.93091167563256,1.4994408542616,9.307579166727601,1
adv_075,06_scale_extreme,reference/adv_075.png,search/adv_075.png,511.1826676224787,486.2277188509567,-0.6915627870727028,12.8,1
adv_076,06_scale_extreme,reference/adv_076.png,search/adv_076.png,577.483704892305,441.3339105915975,0.16884365956967562,12.8,1
adv_077,06_scale_extreme,reference/adv_077.png,search/adv_077.png,439.19456670395294,447.1460836546808,0.7174127193131659,7.2,1
adv_078,06_scale_extreme,reference/adv_078.png,search/adv_078.png,371.1461215529906,590.9972175156091,1.1760735731908216,7.2,1
adv_079,06_scale_extreme,reference/adv_079.png,search/adv_079.png,588.1346647293651,560.1620497578589,0.07526781166926089,7.2,1
adv_080,06_scale_extreme,reference/adv_080.png,search/adv_080.png,452.89072811213754,468.83198334893467,-1.315682303078582,12.8,1
adv_081,06_scale_extreme,reference/adv_081.png,search/adv_081.png,576.851711253622,482.3374270401301,1.7719383674236795,7.2,1
adv_082,06_scale_extreme,reference/adv_082.png,search/adv_082.png,471.16815674625894,474.3791836467428,0.008314444429006862,12.8,1
adv_083,06_scale_extreme,reference/adv_083.png,search/adv_083.png,542.7505034797463,559.0673623087982,-2.4479613609592104,12.8,1
adv_084,06_scale_extreme,reference/adv_084.png,search/adv_084.png,518.3687790410694,443.81408757198557,-2.8555692327027655,12.8,1
adv_085,06_scale_extreme,reference/adv_085.png,search/adv_085.png,585.521100596761,519.2146981325135,-1.4241011677613293,7.2,1
adv_086,06_scale_extreme,reference/adv_086.png,search/adv_086.png,430.16599512161974,567.3613310501617,2.525489562250497,12.8,1
adv_087,06_scale_extreme,reference/adv_087.png,search/adv_087.png,488.0191458773331,496.68703515655903,-0.8969952991495056,12.8,1
adv_088,06_scale_extreme,reference/adv_088.png,search/adv_088.png,461.88323442758275,456.1335353223785,-1.5600350683952058,12.8,1
adv_089,06_scale_extreme,reference/adv_089.png,search/adv_089.png,537.4615736418233,574.3930332861404,-2.9574993580570563,7.2,1
adv_090,07_rotation_extreme,reference/adv_090.png,search/adv_090.png,444.92554015694805,408.627454421774,6.5,9.193599329517014,1
adv_091,07_rotation_extreme,reference/adv_091.png,search/adv_091.png,472.6233390331188,551.6015079757234,-6.5,10.30001451684139,1
adv_092,07_rotation_extreme,reference/adv_092.png,search/adv_092.png,470.4518416648933,407.8051892260369,-6.5,10.729600284506033,1
adv_093,07_rotation_extreme,reference/adv_093.png,search/adv_093.png,512.763904337167,513.8997128786727,6.5,10.583122382532908,1
adv_094,07_rotation_extreme,reference/adv_094.png,search/adv_094.png,532.3371740486992,482.0543751247695,6.5,9.104149413745564,1
adv_095,07_rotation_extreme,reference/adv_095.png,search/adv_095.png,579.1147966109438,410.3416293823871,6.5,9.155082064238782,1
adv_096,07_rotation_extreme,reference/adv_096.png,search/adv_096.png,522.2367455797038,538.397148822559,-6.5,10.552370292338088,1
adv_097,07_rotation_extreme,reference/adv_097.png,search/adv_097.png,396.7763622282823,443.4455064455255,6.5,9.370274642227436,1
adv_098,07_rotation_extreme,reference/adv_098.png,search/adv_098.png,428.8908050027526,522.6298952488307,6.5,10.768590534782025,1
adv_099,07_rotation_extreme,reference/adv_099.png,search/adv_099.png,400.19531743744693,572.8397383057847,-6.5,10.899922987587658,1
adv_100,07_rotation_extreme,reference/adv_100.png,search/adv_100.png,403.8105974579042,480.41344769387274,6.5,10.41177008885278,1
adv_101,07_rotation_extreme,reference/adv_101.png,search/adv_101.png,583.2275396319772,497.2959009570268,-6.5,9.12148345252002,1
adv_102,07_rotation_extreme,reference/adv_102.png,search/adv_102.png,539.5104544756265,534.8066775592177,-6.5,10.612824114454451,1
adv_103,07_rotation_extreme,reference/adv_103.png,search/adv_103.png,448.75004797197073,428.5910083358236,-6.5,9.439540732881653,1
adv_104,07_rotation_extreme,reference/adv_104.png,search/adv_104.png,452.97106337880183,503.9622851256238,-6.5,9.778934136577394,1
adv_105,08_absent_same_architecture,reference/adv_105.png,search/adv_105.png,0.0,0.0,1.1229791419106139,9.931832003375371,0
adv_106,08_absent_same_architecture,reference/adv_106.png,search/adv_106.png,0.0,0.0,-2.6100987428770965,10.367066950746995,0
adv_107,08_absent_same_architecture,reference/adv_107.png,search/adv_107.png,0.0,0.0,-2.0232314918287964,10.225540086786673,0
adv_108,08_absent_same_architecture,reference/adv_108.png,search/adv_108.png,0.0,0.0,-2.4584024661160497,10.858972142595952,0
adv_109,08_absent_same_architecture,reference/adv_109.png,search/adv_109.png,0.0,0.0,1.992192133622078,9.155469236073282,0
adv_110,08_absent_same_architecture,reference/adv_110.png,search/adv_110.png,0.0,0.0,-1.022117371646153,9.23929448765845,0
adv_111,08_absent_same_architecture,reference/adv_111.png,search/adv_111.png,0.0,0.0,-1.1392099309245158,10.35417090123715,0
adv_112,08_absent_same_architecture,reference/adv_112.png,search/adv_112.png,0.0,0.0,1.288401417990693,10.62633206361393,0
adv_113,08_absent_same_architecture,reference/adv_113.png,search/adv_113.png,0.0,0.0,2.4953449140414428,9.338478047203667,0
adv_114,08_absent_same_architecture,reference/adv_114.png,search/adv_114.png,0.0,0.0,-0.25032623715862545,9.315414393597854,0
adv_115,08_absent_same_architecture,reference/adv_115.png,search/adv_115.png,0.0,0.0,0.741026537221428,9.44005052275181,0
adv_116,08_absent_same_architecture,reference/adv_116.png,search/adv_116.png,0.0,0.0,1.5261258496040186,9.536459706097487,0
adv_117,08_absent_same_architecture,reference/adv_117.png,search/adv_117.png,0.0,0.0,-0.3475559411280482,10.48149947162029,0
adv_118,08_absent_same_architecture,reference/adv_118.png,search/adv_118.png,0.0,0.0,-2.8982380526474145,10.643015021391692,0
adv_119,08_absent_same_architecture,reference/adv_119.png,search/adv_119.png,0.0,0.0,0.27550921850163634,10.655063443558957,0
adv_120,09_absent_different_architecture,reference/adv_120.png,search/adv_120.png,0.0,0.0,2.327930016873867,10.36065319859221,0
adv_121,09_absent_different_architecture,reference/adv_121.png,search/adv_121.png,0.0,0.0,0.4110935969766123,9.715998105741127,0
adv_122,09_absent_different_architecture,reference/adv_122.png,search/adv_122.png,0.0,0.0,1.532805158462601,10.832801981261715,0
adv_123,09_absent_different_architecture,reference/adv_123.png,search/adv_123.png,0.0,0.0,-2.7449961921074317,9.474829335556908,0
adv_124,09_absent_different_architecture,reference/adv_124.png,search/adv_124.png,0.0,0.0,1.5080296153473896,9.848364830090864,0
adv_125,09_absent_different_architecture,reference/adv_125.png,search/adv_125.png,0.0,0.0,2.5391054063587353,9.398685363946532,0
adv_126,09_absent_different_architecture,reference/adv_126.png,search/adv_126.png,0.0,0.0,1.387842786997016,10.947418158896191,0
adv_127,09_absent_different_architecture,reference/adv_127.png,search/adv_127.png,0.0,0.0,-2.980836137944241,9.052852770105243,0
adv_128,09_absent_different_architecture,reference/adv_128.png,search/adv_128.png,0.0,0.0,-0.11448144336820398,10.675335631821952,0
adv_129,09_absent_different_architecture,reference/adv_129.png,search/adv_129.png,0.0,0.0,-2.20284963662543,10.366730834698796,0
adv_130,09_absent_different_architecture,reference/adv_130.png,search/adv_130.png,0.0,0.0,-0.9989310625526979,10.315057391736943,0
adv_131,09_absent_different_architecture,reference/adv_131.png,search/adv_131.png,0.0,0.0,-0.06176230960238005,10.5682474945299,0
adv_132,09_absent_different_architecture,reference/adv_132.png,search/adv_132.png,0.0,0.0,-1.3207810079356406,10.96286021409543,0
adv_133,09_absent_different_architecture,reference/adv_133.png,search/adv_133.png,0.0,0.0,-1.6366162677260399,10.162587372615299,0
adv_134,09_absent_different_architecture,reference/adv_134.png,search/adv_134.png,0.0,0.0,-2.910565661388329,10.896799385870063,0
adv_135,10_combined_failure,reference/adv_135.png,search/adv_135.png,380.33528852819103,463.37206100128634,-6.0,7.4,1
adv_136,10_combined_failure,reference/adv_136.png,search/adv_136.png,358.86409348832535,425.42527233962755,6.0,7.4,1
adv_137,10_combined_failure,reference/adv_137.png,search/adv_137.png,599.5909315045635,403.1226258769161,-6.0,7.4,1
adv_138,10_combined_failure,reference/adv_138.png,search/adv_138.png,514.9194967575526,512.1818008037551,-6.0,12.6,1
adv_139,10_combined_failure,reference/adv_139.png,search/adv_139.png,447.23667178390343,544.1711490050826,-6.0,12.6,1
adv_140,10_combined_failure,reference/adv_140.png,search/adv_140.png,403.834986416531,567.5843775438103,6.0,7.4,1
adv_141,10_combined_failure,reference/adv_141.png,search/adv_141.png,597.5858877374736,617.8776757923598,6.0,7.4,1
adv_142,10_combined_failure,reference/adv_142.png,search/adv_142.png,448.07005321846077,533.9642513945817,-6.0,12.6,1
adv_143,10_combined_failure,reference/adv_143.png,search/adv_143.png,597.6001299905209,517.7315593725915,-6.0,7.4,1
adv_144,10_combined_failure,reference/adv_144.png,search/adv_144.png,410.04941965034544,413.3662586092838,-6.0,7.4,1
adv_145,10_combined_failure,reference/adv_145.png,search/adv_145.png,546.5401356285349,427.7227950201187,-6.0,12.6,1
adv_146,10_combined_failure,reference/adv_146.png,search/adv_146.png,505.3971765957366,558.7431022934351,-6.0,12.6,1
adv_147,10_combined_failure,reference/adv_147.png,search/adv_147.png,437.05847645749463,568.7977002688721,-6.0,7.4,1
adv_148,10_combined_failure,reference/adv_148.png,search/adv_148.png,424.90223141920745,533.4444690674351,-6.0,12.6,1
adv_149,10_combined_failure,reference/adv_149.png,search/adv_149.png,442.51285829871745,560.6656999559248,6.0,7.4,1
