pair_id,set_type,ground_truth_found,predicted_found,score,x,y,theta,scale,localization_error,failure_type,correct
pair_033,SetA,1,1,0.6087553119741166,506.539065192771,414.9875121073918,1.75,8.999999999999998,0.5004758160357746,SUBPIXEL_SUCCESS,1
pair_034,SetA,1,1,0.4600172341125756,610.532480239735,606.4914497110286,4.25,8.899999999999999,179.48838794177342,PERIODIC_REPLICA,0
pair_035,SetA,1,1,0.5861817856105737,380.7706615231635,390.8662560569715,2.25,11.099999999999998,0.6283996155478113,SUBPIXEL_SUCCESS,1
pair_036,SetA,1,1,0.4065128154249111,426.0294735455459,587.9859068351727,3.5,10.999999999999998,56.24154406295986,PERIODIC_REPLICA,0
pair_037,SetA,1,1,0.589639685612909,637.1200602990572,414.3086313066335,-4.25,10.599999999999998,0.22862981111533795,SUBPIXEL_SUCCESS,1
pair_038,SetA,1,1,0.5311974622493554,594.995152208801,505.0029010369163,-3.75,9.3,231.93359397842676,PERIODIC_REPLICA,0
pair_039,SetA,1,1,0.5550129839965157,575.6690652728366,456.5337415260171,-3.75,9.999999999999998,161.7219399342584,PERIODIC_REPLICA,0
pair_040,SetA,1,1,0.456865043987784,585.9986126416429,449.9998295098709,3.75,11.3,147.96831472162472,PERIODIC_REPLICA,0
pair_041,SetA,1,1,0.619225363859323,377.0900040971183,679.0612609815639,-0.5,8.2,0.0890920938010517,SUBPIXEL_SUCCESS,1
pair_042,SetA,1,1,0.5040084503914223,399.5493511356808,555.4698716928037,3.0,8.999999999999998,269.1955940515631,PERIODIC_REPLICA,0
pair_043,SetA,1,1,0.5457529633811947,707.4945165222474,477.4987050652042,0.5,9.199999999999998,153.40954038415398,PERIODIC_REPLICA,0
pair_044,SetA,1,1,0.4858413055234167,486.0794632903589,539.9415119848668,2.0,11.599999999999998,70.20322170931001,PERIODIC_REPLICA,0
pair_045,SetA,1,1,0.5135694362631603,534.5991626092987,586.4924972500033,-4.75,10.3,159.26554983941477,PERIODIC_REPLICA,0
pair_046,SetA,1,0,0.6003880412444909,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_047,SetA,1,1,0.5601761146105783,500.0375020044225,488.8168932069413,2.75,9.4,0.22808454619760019,SUBPIXEL_SUCCESS,1
pair_048,SetA,1,1,0.4760218618986331,585.7592992772207,391.9403546434001,-2.5,11.3,222.22301347737746,PERIODIC_REPLICA,0
pair_049,SetA,1,1,0.5800871578838782,580.8071470592586,498.0636455013617,2.25,11.099999999999998,144.97164160160582,PERIODIC_REPLICA,0
pair_050,SetA,1,1,0.475076625670455,524.4797107235995,582.7256402622066,-2.0,8.1,41.5314605891537,PERIODIC_REPLICA,0
pair_051,SetA,1,1,0.5382463406208436,442.2379170169696,569.0349660837818,-2.5,11.499999999999998,140.92970838778612,PERIODIC_REPLICA,0
pair_052,SetA,1,1,0.4529182582985097,583.9954318160727,537.9303228261276,-0.5,10.599999999999998,3.247564672695709,IN_BOUNDS_SUCCESS,1
pair_053,SetA,1,1,0.5603042117591531,480.0,519.6346834402701,-5.0,11.599999999999998,1.9308630498059713,IN_BOUNDS_SUCCESS,1
pair_054,SetA,1,1,0.4273600037242838,524.4996393271181,385.32091710216463,3.5,10.499999999999998,0.14997457888644314,SUBPIXEL_SUCCESS,1
pair_055,SetA,1,1,0.5812576067111467,404.8734644126963,392.0254568970854,-1.0,11.499999999999998,0.5406694048784456,SUBPIXEL_SUCCESS,1
pair_056,SetA,1,1,0.5077183122389318,517.9898304314847,487.0212621854218,-2.25,9.099999999999998,40.23605558767362,PERIODIC_REPLICA,0
pair_057,SetA,1,1,0.5704506564461387,551.0743620436613,447.9087150575732,-0.5,8.599999999999998,0.22616982885176448,SUBPIXEL_SUCCESS,1
pair_058,SetA,1,1,0.4397479247278232,671.5326228831722,301.46242729634463,-0.75,8.0,381.0710513935537,PERIODIC_REPLICA,0
pair_059,SetA,1,1,0.5389902655947033,614.5508689272119,423.419322408583,1.25,8.399999999999999,0.0522836254505272,SUBPIXEL_SUCCESS,1
pair_060,SetA,1,0,0.6072568659091901,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_061,SetA,1,1,0.529009239358285,564.0129405903011,566.0669362661025,2.0,11.099999999999998,131.81298097275152,PERIODIC_REPLICA,0
pair_062,SetA,1,1,0.5260739482469501,540.0187604417883,590.9141605649638,-2.5,8.299999999999999,222.3066924780964,PERIODIC_REPLICA,0
pair_063,SetA,1,1,0.5486026044690976,474.40127782350487,495.64325705541626,2.75,11.499999999999998,138.62182436603368,PERIODIC_REPLICA,0
pair_064,SetA,1,1,0.4921870373274945,552.9801331321219,394.1144963699657,3.25,9.4,60.79937910756369,PERIODIC_REPLICA,0
pair_065,SetA,1,1,0.580921776919668,372.9980183502346,603.5741598717491,-3.25,11.999999999999998,0.6776819009883541,SUBPIXEL_SUCCESS,1
pair_066,SetA,1,1,0.5069764152022896,530.9929791912377,567.1056053484406,-0.5,10.199999999999998,21.19411311189083,PERIODIC_REPLICA,0
pair_067,SetA,1,1,0.5554923391168336,528.9951773266669,440.8089621213444,4.0,9.299999999999995,0.06549784856804601,SUBPIXEL_SUCCESS,1
pair_068,SetA,1,1,0.4614905420531146,346.4963016079599,508.997116638949,4.5,10.9,49.53314296485672,PERIODIC_REPLICA,0
pair_069,SetA,1,1,0.6014062206740991,473.3046298171467,555.1472718118923,0.5,8.799999999999999,0.9376043489240655,SUBPIXEL_SUCCESS,1
pair_070,SetB,1,0,0.7247992620526427,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_071,SetB,1,1,0.5227710999601741,556.9633385906445,576.0197841811864,1.0,10.199999999999998,0.15530211405865374,SUBPIXEL_SUCCESS,1
pair_072,SetB,1,0,0.7853403151634509,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_073,SetB,1,1,0.4869844655062373,507.9324118336718,433.4536470864135,1.0,10.9,23.027157733568494,PERIODIC_REPLICA,0
pair_074,SetB,1,0,0.6083711699159611,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_075,SetB,1,1,0.4381976948751559,458.0747343011887,314.0053075199581,0.75,10.4,212.77091302751836,PERIODIC_REPLICA,0
pair_076,SetB,1,0,0.8254847105013932,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_077,SetB,1,1,0.4920271257029926,571.5,478.6651524271029,-3.5,11.599999999999998,2.287017413843374,IN_BOUNDS_SUCCESS,1
pair_078,SetB,1,1,0.4048273734829551,554.9748810537633,535.0505901542323,3.75,8.799999999999999,32.523231813554645,PERIODIC_REPLICA,0
pair_079,SetB,1,1,0.5181246347423137,438.2116015833962,512.2137594606043,2.0,9.599999999999998,0.6967053613595996,SUBPIXEL_SUCCESS,1
pair_080,SetB,1,0,0.7042240208511239,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_081,SetB,1,1,0.4768000304166312,476.5990940757882,627.0665094088181,0.75,9.499999999999998,166.9746959646987,PERIODIC_REPLICA,0
pair_082,SetB,1,0,0.6333476580898023,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_083,SetB,1,1,0.4371967408558646,906.5007767010136,422.3779332009819,4.5,8.699999999999998,504.19332774690207,PERIODIC_REPLICA,0
pair_084,SetB,1,0,0.6297679960245991,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_085,SetB,1,1,0.4783620247316413,504.94981653500446,359.9392343441761,-1.0,11.3,168.6897445812113,PERIODIC_REPLICA,0
pair_086,SetB,1,0,0.8611067929800886,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_087,SetB,1,1,0.5092061420214565,400.2327357964992,507.1894287143358,-0.75,9.999999999999998,163.20441480900084,PERIODIC_REPLICA,0
pair_088,SetB,1,0,0.6414033890625673,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_089,SetB,1,1,0.5479715978069628,614.3638651732482,401.6271612520114,-3.5,11.599999999999998,0.6903077937895196,SUBPIXEL_SUCCESS,1
pair_090,SetB,1,0,0.6672155946013358,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_091,SetB,1,1,0.4670914675056555,591.5,586.8315523167992,-3.75,11.9,219.18264376011294,PERIODIC_REPLICA,0
pair_092,SetB,1,0,0.632714424626514,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_093,SetB,1,1,0.4953067810015463,566.6725871986539,514.0679294550778,-2.5,8.399999999999999,0.607337860449035,SUBPIXEL_SUCCESS,1
pair_094,SetB,1,0,0.7285506035588262,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_095,SetB,1,1,0.5378042679473065,494.6175147012982,621.8769824723269,3.5,11.599999999999998,136.7090914029207,PERIODIC_REPLICA,0
pair_096,SetB,1,0,0.6259377879644379,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_097,SetB,1,1,0.4820632696286249,537.1946801778627,474.0188746215124,0.75,11.499999999999998,11.603879215590515,PERIODIC_REPLICA,0
pair_098,SetB,1,0,0.7496346152457679,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_099,SetB,1,1,0.501022696045893,416.9044300041394,408.8545269105237,4.0,8.799999999999999,0.12281774924983263,SUBPIXEL_SUCCESS,1
pair_100,SetB,1,0,0.6324467935127076,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_101,SetB,1,1,0.4560379222217315,419.9568648257476,657.1488864162164,-0.75,8.599999999999998,197.6271705810256,PERIODIC_REPLICA,0
pair_102,SetB,1,0,0.6162470900096727,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_103,SetB,1,1,0.5134738186270876,461.0929401722195,582.6054297251764,3.5,11.9,0.41683271601343874,SUBPIXEL_SUCCESS,1
pair_104,SetB,1,0,0.7611607509471964,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_105,SetB,1,1,0.4947214914115752,511.2840497673211,621.472768835966,-4.5,11.999999999999998,219.99106382870983,PERIODIC_REPLICA,0
pair_106,SetB,1,0,0.7412359503955579,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_107,SetB,1,1,0.4532308641941408,378.9723553569862,556.14600023822,-0.5,8.499999999999998,284.1522222794048,PERIODIC_REPLICA,0
pair_108,SetB,1,0,0.8268331791336168,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_109,SetB,1,1,0.4790071322259114,451.6280971196235,564.6248383115424,-2.0,11.2,143.54777768661305,PERIODIC_REPLICA,0
pair_110,SetB,1,0,0.6921843477877355,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_111,SetB,1,1,0.5633406457263923,443.97797475951086,511.276328528428,-1.0,8.1,198.00799630009905,PERIODIC_REPLICA,0
pair_112,SetB,1,1,0.4267771698873303,681.4970594569406,676.0364203313904,3.0,9.199999999999998,301.8085931518212,PERIODIC_REPLICA,0
pair_113,SetB,1,1,0.4575532444307252,331.9893698562302,207.9402631895468,-1.5,8.499999999999998,453.4437846240146,PERIODIC_REPLICA,0
pair_114,SetB,1,0,0.7543596220222477,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_115,SetB,1,1,0.5090411788524066,400.5,559.8339470663395,-2.25,11.9,0.7889530653971066,SUBPIXEL_SUCCESS,1
pair_116,SetB,1,0,0.7412167836772066,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_117,SetB,1,1,0.5086282806258948,463.7149179224772,378.2651000115435,4.75,11.599999999999998,0.26719887646419654,SUBPIXEL_SUCCESS,1
pair_118,SetB,1,0,0.8564478690312844,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_119,SetB,1,1,0.4778993905563877,576.6386635079381,736.522699329302,-4.5,10.699999999999998,278.60968152702753,PERIODIC_REPLICA,0
pair_120,SetB,1,0,0.7587331592003375,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_121,SetB,1,1,0.4749481803102031,616.870626913734,381.96839600031217,-1.25,11.599999999999998,15.636450403353274,PERIODIC_REPLICA,0
pair_122,SetB,1,0,0.74706675618838,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_123,SetB,1,1,0.5044516897134419,557.4484334418864,465.5349928156816,-2.75,9.499999999999998,13.418074361598718,PERIODIC_REPLICA,0
pair_124,SetB,1,0,0.6648525046688887,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_125,SetB,1,1,0.4963770889140804,610.196508991659,466.52313226038206,-3.5,10.299999999999995,75.14789915038634,PERIODIC_REPLICA,0
pair_126,SetB,1,0,0.7471172287572265,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_127,SetB,1,1,0.4479716595662762,608.3457754867965,500.98630747273967,5.0,10.4,160.06261522338502,PERIODIC_REPLICA,0
pair_128,SetB,1,0,0.7017259814730779,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_129,SetB,1,1,0.5138058026533704,382.0993864908485,544.8461504590359,-3.25,8.599999999999998,0.17598551800741302,SUBPIXEL_SUCCESS,1
pair_130,SetB,1,0,0.7544989088705065,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_131,SetB,1,1,0.4729752918736389,618.8693089716022,408.9440282418715,1.0,9.7,0.6804810010919349,SUBPIXEL_SUCCESS,1
pair_132,SetB,1,0,0.8890744420245268,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_133,SetB,1,1,0.5416658655099696,591.7903069096552,394.1722012682911,4.0,10.7,0.4380339369048517,SUBPIXEL_SUCCESS,1
pair_134,SetB,1,0,0.6678863705691941,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_135,SetB,1,1,0.4783777180048811,592.1336088189183,528.4643035413433,-0.75,8.1,94.35824388442548,PERIODIC_REPLICA,0
pair_136,SetB,1,0,0.687979661595553,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_137,SetB,1,1,0.4099300997670422,433.0,651.4074973248415,3.75,11.999999999999998,203.51663636882267,PERIODIC_REPLICA,0
pair_138,SetB,1,0,0.7298529162039037,0.0,0.0,0.0,0.0,-1.0,PRESENCE_FALSE_NEGATIVE,0
pair_139,SetB,1,1,0.4816774388461587,468.5587533708756,617.5368624908463,1.0,9.699999999999998,0.5278970110768729,SUBPIXEL_SUCCESS,1
pair_140,SetC,0,1,0.4935487291639986,570.009407332525,563.9726129306791,3.0,8.999999999999998,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_141,SetC,0,1,0.540712327598154,478.003066116473,574.9100717468631,-0.5,9.3,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_142,SetC,0,0,0.8763128192152774,0.0,0.0,0.0,0.0,0.0,REJECTION_SUCCESS,1
pair_143,SetC,0,1,0.4455307879590591,475.4637765935972,554.7334437246805,0.5,8.0,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_144,SetC,0,0,0.6471894404182017,0.0,0.0,0.0,0.0,0.0,REJECTION_SUCCESS,1
pair_145,SetC,0,1,0.5251101274380076,486.6987786123148,373.79072258766655,-5.0,8.399999999999999,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_146,SetC,0,1,0.4216423902454031,564.6157488231452,551.4521476200939,-0.75,8.999999999999998,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_147,SetC,0,1,0.586124388850044,480.2149301952822,619.9402391851969,1.75,8.499999999999998,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_148,SetC,0,1,0.4986038066676394,574.0250335318688,562.1039892998069,3.75,8.899999999999999,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_149,SetC,0,1,0.4975656816767431,476.8011349160984,536.8643636626521,-4.0,9.999999999999998,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_150,SetC,0,1,0.4949745392178902,662.4788021070386,562.4592422480852,4.25,8.1,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_151,SetC,0,1,0.4344063309810988,504.0745879918855,393.9430932911205,4.75,9.8,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_152,SetC,0,1,0.431120820693706,696.6227348115904,474.4804163481511,2.5,11.7,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_153,SetC,0,1,0.4615075108745045,473.22883005163936,597.5521303571013,-3.5,10.3,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_154,SetC,0,1,0.4556164713007725,573.9829963410552,477.9797153613936,-4.5,11.099999999999998,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_155,SetC,0,1,0.4712045589308357,497.0,282.46389967050783,-4.0,10.699999999999998,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_156,SetC,0,0,0.7195942689179844,0.0,0.0,0.0,0.0,0.0,REJECTION_SUCCESS,1
pair_157,SetC,0,1,0.5489661243431859,494.9782667445584,248.93139069891927,-1.5,9.099999999999998,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_158,SetC,0,1,0.4567868735612992,274.32609797074946,640.4310466010164,1.75,11.2,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_159,SetC,0,1,0.4949225181726354,474.50536674281256,393.8435283401088,2.0,9.099999999999998,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_160,SetC,0,1,0.4115504203763592,658.5269917612412,562.5234392838222,1.75,11.7,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_161,SetC,0,1,0.4840899880680822,479.6645340072298,546.2765037439455,0.75,9.499999999999998,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_162,SetC,0,1,0.4992996563350558,480.0441530416392,533.1061235717054,3.25,9.8,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_163,SetC,0,1,0.5389890787406015,470.0039023847485,479.9496346605149,3.5,9.299999999999995,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_164,SetC,0,1,0.4612290654053376,477.0001509608699,494.0210381788237,1.75,10.9,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_165,SetC,0,1,0.5681984845196877,476.4332227057711,532.8560527050961,-3.0,9.4,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_166,SetC,0,0,0.7419314408712432,0.0,0.0,0.0,0.0,0.0,REJECTION_SUCCESS,1
pair_167,SetC,0,1,0.5955252388889294,474.13768673127913,848.1606091036057,-0.5,8.599999999999998,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_168,SetC,0,1,0.4469283322112182,559.607477860812,541.542489558462,3.0,10.3,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_169,SetC,0,1,0.567311029738344,765.005352728493,774.3188168107373,-1.0,11.199999999999998,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_170,SetC,0,0,0.7202874302802476,0.0,0.0,0.0,0.0,0.0,REJECTION_SUCCESS,1
pair_171,SetC,0,1,0.5888912706213111,484.1687533315084,623.2220231857692,3.75,8.299999999999999,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_172,SetC,0,1,0.4728568251043827,549.3545706655434,401.0115119635678,0.5,11.9,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_173,SetC,0,1,0.4502632667841303,486.4557843193781,636.5997891997488,1.0,8.399999999999999,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_174,SetC,0,0,0.6507304115027415,0.0,0.0,0.0,0.0,0.0,REJECTION_SUCCESS,1
pair_175,SetC,0,1,0.4129964313847826,489.4765730320487,589.3681123255411,4.25,11.499999999999998,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_176,SetC,0,0,0.6742426549551039,0.0,0.0,0.0,0.0,0.0,REJECTION_SUCCESS,1
pair_177,SetC,0,1,0.4553045931168911,643.9421392688686,439.0720184391813,-1.0,11.3,-1.0,ABSENCE_FALSE_POSITIVE,0
pair_178,SetC,0,0,0.8260478783127019,0.0,0.0,0.0,0.0,0.0,REJECTION_SUCCESS,1
pair_179,SetC,0,1,0.4190344041699814,483.1517897492852,494.85056082812577,3.75,11.9,-1.0,ABSENCE_FALSE_POSITIVE,0
