pair_id,gt_x,gt_y,winner_x,winner_y,gt_candidate_rank,gt_corr,winner_corr,gt_psr,winner_psr,gt_context_128,winner_context_128,gt_context_score,winner_context_score,gt_phase_residual,winner_phase_residual,gt_scale,pred_scale,scale_error,gt_theta,pred_theta,theta_error
pair_020,359.5974759091987,466.8878186295023,410.0,465.0,115,0.7431933283805847,0.807794988155365,2.3541786670684814,2.7083263397216797,0.7422650378347747,0.7874694560646658,0.7315664930835196,0.7762297291869225,0.051634736359119415,0.05010690912604332,9.27796825375544,9.299999999999999,0.022031746244559614,2.0226480356539795,2.0,0.022648035653979548
pair_023,357.48726056680914,561.5979415955231,529.0,547.0,4,0.8657007217407227,0.8701419234275818,3.265169858932495,3.2918829917907715,0.8579738988489386,0.8650966048450277,0.8599004527331395,0.8620583692580446,0.16127748787403107,0.07999567687511444,9.291776682617442,9.299999999999999,0.008223317382556772,4.990622514138881,5.0,0.009377485861119084
pair_024,366.6139153673995,627.9868842791703,579.0,470.0,-1,,0.785579264163971,,2.112161874771118,,0.635186027461271,,0.6256800364241297,,0.034911882132291794,9.3812787187611,9.399999999999999,0.018721281238898158,3.869408942649408,4.0,0.13059105735059218
pair_025,379.1116367088906,515.4013269230493,528.5,650.5,1,0.8413351774215698,0.8343625664710999,1.7107627391815186,1.6758500337600708,0.5176651568658177,0.7822468014680364,0.679035185432913,0.7115179569915022,0.14048507809638977,0.04522840306162834,11.18954160630585,11.199999999999998,0.010458393694147361,-3.431483293770268,-3.5,0.06851670622973183
pair_027,603.9420312048406,417.7763906775965,477.5,407.5,12,0.8401697874069214,0.8316273093223572,2.4443705081939697,2.5270442962646484,0.750341726720253,0.7719272963334602,0.7699091597924643,0.765499031421187,0.08862969279289246,0.04274468496441841,10.122298773883395,10.299999999999999,0.17770122611660355,-4.66048258530244,-4.75,0.0895174146975597
pair_029,505.0122385387808,618.7091177721555,512.5,434.5,110,0.8581371903419495,0.8706487417221069,2.3010506629943848,2.3314013481140137,0.8213630488577669,0.8392871562376445,0.7841433192080847,0.7605848301581394,0.11016015708446503,0.04173643887042999,11.11090566392888,11.199999999999998,0.08909433607111694,-2.3827737948296948,-2.25,0.13277379482969476
pair_030,436.1278420959197,611.0108527600154,604.0,532.0,-1,,0.7814427018165588,,2.026991367340088,,0.6203285314061306,,0.7004568888375248,,0.03461812064051628,10.172257531768713,10.199999999999998,0.02774246823128479,4.324207155868935,4.25,0.074207155868935
pair_031,515.2050624964362,524.1079983471228,520.5,808.5,-1,,0.8378971815109253,,1.6937342882156372,,0.7673707286679858,,0.7330462740752497,,0.05335712060332298,11.700371578194344,11.699999999999998,0.0003715781943469665,-0.020471544724149,-0.75,0.729528455275851
pair_034,600.6392691360397,427.2759208637932,610.0,606.0,-1,,0.772622287273407,,2.1781840324401855,,0.6092768569988343,,0.6227164691546061,,0.025562699884176254,8.854218054076412,8.899999999999999,0.04578194592358642,4.316875712055294,4.25,0.0668757120552943
pair_036,369.9263348959626,591.9291431014253,425.5,588.5,-1,,0.7491812705993652,,2.1965365409851074,,0.5906012351893174,,0.460281270805703,,0.0353255532681942,11.018218160766835,10.999999999999998,0.018218160766837244,3.480580895971622,3.5,0.019419104028377987
pair_038,363.5338391870325,490.2092338110844,595.0,505.0,130,0.6934570670127869,0.7897974252700806,2.2239434719085693,2.591830015182495,0.7126800290220541,0.7947023890237179,0.7098933951446669,0.7950317785758336,0.04645373299717903,0.06275767087936401,9.3118251640608,9.299999999999999,0.011825164060800475,-3.653932826138152,-3.75,0.09606717386184815
pair_039,414.3196668371812,445.5629858295304,576.0,456.0,4,0.8616511225700378,0.8713593482971191,2.542841672897339,2.5851902961730957,0.7675633693808788,0.7927185744508493,0.7571565288850979,0.7888091684011789,0.11437303572893143,0.06937962025403976,9.890619445668792,9.999999999999998,0.10938055433120653,-3.710332560180011,-3.75,0.03966743981998899
pair_040,630.593738588206,591.0880887782025,586.0,450.0,-1,,0.7323563098907471,,2.0226218700408936,,0.6996336386137528,,0.6557696554394339,,0.03358444944024086,11.350862475242376,11.299999999999999,0.050862475242377414,3.903935329654246,3.75,0.15393532965424583
pair_042,668.4494920156358,568.0786817680777,399.5,555.5,-1,,0.8139994740486145,,2.7098262310028076,,0.6696757156877556,,0.6819781223354425,,0.05025700479745865,9.000358492156733,8.999999999999998,0.00035849215673522394,2.991798624278717,3.0,0.0082013757212831
pair_043,564.7977986922531,533.8204042709664,707.5,477.5,347,0.8557136654853821,0.8654148578643799,1.7382365465164185,1.7112362384796143,0.8065957507961353,0.8232414676723002,0.7907956282947487,0.8249693867470942,0.08227050304412842,0.05058543011546135,9.182870746798272,9.199999999999998,0.017129253201725092,0.2819874965089788,0.5,0.2180125034910212
pair_044,488.5538592082335,610.1011136314564,486.0,540.0,91,0.7011123895645142,0.7517604231834412,2.237912654876709,2.341423273086548,0.6561766012367648,0.7221847495561985,0.6387471698801019,0.7092434713221303,0.04319193586707115,0.04258207976818085,11.6117267036346,11.599999999999998,0.011726703634602487,2.024734924987392,2.0,0.02473492498739205
pair_045,375.918386738488,572.8570018542118,534.5,586.5,59,0.8551380634307861,0.8734087944030762,2.2055482864379883,2.249178886413574,0.7415188120776327,0.8083159403533309,0.7350583775995402,0.6911530496051461,0.06777671724557877,0.03357284143567085,10.270378923458068,10.299999999999999,0.02962107654193069,-4.883125662127704,-4.75,0.13312566212770438
pair_048,372.2592562218046,453.5909777894977,586.0,392.0,105,0.6868903636932373,0.736290454864502,2.5000174045562744,2.7284390926361084,0.622903509393213,0.6679347501889438,0.6304097398437256,0.6613276041803504,0.07203087955713272,0.05631229653954506,11.445229253128096,11.299999999999999,0.14522925312809676,-2.59256056644938,-2.5,0.09256056644938004
pair_049,435.9720122977421,504.35336785436,581.0,498.0,1,0.8790343999862671,0.8773853182792664,2.8318569660186768,2.820436477661133,0.8411980780286943,0.8428224056155221,0.8500574051526751,0.8302977426139373,0.14213740825653076,0.1038748249411583,11.043312398715264,11.099999999999998,0.05668760128473416,2.476389759948237,2.25,0.22638975994823696
pair_050,523.0402884416775,624.2321491754209,524.5,582.5,118,0.7953129410743713,0.821448564529419,2.244753837585449,2.3525710105895996,0.4735147760553836,0.8200098770141919,0.5599690143923425,0.6103377405983279,0.03753591328859329,0.031656086444854736,8.089668815387185,8.1,0.010331184612814681,-1.9794628658522848,-2.0,0.020537134147715186
pair_051,583.0687185699024,574.3139849533147,442.5,568.5,2,0.8788166046142578,0.8802597522735596,2.650045871734619,2.644672155380249,0.6688825401115451,0.6764897233344147,0.6961348112262185,0.7347137375617294,0.10399492084980011,0.048382122069597244,11.370716893964577,11.499999999999998,0.12928310603542137,-2.353607991482547,-2.5,0.14639200851745304
pair_056,503.63453564902574,449.4331566071532,518.0,487.0,-1,,0.8254019618034363,,2.2634170055389404,,0.8135736186289741,,0.7211309000693436,,0.03017418459057808,9.09806019061035,9.099999999999998,0.001939809389646996,-2.247483619682887,-2.25,0.0025163803171128762
pair_058,409.69162392649287,578.3278051888444,671.5,301.5,-1,,0.8000748157501221,,2.145785093307495,,0.7749230789627747,,0.520530232530918,,0.03901662677526474,8.065466782548414,8.0,0.06546678254841432,-0.6158249936142601,-0.75,0.13417500638573987
pair_061,594.2687468898076,437.7733349522034,564.0,566.0,196,0.8517186045646667,0.8583700060844421,1.7250165939331055,1.805478811264038,0.7999161180189793,0.8048473165854264,0.7631151808391918,0.7727013867185479,0.1446148306131363,0.04798253998160362,11.069189775995708,11.099999999999998,0.030810224004289566,1.9696099430669236,2.0,0.030390056933076393
pair_062,317.90019451980305,581.77040896556,540.0,591.0,33,0.7701514959335327,0.7710822820663452,2.4633893966674805,2.5527915954589844,0.792532952702344,0.8033603566405985,0.791496653780821,0.8121956427981925,0.03879493102431297,0.04272022098302841,8.256986465930158,8.299999999999999,0.043013534069840986,-2.360002681157223,-2.5,0.13999731884277722
pair_063,612.8646965251174,489.01816294065696,474.5,495.5,7,0.8566946983337402,0.8808350563049316,2.640472650527954,2.7185893058776855,0.8070164724487547,0.7856147624956772,0.6930291323421642,0.7383868548619644,0.1436118632555008,0.08763104677200317,11.522430554325368,11.499999999999998,0.022430554325369556,2.7497784765545497,2.75,0.00022152344545034452
pair_064,556.2970362597354,454.8233314230886,553.0,394.0,15,0.7775226831436157,0.7883634567260742,2.5769193172454834,2.59993577003479,0.6010090607345201,0.6916964269458594,0.5699446599872069,0.6720272584378928,0.05668894946575165,0.05368779972195625,9.48331496966146,9.399999999999999,0.0833149696614619,3.139752801843507,3.25,0.1102471981564932
pair_066,509.7991559709936,566.9947545087396,531.0,567.0,64,0.7761808037757874,0.7866162061691284,2.5589592456817627,2.6147096157073975,0.5394445789844997,0.6462610518232005,0.6761754627291656,0.7163433084397511,0.0810936838388443,0.06255033612251282,10.206105032512957,10.199999999999998,0.006105032512959241,-0.4183564556936385,-0.5,0.0816435443063615
pair_068,378.9976793534375,546.376157512448,346.0,509.0,-1,,0.7531512379646301,,2.0283830165863037,,0.48934342252304924,,0.6380124103987591,,0.05167531967163086,10.83914514473732,10.899999999999999,0.06085485526267931,4.574738111665347,4.5,0.07473811166534716
pair_073,507.3263442179462,410.4344664899672,508.0,434.0,146,0.7348548769950867,0.7459096312522888,2.220336437225342,2.345762252807617,0.7147012210027657,0.6758882238539916,0.7199139458382895,0.709333330348338,0.05572301894426346,0.05657769739627838,10.877932124290403,10.899999999999999,0.02206787570959534,1.430869050232289,1.0,0.43086905023228894
pair_075,421.1876306684851,523.554354323216,458.0,314.0,-1,,0.6950120329856873,,1.5085103511810303,,0.6198468910474988,,0.6476018450569941,,0.05135846138000488,10.385126776815884,10.399999999999999,0.014873223184114437,0.0078429336396137,0.75,0.7421570663603863
pair_078,587.4386831359992,533.0853517555572,555.0,535.0,74,0.5603195428848267,0.5785106420516968,2.4231553077697754,2.5323646068573,0.586547721218938,0.6029806337305634,0.5809283034115114,0.6047709998427915,0.03971749544143677,0.038184020668268204,8.856183267544658,8.799999999999999,0.05618326754465919,3.672322769702895,3.75,0.07767723029710494
pair_081,643.564896611024,625.3431765134626,476.5,626.5,1,0.7512713074684143,0.7410194873809814,2.43129301071167,2.382174253463745,0.6701905169042177,0.6624547470035526,0.6444533933897156,0.6719948597960457,0.08404070883989334,0.06596411019563675,9.6008375634011,9.499999999999998,0.10083756340110206,0.4202082220402667,0.75,0.3297917779597333
pair_083,450.98769089577416,638.523116826904,906.5,422.5,-1,,0.7064778804779053,,1.771857500076294,,0.6829479230914487,,0.6198593455887235,,0.048823073506355286,8.546717976510179,8.699999999999998,0.1532820234898189,4.49751327734673,4.5,0.0024867226532698794
pair_085,493.2118378807493,528.2201001132426,505.0,360.0,-1,,0.78173828125,,1.6179317235946655,,0.7037670150026308,,0.6928762028853275,,0.04506075382232666,11.394330819256863,11.299999999999999,0.09433081925686437,-1.1279085096053998,-1.0,0.1279085096053998
pair_087,561.7446930867666,483.7465478031667,400.0,507.0,38,0.8188492059707642,0.8198180198669434,2.116245985031128,2.1019785404205322,0.6949572732725423,0.7570305629328823,0.6589995917742464,0.7319926014980978,0.08520296216011047,0.04314989969134331,9.918095709523444,9.999999999999998,0.08190429047655456,-0.824772868620574,-0.75,0.07477286862057397
pair_091,379.7392538864404,530.2769969644571,592.0,587.0,-1,,0.7621645331382751,,1.716007947921753,,0.697948862688348,,0.6616371357638366,,0.05675417184829712,11.97333713043265,11.899999999999999,0.07333713043265178,-3.694465867891481,-3.75,0.055534132108518985
pair_095,631.1139006707233,614.2538407644836,494.0,622.0,1,0.8129181861877441,0.8058041930198669,3.313218593597412,3.273913621902466,0.7756633827256878,0.7685492787400717,0.765548351270613,0.7639934334305598,0.06665808707475662,0.06149876490235329,11.661515048093992,11.599999999999998,0.06151504809399455,3.21165488230387,3.5,0.2883451176961298
pair_097,537.0184363712208,462.41633390964097,537.5,473.5,35,0.7591485381126404,0.7556130290031433,2.2210819721221924,2.217938184738159,0.6245233331699372,0.7075037266394933,0.6886537787233893,0.6930796024320549,0.08775247633457184,0.052449218928813934,11.540622025717184,11.499999999999998,0.04062202571718565,0.3010091868610178,0.75,0.4489908131389822
pair_101,617.5774100773461,658.7671096154937,420.0,657.0,6,0.7192181944847107,0.723534345626831,1.853278636932373,1.846584439277649,0.6864911751554894,0.6917401825272806,0.6494652272826884,0.666318921639891,0.06233035400509834,0.04152767360210419,8.5773390390933,8.599999999999998,0.022660960906698335,-0.4656862284454952,-0.75,0.2843137715545048
pair_105,390.3853169977744,437.6805911482167,511.5,621.5,6,0.7772510647773743,0.7432849407196045,2.6661298274993896,2.4445548057556152,0.7274778531507005,0.7244724114528955,0.7374812382891858,0.7272268145456862,0.0750308558344841,0.06412692368030548,11.817362988487425,11.999999999999998,0.18263701151257372,-4.630350653153866,-4.5,0.13035065315386607
pair_107,551.9226562884385,330.6893994609432,379.0,556.0,71,0.7101609706878662,0.7112330794334412,1.7003774642944336,1.8082828521728516,0.6783073852363664,0.6783683270025475,0.6732397153270342,0.6784627011653648,0.07671783119440079,0.03092041239142418,8.512671442299652,8.499999999999998,0.01267144229965389,-0.02058041769771,-0.5,0.47941958230229
pair_109,595.0376202297144,558.3261749532121,451.5,564.5,45,0.736798107624054,0.7374774813652039,2.205366611480713,2.2050082683563232,0.6729469396037334,0.6864394095482355,0.6693065780022323,0.6920676326542452,0.06852320581674576,0.06696730107069016,11.187840021248611,11.2,0.012159978751387968,-2.0552933583086883,-2.0,0.05529335830868831
pair_111,641.9649092431109,514.1642988479941,444.5,510.5,3,0.8513476252555847,0.8597756028175354,3.3222737312316895,3.421049118041992,0.8329297211575188,0.8484011229077718,0.7958646573032746,0.7765560901690512,0.10468072444200516,0.07711826264858246,8.1015281172829,8.1,0.0015281172829002543,-0.9834838091211848,-1.0,0.016516190878815173
pair_112,448.691706059214,483.9684783690704,681.5,675.5,-1,,0.6664130091667175,,2.060621976852417,,0.6558024293037445,,0.6206760945721008,,0.03153369575738907,9.21143451694916,9.199999999999998,0.011434516949162088,2.9169358564157166,3.0,0.08306414358428338
pair_113,324.3040343836874,661.3189144655241,332.0,208.0,400,0.7070851922035217,0.7297734618186951,1.651415467262268,1.7330776453018188,0.6716297868882372,0.6936267236563317,0.6676079239446575,0.6817063239677231,0.05396876484155655,0.0261234063655138,8.468032986529112,8.499999999999998,0.031967013470886485,-1.4397813061972755,-1.5,0.06021869380272449
pair_119,567.9409966845091,458.0488132422573,576.5,736.5,-1,,0.7525188326835632,,1.5930753946304321,,0.7159385689380903,,0.7235687345199207,,0.0426093190908432,10.629159853054103,10.699999999999998,0.07084014694589413,-4.439489659818224,-4.5,0.06051034018177592
pair_121,627.6125774937187,393.331013610427,617.0,382.0,-1,,0.7605791091918945,,1.6516269445419312,,0.6849714421141573,,0.6933823686251159,,0.056163106113672256,11.581456633333616,11.599999999999998,0.0185433666663819,-1.6146532063125385,-1.25,0.3646532063125385
pair_123,556.7602334876108,478.9354070031733,557.5,465.5,132,0.7749453783035278,0.7936408519744873,2.0616636276245117,2.1105360984802246,0.6665161299557537,0.7207877852312261,0.705969366246769,0.7250993188660793,0.06089107692241669,0.06827018409967422,9.499484087278686,9.499999999999998,0.0005159127213119064,-2.6142756252043875,-2.75,0.1357243747956125
pair_125,605.7903195195479,541.5417448911985,610.5,466.5,80,0.7817228436470032,0.7910477519035339,2.196723699569702,2.331326961517334,0.7239957294793303,0.7213195795420684,0.732104863326699,0.6996664671095343,0.07313404977321625,0.05153686925768852,10.216530144320108,10.299999999999997,0.08346985567988874,-3.4545837008371025,-3.5,0.04541629916289747
pair_127,453.00874129807096,539.592610087729,608.0,501.0,-1,,0.6842816472053528,,1.5986462831497192,,0.6377009186337638,,0.6881037790421412,,0.04805963486433029,10.145940923562224,10.399999999999999,0.25405907643777503,4.8453109991354335,5.0,0.1546890008645665
pair_135,593.8296018092655,434.1213027584054,592.5,528.5,52,0.7644516229629517,0.7685216665267944,2.396409749984741,2.371011257171631,0.6866643058703485,0.7229521913087071,0.669576262072733,0.6623890110959569,0.05346576124429703,0.04793830215930939,8.138823274593188,8.1,0.03882327459318802,-0.5501874744635789,-0.75,0.19981252553642115
pair_137,415.67518684851154,448.6296086679527,432.5,651.5,346,0.6448175311088562,0.6597957611083984,1.498896837234497,1.6218724250793457,0.5044665058278495,0.6125234175239986,0.5661594328610163,0.5907297539101477,0.0555843710899353,0.03870619088411331,11.949802998291268,11.999999999999998,0.05019700170872987,3.78161965487544,3.75,0.03161965487544016
