pair_id,x,y,theta,scale,found,score
pair_028,478.04985212343104,439.9361849830313,1.0,11.599999999999998,1,0.9255709671181512
pair_029,0.0,0.0,0.0,0.0,0,0.0
pair_030,0.0,0.0,0.0,0.0,0,0.0
pair_031,0.0,0.0,0.0,0.0,0,0.0
pair_032,471.0446611718314,488.0501383371991,-4.75,10.9,1,0.9294929444946444
pair_033,506.52742141113526,415.50205679406486,1.75,8.999999999999998,1,0.9643304967843712
pair_034,0.0,0.0,0.0,0.0,0,0.0
pair_035,380.7255624371082,390.8872339001392,2.25,11.099999999999998,1,0.9133395367498162
pair_036,0.0,0.0,0.0,0.0,0,0.0
pair_037,637.0109283799114,414.2592389650404,-4.25,10.599999999999998,1,0.9184121129763484
pair_038,0.0,0.0,0.0,0.0,0,0.0
pair_039,413.88614310167895,445.54380336299823,-3.75,9.999999999999998,1,0.8899720258843707
pair_040,0.0,0.0,0.0,0.0,0,0.0
pair_041,377.0799320902274,679.0552388438537,-0.5,8.2,1,0.8767312443183656
pair_042,0.0,0.0,0.0,0.0,0,0.0
pair_043,0.0,0.0,0.0,0.0,0,0.0
pair_044,0.0,0.0,0.0,0.0,0,0.0
pair_045,0.0,0.0,0.0,0.0,0,0.0
pair_046,0.0,0.0,0.0,0.0,0,0.0
pair_047,500.029535490412,488.85458165688175,2.75,9.4,1,0.9379030434975172
pair_048,0.0,0.0,0.0,0.0,0,0.0
pair_049,435.8941444992787,504.3134457985,2.25,11.099999999999998,1,0.9106966448097604
pair_050,0.0,0.0,0.0,0.0,0,0.0
pair_051,583.2166985967017,574.3442848102895,-2.5,11.499999999999998,1,0.9227411036828056
pair_052,583.9961589385097,537.9250279948465,-0.5,10.599999999999998,1,0.9301489477092229
pair_053,482.1807135917244,519.2896558348002,-5.0,11.599999999999998,1,0.8831298879379071
pair_054,524.4964395780983,385.3430550027297,3.5,10.499999999999998,1,0.9427429693005924
pair_055,404.7825289994924,391.51476955066215,-1.0,11.499999999999998,1,0.9391321081461286
pair_056,0.0,0.0,0.0,0.0,0,0.0
pair_057,555.0,448.0,-0.5,8.599999999999998,1,0.9204870147390792
pair_058,0.0,0.0,0.0,0.0,0,0.0
pair_059,614.5366038470746,423.4292315172431,1.25,8.399999999999999,1,0.9592845368090328
pair_060,0.0,0.0,0.0,0.0,0,0.0
pair_061,0.0,0.0,0.0,0.0,0,0.0
pair_062,322.1204310127836,581.9140388377085,-2.5,8.299999999999999,1,0.9162025278567504
pair_063,612.7665524534143,489.0920924729873,2.75,11.499999999999998,1,0.9204160580402724
pair_064,556.0004382778786,449.872515030751,3.25,9.4,1,0.9517533601634728
pair_065,373.49940834599926,603.5485621239922,-3.25,11.999999999999998,1,0.9479168512386446
pair_066,509.9829686477223,567.0163622531024,-0.5,10.199999999999998,1,0.9247806632898352
pair_067,528.9938706747406,440.8356962321885,4.0,9.299999999999995,1,0.9202917100647522
pair_068,0.0,0.0,0.0,0.0,0,0.0
pair_069,472.821556501014,554.6576186598484,0.5,8.799999999999999,1,0.8958683816538378
pair_070,0.0,0.0,0.0,0.0,0,0.0
pair_071,556.9566744995578,576.0291946639572,1.0,10.199999999999998,1,0.953366713074223
pair_072,418.89025330013,631.9607018294105,-0.75,10.4,1,0.9318278123836312
pair_073,0.0,0.0,0.0,0.0,0,0.0
pair_074,550.971123663356,562.939650782887,-1.5,8.799999999999999,1,0.9281344331921104
pair_075,0.0,0.0,0.0,0.0,0,0.0
pair_076,0.0,0.0,0.0,0.0,0,0.0
pair_077,571.5,478.8202948560365,-3.5,11.599999999999998,1,0.9059769559518196
pair_078,0.0,0.0,0.0,0.0,0,0.0
pair_079,437.7240649611533,512.2217864008172,2.0,9.599999999999998,1,0.9256389585529043
pair_080,0.0,0.0,0.0,0.0,0,0.0
pair_081,643.4571949191728,625.3562813934049,0.75,9.499999999999998,1,0.894183230117568
pair_082,0.0,0.0,0.0,0.0,0,0.0
pair_083,0.0,0.0,0.0,0.0,0,0.0
pair_084,457.5550859731402,550.231844027359,3.5,9.199999999999998,1,0.9306431040145532
pair_085,0.0,0.0,0.0,0.0,0,0.0
pair_086,0.0,0.0,0.0,0.0,0,0.0
pair_087,562.0328712748895,483.7661493380784,-0.75,9.999999999999998,1,0.9471451139598572
pair_088,583.1306986107421,635.8124920153167,0.5,8.599999999999998,1,0.9445538797741244
pair_089,614.8543225041748,401.0993046289637,-3.5,11.599999999999998,1,0.9141876448696764
pair_090,348.04196637653826,417.602818221507,4.75,9.8,1,0.9498443846813012
pair_091,0.0,0.0,0.0,0.0,0,0.0
pair_092,399.0,370.0,4.75,9.099999999999998,1,0.9228706472226286
pair_093,567.2090456532036,513.5594199547724,-2.5,8.399999999999999,1,0.9405538365165635
pair_094,0.0,0.0,0.0,0.0,0,0.0
pair_095,631.0213669043443,614.1652207134981,3.5,11.599999999999998,1,0.9040962481287996
pair_096,0.0,0.0,0.0,0.0,0,0.0
pair_097,537.1677860927801,462.4342376221357,0.75,11.499999999999998,1,0.9470059318846186
pair_098,462.5,630.5,-3.5,9.9,1,0.8727437118225019
pair_099,416.9045117380385,408.8780337908248,4.0,8.799999999999999,1,0.9032874203102574
pair_100,496.5552875519497,472.27026919317257,3.75,9.699999999999998,1,0.9545167853310972
pair_101,617.8956772935348,658.7918436935195,-0.75,8.599999999999998,1,0.932367155219344
pair_102,0.0,0.0,0.0,0.0,0,0.0
pair_103,461.0832461177374,582.12047320447,3.5,11.9,1,0.9062747187702328
pair_104,0.0,0.0,0.0,0.0,0,0.0
pair_105,390.4807917636589,437.69949165865177,-4.5,11.999999999999998,1,0.954544308440178
pair_106,353.03187752684426,447.9800770979875,3.25,10.199999999999998,1,0.9121003253622542
pair_107,551.9964949678883,330.7539148937233,-0.5,8.499999999999998,1,0.9437504147819882
pair_108,0.0,0.0,0.0,0.0,0,0.0
pair_109,595.0133300248149,558.3124789586425,-2.0,11.2,1,0.9403249166756338
pair_110,0.0,0.0,0.0,0.0,0,0.0
pair_111,641.7296485683474,514.2424713942962,-1.0,8.1,1,0.9046334073845465
pair_112,0.0,0.0,0.0,0.0,0,0.0
pair_113,0.0,0.0,0.0,0.0,0,0.0
pair_114,641.4943405430324,410.512498638839,0.75,10.3,1,0.9457364954860004
pair_115,400.5,559.8161404399674,-2.25,11.9,1,0.918473690889302
pair_116,408.0,597.0,1.5,9.4,1,0.861145739955424
pair_117,463.6905705296428,378.257020247888,4.75,11.599999999999998,1,0.9301807294218452
pair_118,0.0,0.0,0.0,0.0,0,0.0
pair_119,0.0,0.0,0.0,0.0,0,0.0
pair_120,0.0,0.0,0.0,0.0,0,0.0
pair_121,0.0,0.0,0.0,0.0,0,0.0
pair_122,455.43054277080313,564.5784338720948,-0.5,9.699999999999998,1,0.953697928293788
pair_123,0.0,0.0,0.0,0.0,0,0.0
pair_124,0.0,0.0,0.0,0.0,0,0.0
pair_125,605.5641896471157,541.5395473642117,-3.5,10.299999999999995,1,0.9315780946609692
pair_126,538.9991718873151,480.9375858382191,1.0,11.599999999999998,1,0.9369455450907326
pair_127,0.0,0.0,0.0,0.0,0,0.0
pair_128,0.0,0.0,0.0,0.0,0,0.0
pair_129,382.1261153341308,544.7889457860163,-3.25,8.599999999999998,1,0.9027215869913224
pair_130,418.7832687097829,549.4734887839675,-4.25,10.999999999999998,1,0.9302763919919648
pair_131,619.3813572002923,408.44454185155456,1.0,9.7,1,0.9455999281047298
pair_132,0.0,0.0,0.0,0.0,0,0.0
pair_133,592.3095548768929,394.1996435210058,4.0,10.7,1,0.9183775415536763
pair_134,0.0,0.0,0.0,0.0,0,0.0
pair_135,593.5946035302977,434.1484945424028,-0.75,8.1,1,0.9265914917039656
pair_136,0.0,0.0,0.0,0.0,0,0.0
pair_137,0.0,0.0,0.0,0.0,0,0.0
pair_138,0.0,0.0,0.0,0.0,0,0.0
pair_139,468.5333116780342,617.0545312880247,1.0,9.699999999999998,1,0.9105160049289754
pair_140,569.4642505815334,563.491541034426,3.0,8.999999999999998,1,0.9155681677488068
pair_141,0.0,0.0,0.0,0.0,0,0.0
pair_142,0.0,0.0,0.0,0.0,0,0.0
pair_143,0.0,0.0,0.0,0.0,0,0.0
pair_144,0.0,0.0,0.0,0.0,0,0.0
pair_145,0.0,0.0,0.0,0.0,0,0.0
pair_146,0.0,0.0,0.0,0.0,0,0.0
pair_147,0.0,0.0,0.0,0.0,0,0.0
pair_148,0.0,0.0,0.0,0.0,0,0.0
pair_149,0.0,0.0,0.0,0.0,0,0.0
pair_150,0.0,0.0,0.0,0.0,0,0.0
pair_151,0.0,0.0,0.0,0.0,0,0.0
pair_152,0.0,0.0,0.0,0.0,0,0.0
pair_153,0.0,0.0,0.0,0.0,0,0.0
pair_154,0.0,0.0,0.0,0.0,0,0.0
pair_155,0.0,0.0,0.0,0.0,0,0.0
pair_156,0.0,0.0,0.0,0.0,0,0.0
pair_157,0.0,0.0,0.0,0.0,0,0.0
pair_158,0.0,0.0,0.0,0.0,0,0.0
pair_159,474.0029353843526,393.85673945508495,2.0,9.099999999999998,1,0.8982361540004078
pair_160,0.0,0.0,0.0,0.0,0,0.0
pair_161,0.0,0.0,0.0,0.0,0,0.0
pair_162,0.0,0.0,0.0,0.0,0,0.0
pair_163,0.0,0.0,0.0,0.0,0,0.0
pair_164,0.0,0.0,0.0,0.0,0,0.0
pair_165,0.0,0.0,0.0,0.0,0,0.0
pair_166,0.0,0.0,0.0,0.0,0,0.0
pair_167,0.0,0.0,0.0,0.0,0,0.0
pair_168,0.0,0.0,0.0,0.0,0,0.0
pair_169,0.0,0.0,0.0,0.0,0,0.0
pair_170,0.0,0.0,0.0,0.0,0,0.0
pair_171,0.0,0.0,0.0,0.0,0,0.0
pair_172,0.0,0.0,0.0,0.0,0,0.0
pair_173,0.0,0.0,0.0,0.0,0,0.0
pair_174,0.0,0.0,0.0,0.0,0,0.0
pair_175,0.0,0.0,0.0,0.0,0,0.0
pair_176,0.0,0.0,0.0,0.0,0,0.0
pair_177,0.0,0.0,0.0,0.0,0,0.0
pair_178,0.0,0.0,0.0,0.0,0,0.0
pair_179,0.0,0.0,0.0,0.0,0,0.0
