pair_id,x,y,theta,scale,found,score
pair_037,637.0109283799114,414.2592389650404,-4.25,10.599999999999998,1,0.9109977380008886
pair_038,0.0,0.0,0.0,0.0,0,0.42390540694600154
pair_039,413.88614310167895,445.54380336299823,-3.75,9.999999999999998,1,0.8558731479626067
pair_040,0.0,0.0,0.0,0.0,0,0.20034138997794426
pair_041,377.0799320902274,679.0552388438537,-0.5,8.2,1,0.8302089278337462
pair_042,0.0,0.0,0.0,0.0,0,0.39177894127160484
pair_043,0.0,0.0,0.0,0.0,0,0.35857032038195036
pair_044,0.0,0.0,0.0,0.0,0,0.38231848941585134
pair_045,0.0,0.0,0.0,0.0,0,0.4127534346491999
pair_046,0.0,0.0,0.0,0.0,0,0.1483574038162684
pair_047,500.029535490412,488.85458165688175,2.75,9.4,1,0.9487764392745264
pair_048,0.0,0.0,0.0,0.0,0,0.37318533875994586
pair_049,435.8941444992787,504.3134457985,2.25,11.099999999999998,1,0.8960430714324958
pair_050,0.0,0.0,0.0,0.0,0,0.3881460667454568
pair_051,583.2166985967017,574.3442848102895,-2.5,11.499999999999998,1,0.9193884942317406
pair_052,583.9961589385097,537.9250279948465,-0.5,10.599999999999998,1,0.9337469019153435
pair_053,482.1807135917244,519.2896558348002,-5.0,11.599999999999998,1,0.8426112318487643
pair_054,524.4964395780983,385.3430550027297,3.5,10.499999999999998,1,0.9581575260780716
pair_055,404.7825289994924,391.51476955066215,-1.0,11.499999999999998,1,0.9511586993803458
pair_056,0.0,0.0,0.0,0.0,0,0.19870919268534976
pair_057,555.0,448.0,-0.5,8.599999999999998,1,0.9150194594769987
pair_058,0.0,0.0,0.0,0.0,0,0.15420275680440845
pair_059,614.5366038470746,423.4292315172431,1.25,8.399999999999999,1,0.9902195631788846
pair_060,0.0,0.0,0.0,0.0,0,0.14877365724084665
pair_061,0.0,0.0,0.0,0.0,0,0.3707692334957198
pair_062,322.1204310127836,581.9140388377085,-2.5,8.299999999999999,1,0.9067149637084397
pair_063,612.7665524534143,489.0920924729873,2.75,11.499999999999998,1,0.9148819261804392
pair_064,556.0004382778786,449.872515030751,3.25,9.4,1,0.9756221034823042
pair_065,373.49940834599926,603.5485621239922,-3.25,11.999999999999998,1,0.9681859103027474
pair_066,509.9829686477223,567.0163622531024,-0.5,10.199999999999998,1,0.9233417130398456
pair_067,528.9938706747406,440.8356962321885,4.0,9.299999999999995,1,0.9146409061318552
pair_068,0.0,0.0,0.0,0.0,0,0.1911958483190559
pair_069,472.821556501014,554.6576186598484,0.5,8.799999999999999,1,0.8673018821103095
pair_070,0.0,0.0,0.0,0.0,0,0.4285083419919209
pair_071,556.9566744995578,576.0291946639572,1.0,10.199999999999998,1,0.9787492183010652
pair_072,418.89025330013,631.9607018294105,-0.75,10.4,1,0.9370009962719188
pair_073,0.0,0.0,0.0,0.0,0,0.4074008961126021
pair_074,550.971123663356,562.939650782887,-1.5,8.799999999999999,1,0.9298422272734254
pair_075,0.0,0.0,0.0,0.0,0,0.34704749919052547
pair_076,0.0,0.0,0.0,0.0,0,0.3961453663420754
pair_077,571.5,478.8202948560365,-3.5,11.599999999999998,1,0.8868950363874265
pair_078,0.0,0.0,0.0,0.0,0,0.5816838083296986
pair_079,437.7240649611533,512.2217864008172,2.0,9.599999999999998,1,0.9250053216763265
pair_080,0.0,0.0,0.0,0.0,0,0.16401119331433292
pair_081,643.4571949191728,625.3562813934049,0.75,9.499999999999998,1,0.8640356021130357
pair_082,0.0,0.0,0.0,0.0,0,0.1765784792519071
pair_083,0.0,0.0,0.0,0.0,0,0.34114023225114865
pair_084,457.5550859731402,550.231844027359,3.5,9.199999999999998,1,0.9347047106470141
pair_085,0.0,0.0,0.0,0.0,0,0.1563775726193093
pair_086,0.0,0.0,0.0,0.0,0,0.17933777844886556
pair_087,562.0328712748895,483.7661493380784,-0.75,9.999999999999998,1,0.966690074478728
pair_088,583.1306986107421,635.8124920153167,0.5,8.599999999999998,1,0.961667560949858
pair_089,614.8543225041748,401.0993046289637,-3.5,11.599999999999998,1,0.9028095748719586
pair_090,348.04196637653826,417.602818221507,4.75,9.8,1,0.9719219920688786
pair_091,0.0,0.0,0.0,0.0,0,0.15861397807550257
pair_092,399.0,370.0,4.75,9.099999999999998,1,0.9196395846908435
pair_093,567.2090456532036,513.5594199547724,-2.5,8.399999999999999,1,0.9539143939502169
pair_094,0.0,0.0,0.0,0.0,0,0.3683151550482566
pair_095,631.0213669043443,614.1652207134981,3.5,11.599999999999998,1,0.8832497153519994
pair_096,0.0,0.0,0.0,0.0,0,0.40629684262458676
pair_097,537.1677860927801,462.4342376221357,0.75,11.499999999999998,1,0.9664203019279831
pair_098,462.5,630.5,-3.5,9.9,1,0.8224800100780472
pair_099,416.9045117380385,408.8780337908248,4.0,8.799999999999999,1,0.8816819880182363
pair_100,496.5552875519497,472.27026919317257,3.75,9.699999999999998,1,0.9809783697614513
pair_101,617.8956772935348,658.7918436935195,-0.75,8.599999999999998,1,0.9380463887354721
pair_102,0.0,0.0,0.0,0.0,0,0.37266251979546994
pair_103,461.0832461177374,582.12047320447,3.5,11.9,1,0.8874721813603159
pair_104,0.0,0.0,0.0,0.0,0,0.1628727311731642
pair_105,390.4807917636589,437.69949165865177,-4.5,11.999999999999998,1,0.9810317169997966
pair_106,353.03187752684426,447.9800770979875,3.25,10.199999999999998,1,0.8987637844440517
pair_107,551.9964949678883,330.7539148937233,-0.5,8.499999999999998,1,0.9601102282258623
pair_108,0.0,0.0,0.0,0.0,0,0.16682843108997233
pair_109,595.0133300248149,558.3124789586425,-2.0,11.2,1,0.9534706853095903
pair_110,0.0,0.0,0.0,0.0,0,0.1925403754280435
pair_111,641.7296485683474,514.2424713942962,-1.0,8.1,1,0.8842908754462898
pair_112,0.0,0.0,0.0,0.0,0,0.41529004788760004
pair_113,0.0,0.0,0.0,0.0,0,0.33661550075027646
pair_114,641.4943405430324,410.512498638839,0.75,10.3,1,0.9639597904384372
pair_115,400.5,559.8161404399674,-2.25,11.9,1,0.9111170926707952
pair_116,408.0,597.0,1.5,9.4,1,0.8
pair_117,463.6905705296428,378.257020247888,4.75,11.599999999999998,1,0.933808503480534
pair_118,0.0,0.0,0.0,0.0,0,0.3952955262505493
pair_119,0.0,0.0,0.0,0.0,0,0.35548324923462726
pair_120,0.0,0.0,0.0,0.0,0,0.15212249854018445
pair_121,0.0,0.0,0.0,0.0,0,0.4139881121272764
pair_122,455.43054277080313,564.5784338720948,-0.5,9.699999999999998,1,0.9793912030859186
pair_123,0.0,0.0,0.0,0.0,0,0.4549521341807077
pair_124,0.0,0.0,0.0,0.0,0,0.15435654081198455
pair_125,605.5641896471157,541.5395473642117,-3.5,10.299999999999995,1,0.936516975704664
pair_126,538.9991718873151,480.9375858382191,1.0,11.599999999999998,1,0.9469205480824352
pair_127,0.0,0.0,0.0,0.0,0,0.13955294775841282
pair_128,0.0,0.0,0.0,0.0,0,0.37583961901476115
pair_129,382.1261153341308,544.7889457860163,-3.25,8.599999999999998,1,0.8805852498248751
pair_130,418.7832687097829,549.4734887839675,-4.25,10.999999999999998,1,0.9339939234457681
pair_131,619.3813572002923,408.44454185155456,1.0,9.7,1,0.9636950858726321
pair_132,0.0,0.0,0.0,0.0,0,0.1762355780106425
pair_133,592.3095548768929,394.1996435210058,4.0,10.7,1,0.9109307292221998
pair_134,0.0,0.0,0.0,0.0,0,0.15829341784173778
pair_135,593.5946035302977,434.1484945424028,-0.75,8.1,1,0.9268515888582908
pair_136,0.0,0.0,0.0,0.0,0,0.38462810554860116
pair_137,0.0,0.0,0.0,0.0,0,0.36296860593005353
pair_138,0.0,0.0,0.0,0.0,0,0.38907677741443836
pair_139,468.5333116780342,617.0545312880247,1.0,9.699999999999998,1,0.8956929424282972
pair_140,569.4642505815334,563.491541034426,3.0,8.999999999999998,1,0.9054854020417001
pair_141,0.0,0.0,0.0,0.0,0,0.34982356980737256
pair_142,0.0,0.0,0.0,0.0,0,0.16641548069003365
pair_143,0.0,0.0,0.0,0.0,0,0.35160881985964976
pair_144,0.0,0.0,0.0,0.0,0,0.38762950623288517
pair_145,0.0,0.0,0.0,0.0,0,0.75
pair_146,0.0,0.0,0.0,0.0,0,0.5271650915401428
pair_147,0.0,0.0,0.0,0.0,0,0.3986791617343026
pair_148,0.0,0.0,0.0,0.0,0,0.41708591301518994
pair_149,0.0,0.0,0.0,0.0,0,0.3852284791407279
pair_150,0.0,0.0,0.0,0.0,0,0.4189113776104829
pair_151,0.0,0.0,0.0,0.0,0,0.13662686359795392
pair_152,0.0,0.0,0.0,0.0,0,0.2535139405080196
pair_153,0.0,0.0,0.0,0.0,0,0.2469916830827992
pair_154,0.0,0.0,0.0,0.0,0,0.21016992815871027
pair_155,0.0,0.0,0.0,0.0,0,0.12400655734066704
pair_156,0.0,0.0,0.0,0.0,0,0.40324049658215444
pair_157,0.0,0.0,0.0,0.0,0,0.1
pair_158,0.0,0.0,0.0,0.0,0,0.39695609421230493
pair_159,474.0029353843526,393.85673945508495,2.0,9.099999999999998,1,0.8718912660839426
pair_160,0.0,0.0,0.0,0.0,0,0.18446817221278233
pair_161,0.0,0.0,0.0,0.0,0,0.265447537814747
pair_162,0.0,0.0,0.0,0.0,0,0.37816671870932517
pair_163,0.0,0.0,0.0,0.0,0,0.15020369233453545
pair_164,0.0,0.0,0.0,0.0,0,0.135795555958063
pair_165,0.0,0.0,0.0,0.0,0,0.17146151240606308
pair_166,0.0,0.0,0.0,0.0,0,0.18010343214427532
pair_167,0.0,0.0,0.0,0.0,0,0.6390726505204712
pair_168,0.0,0.0,0.0,0.0,0,0.1938947523497394
pair_169,0.0,0.0,0.0,0.0,0,0.7037075213545306
pair_170,0.0,0.0,0.0,0.0,0,0.14292765547338837
pair_171,0.0,0.0,0.0,0.0,0,0.54018816663272
pair_172,0.0,0.0,0.0,0.0,0,0.4520678317899455
pair_173,0.0,0.0,0.0,0.0,0,0.37925678948752317
pair_174,0.0,0.0,0.0,0.0,0,0.1723217606477085
pair_175,0.0,0.0,0.0,0.0,0,0.12298876509174941
pair_176,0.0,0.0,0.0,0.0,0,0.44783351881743416
pair_177,0.0,0.0,0.0,0.0,0,0.3703917238426442
pair_178,0.0,0.0,0.0,0.0,0,0.3879613651668251
pair_179,0.0,0.0,0.0,0.0,0,0.1683068450924121
