pair_id,set_type,est_scale,gt_scale,scale_error,est_rot,gt_rot,rot_error,gt_x,gt_y,retrieved_top100,retrieved_rank,gt_corr_val,max_corr_val,raw_rank
pair_062,SetA,8.299999999999999,8.256986465930158,0.043013534069840986,-2.5,0.0,2.5,317.90019451980305,581.77040896556,1,32,0.7531927824020386,0.7837134003639221,89
pair_063,SetA,11.499999999999998,11.522430554325368,0.022430554325369556,2.75,0.0,2.75,612.8646965251174,489.01816294065696,1,6,0.8566946983337402,0.8842214941978455,8
pair_064,SetA,9.399999999999999,9.48331496966146,0.0833149696614619,3.25,0.0,3.25,556.2970362597354,454.8233314230886,1,14,0.7663266658782959,0.798963725566864,47
pair_065,SetA,11.999999999999998,11.949693004441825,0.05030699555817364,-3.25,0.0,3.25,373.6748610981225,603.5404455786567,1,0,0.8831689357757568,0.8831689357757568,0
pair_066,SetA,10.199999999999998,10.206105032512957,0.006105032512959241,-0.5,0.0,0.5,509.7991559709936,566.9947545087396,1,63,0.7761808037757874,0.7963378429412842,63
pair_067,SetA,9.299999999999997,9.21031966093376,0.08968033906623774,4.0,0.0,4.0,528.9313262968036,440.8235571257104,1,25,0.8576924204826355,0.860843300819397,25
pair_068,SetA,10.899999999999999,10.83914514473732,0.06085485526267931,4.5,0.0,4.5,378.9976793534375,546.376157512448,0,-1,0.6832570433616638,0.757724404335022,5035
pair_069,SetA,8.799999999999999,8.84276262197276,0.04276262197276104,0.5,0.0,0.5,472.57143863891145,554.5628638967514,1,2,0.8733513951301575,0.8804184198379517,2
pair_070,SetB,10.699999999999998,10.793949967100176,0.093949967100178,-3.75,0.0,3.75,533.9976049824504,486.68020968908655,0,-1,0.3465748727321625,0.41456660628318787,753
pair_071,SetB,10.199999999999998,10.223566865776146,0.023566865776148305,1.0,0.0,1.0,556.8229823160575,576.0862587087526,1,13,0.8054103851318359,0.8116347193717957,13
pair_072,SetB,10.399999999999999,10.35185387571733,0.04814612428266862,-0.75,0.0,0.75,418.7440317498672,627.2884436776022,1,47,0.34151414036750793,0.37813660502433777,136
pair_073,SetB,10.899999999999999,10.877932124290403,0.02206787570959534,1.0,0.0,1.0,507.3263442179462,410.4344664899672,0,-1,0.7348548769950867,0.7544209361076355,183
pair_074,SetB,8.799999999999999,8.799019158761812,0.0009808412381868692,-1.5,0.0,1.5,551.0026516259751,562.9354725990652,1,2,0.576434850692749,0.5799596309661865,2
pair_075,SetB,10.399999999999999,10.385126776815884,0.014873223184114437,0.75,0.0,0.75,421.1876306684851,523.554354323216,0,-1,0.664012610912323,0.7001032829284668,5498
pair_076,SetB,10.899999999999999,10.910273427908958,0.010273427908959576,1.0,0.0,1.0,371.649968341773,387.4210639684029,0,-1,0.19626069068908691,0.2580125033855438,9760
pair_077,SetB,11.599999999999998,11.470049212426757,0.1299507875732413,-3.5,0.0,3.5,569.2138246861344,478.7272095418808,1,6,0.7442377209663391,0.7573399543762207,49
pair_078,SetB,8.799999999999999,8.856183267544658,0.05618326754465919,3.75,0.0,3.75,587.4386831359992,533.0853517555572,1,73,0.5603195428848267,0.5974829792976379,150
pair_079,SetB,9.599999999999998,9.611166276754204,0.01116627675420645,2.0,0.0,2.0,437.5161967751044,512.2563095857726,1,49,0.7923539876937866,0.8040298819541931,49
pair_080,SetB,11.099999999999998,11.14776698568926,0.04776698568926285,2.0,0.0,2.0,401.0613179749196,456.57166489279024,0,-1,0.4136301577091217,0.4620678424835205,358
pair_081,SetB,9.499999999999998,9.6008375634011,0.10083756340110206,0.75,0.0,0.75,643.564896611024,625.3431765134626,1,0,0.7512713074684143,0.7512713074684143,0
pair_082,SetB,8.2,8.22395424751932,0.023954247519320404,-3.0,0.0,3.0,371.5852076185285,481.0603167121579,0,-1,0.5364207625389099,0.5966742038726807,4521
pair_083,SetB,8.699999999999998,8.546717976510179,0.1532820234898189,4.5,0.0,4.5,450.98769089577416,638.523116826904,0,-1,0.6725487112998962,0.7089173793792725,1576
pair_084,SetB,9.199999999999998,9.213556463689583,0.01355646368958574,3.5,0.0,3.5,457.6567004118978,550.1494366937269,1,81,0.5346013307571411,0.577567458152771,187
pair_085,SetB,11.299999999999999,11.394330819256863,0.09433081925686437,-1.0,0.0,1.0,493.2118378807493,528.2201001132426,0,-1,0.764188289642334,0.7852240204811096,2820
pair_086,SetB,11.899999999999999,11.872125133095311,0.027874866904687323,4.25,0.0,4.25,457.2317665936316,402.1450954048615,0,-1,0.1450350135564804,0.19000475108623505,7713
pair_087,SetB,9.999999999999998,9.918095709523444,0.08190429047655456,-0.75,0.0,0.75,561.7446930867666,483.7465478031667,1,37,0.8188492059707642,0.8283061981201172,37
pair_088,SetB,8.599999999999998,8.59640715137677,0.003592848623227951,0.5,0.0,0.5,583.2712298593958,635.7661564221528,1,3,0.5216779708862305,0.5253052711486816,3
pair_089,SetB,11.599999999999998,11.689619355744291,0.08961935574429347,-3.5,0.0,3.5,614.8318201722535,401.1196743368377,1,0,0.814505398273468,0.814505398273468,0
pair_090,SetB,9.799999999999999,9.858615107568715,0.05861510756871624,4.75,0.0,4.75,348.0227842198753,417.5201754337889,1,6,0.43526625633239746,0.47835344076156616,41
pair_091,SetB,11.899999999999999,11.97333713043265,0.07333713043265178,-3.75,0.0,3.75,379.7392538864404,530.2769969644571,0,-1,0.7449142336845398,0.7746628522872925,2659
pair_092,SetB,9.099999999999998,9.06287120714924,0.03712879285075843,4.75,0.0,4.75,394.9167445159693,370.2205651297191,1,9,0.564482569694519,0.5775822997093201,9
pair_093,SetB,8.399999999999999,8.384939308572239,0.015060691427759565,-2.5,0.0,2.5,567.0186268370562,513.5688143928033,1,1,0.7963955998420715,0.7994011044502258,1
pair_094,SetB,8.699999999999998,8.669078661692495,0.03092133830750221,1.5,0.0,1.5,449.5703586355875,474.1917687819448,0,-1,0.430266410112381,0.47820916771888733,3132
pair_095,SetB,11.599999999999998,11.661515048093992,0.06151504809399455,3.5,0.0,3.5,631.1139006707233,614.2538407644836,1,0,0.8129181861877441,0.8129181861877441,0
pair_096,SetB,9.099999999999998,9.117367437126273,0.017367437126274865,0.75,0.0,0.75,505.2391638206021,450.6249223056501,0,-1,0.5663461089134216,0.6140276789665222,154
pair_097,SetB,11.499999999999998,11.540622025717184,0.04062202571718565,0.75,0.0,0.75,537.0184363712208,462.41633390964097,1,34,0.7591485381126404,0.7719941735267639,58
pair_098,SetB,9.899999999999999,9.991589778599575,0.09158977859957673,-3.5,0.0,3.5,461.6327010787445,639.9432626594256,1,24,0.3732948899269104,0.4054003655910492,92
pair_099,SetB,8.799999999999999,8.757315148713861,0.04268485128613797,4.0,0.0,4.0,416.78169962655215,408.8498950698431,1,0,0.7442545890808105,0.7442545890808105,0
pair_100,SetB,9.699999999999998,9.70387096430959,0.0038709643095931057,3.75,0.0,3.75,496.712138592475,472.12093617651897,1,4,0.6129701733589172,0.6249336004257202,4
pair_101,SetB,8.599999999999998,8.5773390390933,0.022660960906698335,-0.75,0.0,0.75,617.5774100773461,658.7671096154937,1,5,0.7192181944847107,0.723534345626831,11
pair_102,SetB,8.599999999999998,8.539617350198082,0.06038264980191599,-4.0,0.0,4.0,558.7407932360767,654.2146527026613,0,-1,0.5346741080284119,0.582554817199707,148
pair_103,SetB,11.899999999999999,11.847981763737105,0.052018236262894035,3.5,0.0,3.5,461.1148644304402,582.1891739864284,1,0,0.7669838070869446,0.7669838070869446,0
pair_104,SetB,10.199999999999998,10.15946304666401,0.04053695333598739,3.75,0.0,3.75,460.7330676441381,384.13561333368057,0,-1,0.30575066804885864,0.3564460873603821,3645
pair_105,SetB,11.999999999999998,11.817362988487425,0.18263701151257372,-4.5,0.0,4.5,390.3853169977744,437.6805911482167,1,5,0.7772510647773743,0.7860528826713562,6
pair_106,SetB,10.199999999999998,10.252245724037149,0.05224572403715122,3.25,0.0,3.25,352.88208754607297,448.0910614383217,1,63,0.3538312017917633,0.38550907373428345,92
pair_107,SetB,8.499999999999998,8.512671442299652,0.01267144229965389,-0.5,0.0,0.5,551.9226562884385,330.6893994609432,1,70,0.7101609706878662,0.7199611067771912,125
pair_108,SetB,10.099999999999998,10.159816827997092,0.059816827997094535,2.25,0.0,2.25,419.0241100659799,415.0396710952816,0,-1,0.1538989245891571,0.27554330229759216,63926
pair_109,SetB,11.2,11.187840021248611,0.012159978751387968,-2.0,0.0,2.0,595.0376202297144,558.3261749532121,1,44,0.736798107624054,0.7462248206138611,48
pair_110,SetB,11.7,11.779830299316806,0.07983029931680719,-2.0,0.0,2.0,422.7339868744404,608.8382082352778,0,-1,0.42219552397727966,0.5153540372848511,8178
pair_111,SetB,8.1,8.1015281172829,0.0015281172829002543,-1.0,0.0,1.0,641.9649092431109,514.1642988479941,1,2,0.8513476252555847,0.8694707751274109,2
pair_112,SetB,9.199999999999998,9.21143451694916,0.011434516949162088,3.0,0.0,3.0,448.691706059214,483.9684783690704,0,-1,0.5714840888977051,0.6763973236083984,6502
pair_113,SetB,8.499999999999998,8.468032986529112,0.031967013470886485,-1.5,0.0,1.5,324.3040343836874,661.3189144655241,0,-1,0.7070851922035217,0.7314243316650391,1087
pair_114,SetB,10.299999999999999,10.285423552722072,0.014576447277926619,0.75,0.0,0.75,641.16389151336,405.91585793670015,1,29,0.33803436160087585,0.3939513564109802,434
pair_115,SetB,11.899999999999999,11.898440151981468,0.0015598480185303742,-2.25,0.0,2.25,401.2870861782606,559.8881899220037,1,26,0.7961683869361877,0.8096660375595093,77
pair_116,SetB,9.399999999999999,9.350680345971464,0.049319654028535,1.5,0.0,1.5,404.1949591067989,597.3564869766575,1,64,0.3926267623901367,0.42332014441490173,133
pair_117,SetB,11.599999999999998,11.227690027321858,0.37230997267814026,4.75,0.0,4.75,463.4485670873985,378.2863714063405,1,1,0.7280566096305847,0.7413354516029358,54
pair_118,SetB,11.499999999999998,8.243964330265932,3.256035669734066,1.0,0.0,1.0,665.9286433650714,383.7105126474083,0,-1,0.1239866092801094,0.24798668920993805,42576
pair_119,SetB,10.699999999999998,10.629159853054103,0.07084014694589413,-4.5,0.0,4.5,567.9409966845091,458.0488132422573,0,-1,0.6970519423484802,0.758903980255127,11588
pair_120,SetB,9.799999999999999,9.841559150141318,0.04155915014131928,-3.5,0.0,3.5,406.69402532252985,536.5093041663631,0,-1,0.293479859828949,0.3671374022960663,9811
pair_121,SetB,11.599999999999998,11.581456633333616,0.0185433666663819,-1.25,0.0,1.25,627.6125774937187,393.331013610427,0,-1,0.743054986000061,0.7622354626655579,2132
pair_122,SetB,9.699999999999998,9.656926149175254,0.04307385082474369,-0.5,0.0,0.5,455.3315298427642,564.6009564753156,1,0,0.36352139711380005,0.36352139711380005,0
pair_123,SetB,9.499999999999998,9.499484087278686,0.0005159127213119064,-2.75,0.0,2.75,556.7602334876108,478.9354070031733,0,-1,0.7749453783035278,0.7955468893051147,148
pair_124,SetB,8.699999999999998,8.678349002671597,0.02165099732840048,-3.25,0.0,3.25,654.7514722101861,534.3109309569012,0,-1,0.561385452747345,0.6017650365829468,1647
pair_125,SetB,10.299999999999997,10.216530144320108,0.08346985567988874,-3.5,0.0,3.5,605.7903195195479,541.5417448911985,1,79,0.7817228436470032,0.806016206741333,127
pair_126,SetB,11.599999999999998,11.538458871635292,0.0615411283647056,1.0,0.0,1.0,539.2307783768355,480.9993138082922,1,0,0.32129594683647156,0.32129594683647156,0
pair_127,SetB,10.399999999999999,10.145940923562224,0.25405907643777503,5.0,0.0,5.0,453.00874129807096,539.592610087729,0,-1,0.6597445011138916,0.6960128545761108,2729
pair_128,SetB,8.699999999999998,8.666842403057338,0.03315759694265985,1.5,0.0,1.5,378.857135586239,390.7316493533143,1,94,0.48420450091362,0.525168776512146,194
pair_129,SetB,8.599999999999998,8.57502604342631,0.02497395657368706,-3.25,0.0,3.25,382.2169275397297,544.7151733450952,1,0,0.7669628262519836,0.7669628262519836,0
pair_130,SetB,10.999999999999998,11.177151775310946,0.17715177531094817,-4.25,0.0,4.25,417.9396141911637,553.708565252627,1,54,0.3653269112110138,0.4056612551212311,308
pair_131,SetB,9.7,9.727796683914976,0.027796683914976583,1.0,0.0,1.0,619.3016287670171,408.4185246858992,1,0,0.7396441698074341,0.7396441698074341,0
pair_132,SetB,10.899999999999999,9.903234267851792,0.9967657321482069,-3.5,0.0,3.5,422.6955142116325,609.361213275522,1,98,0.12379180639982224,0.19807861745357513,24568
pair_133,SetB,10.7,10.754607330372504,0.0546073303725052,4.0,0.0,4.0,592.2283332461886,394.1747816526558,1,3,0.7933622002601624,0.801988959312439,3
pair_134,SetB,10.999999999999998,10.986059782278655,0.013940217721343018,-3.5,0.0,3.5,435.90866511952,554.1240882561762,0,-1,0.479747474193573,0.6121688485145569,14889
pair_135,SetB,8.1,8.138823274593188,0.03882327459318802,-0.75,0.0,0.75,593.8296018092655,434.1213027584054,1,51,0.7644516229629517,0.7872605323791504,52
pair_136,SetB,9.999999999999998,10.030768943847788,0.030768943847789387,-1.75,0.0,1.75,386.5466175047172,624.6785633258728,1,92,0.40270018577575684,0.5131619572639465,3369
pair_137,SetB,11.999999999999998,11.949802998291268,0.05019700170872987,3.75,0.0,3.75,415.67518684851154,448.6296086679527,0,-1,0.6395167708396912,0.6692336201667786,2842
pair_138,SetB,10.099999999999998,10.13785344094579,0.037853440945792016,2.0,0.0,2.0,523.1453003858609,492.7075582359928,0,-1,0.3926240801811218,0.4499547779560089,3222
pair_139,SetB,9.699999999999998,9.670912511076502,0.029087488923495997,1.0,0.0,1.0,468.5463345123536,617.0091115777661,1,48,0.7747732996940613,0.8034994006156921,119
