pair_id,set_type,gt_found,gt_x,gt_y,v46_cx,v46_cy,v46_score,v46_consensus,ncc,grad,ctx,phase,ncc_pct,grad_pct,ctx_pct,phase_pct,prom5_ncc,prom10_ncc,prom20_ncc,prom5_grad,prom10_grad,z5_ncc,z10_ncc,comp10,comp20,comp40,d1,d2,dist_center,dist_border,curve_x,curve_y,sharpness,v25_cx,v25_cy,v25_found,v25_presence_score,v25_ml_score,v25_ncc,dist_v25_v46,delta_ncc,pop,is_correct,oof_lr,oof_hgb2,oof_hgb3,oof_hand
pair_010,SetA,1,417.9476615652271,379.3784667651839,199.5,562.5,0.7647673,4,0.71062636,0.46929428,0.722632,0.7709904,99.999288023125,99.99371087093758,99.97707810358028,99.4835,0.3576978,0.4644528,0.5972081,0.2835118,0.34663898,2.1451743,2.5958896,2,2,4,8.0,8.06225774829855,0.6138615479079953,199.5,-0.2620473206043243,-0.4711084961891174,0.7331558465957642,0.0,0.0,0,0.570040799094959,0.0002566742042007,0.7404829263687134,596.830377913189,-0.0298565626144409,D,0,0.08789723570012765,0.0006670708295023144,0.0010025029112055322,0.8
pair_011,SetA,1,419.3732733102879,570.9308170645421,419.0,571.0,0.94045573,4,0.8794575,0.61666626,0.8923954,1.0,100.0,100.0,100.0,100.0,0.54060245,0.7964467,0.7942905,0.5295795,0.62025577,1.8940363,2.7906234,0,2,4,14.0,15.033296378372908,0.2154251610188559,419.0,-0.1205230355262756,-0.1708095669746399,0.2913326025009155,418.6794895011236,570.9499875886457,1,0.6473002046868077,0.9792438864766124,0.8794574737548828,0.3243889966991153,0.0,A,1,0.9563204798934322,0.9857776081846619,0.9852849443012324,0.8
pair_012,SetA,1,415.3336028778185,532.7045826839757,395.5,235.5,0.89191604,4,0.80214477,0.651445,0.8235864,0.9179341,99.99723501377466,99.9961038830461,99.99780793090598,99.9969,0.5665331,0.642164,0.71827304,0.40540594,0.47111392,2.133765,2.481928,1,2,6,6.0,10.04987562112089,0.5687899436523117,235.5,-0.5037426352500916,-0.4699498414993286,0.9736924767494202,403.4654404358319,355.50925214630627,1,0.6378774158996583,0.0003443277748242,0.8261119723320007,120.2733089344951,-0.0239672064781188,D,0,0.20882476771496264,0.0011839091376464857,0.0016610370896834046,0.8
pair_013,SetA,1,502.2262516372216,399.6174248178575,502.5,399.5,0.87330836,3,0.8775079,0.70327413,0.8487903,0.8530201,100.0,99.99809309509736,99.92937884672976,99.9982,0.6960364,0.79208463,0.86040163,0.6939003,0.7208653,1.857988,2.1573772,0,2,3,11.0,11.0,0.2010621794371084,399.5,-0.0703041553497314,-0.2941029071807861,0.3644070625305176,492.8479476920709,930.4913286714932,1,0.6458299661176146,0.3530918176437593,0.8775079250335693,531.0790461297383,0.0,B,1,0.8240396741341705,0.9726728376138939,0.9766467899641972,0.8
pair_014,SetA,1,553.5988731132766,605.6026301285106,609.0,387.0,0.7009164,3,0.7557961,0.5711235,0.7685941,0.4494405,99.9991528305746,99.99939487898185,99.99290032049984,24.8051,0.6230851,0.64867496,0.7183276,0.43371916,0.4786397,2.0361187,2.1371984,2,2,7,10.0,10.0,0.3140063693621516,387.0,-0.6257505416870117,-0.7585923671722412,1.384342908859253,0.0,0.0,0,0.5206233915603747,0.0312001731574433,0.7607360482215881,721.5608082483416,-0.0049399733543396,D,0,0.20711083979193592,0.19936586704331527,0.5099775849985272,0.8
pair_015,SetA,1,569.1270705065555,421.203732513507,957.0,437.0,0.89364636,3,0.85789365,0.68401897,0.8618942,1.0,99.97993370957629,99.92594583296008,99.97351706752366,100.0,0.60751116,0.763196,0.8427922,0.6491543,0.688429,1.6251296,2.1748488,1,2,4,6.0,12.0,0.9226440266971874,43.0,0.0,0.0,0.0,805.0853865139361,430.9882145058404,1,0.6761961670208864,0.0015055600065832,0.8847744464874268,152.03352049942137,-0.0268808007240295,D,0,0.1698275633673353,0.012438440604861958,0.007868364985243256,0.6000000000000001
pair_016,SetA,1,477.5328038616003,586.1320035095774,950.5,172.5,0.78030455,4,0.78022325,0.5962463,0.77207977,0.51874423,99.99618979257724,99.99594397274348,99.99533013124608,85.587,0.5290941,0.598039,0.6882735,0.3744167,0.44629592,1.9492203,2.248669,1,3,6,9.0,14.0,1.1139236957709446,49.5,0.0,0.0,0.0,0.0,0.0,0,0.564525526082798,0.0039205460893416,0.8090254664421082,966.0261383627256,-0.028802216053009,D,0,0.00629655856093025,0.0017541456785374727,0.003608206212518974,0.6000000000000001
pair_017,SetA,1,536.4555630659518,415.1719385817246,175.0,55.0,0.8822113,4,0.8171595,0.60227,0.86283046,0.8653591,99.98236511517467,99.98299493248987,99.97826338305006,99.9979,0.6364331,0.90317065,0.7817196,0.50472397,0.6121891,1.4622228,2.0767457,0,0,1,28.844410203711917,41.6293165929973,1.1020889256316844,55.0,0.0,0.0,0.0,886.007650549775,476.0583561485618,1,0.6229095218144481,6.618683018048782e-05,0.8255913257598877,826.3304535250048,-0.008431851863861,D,0,0.15249715474257228,0.022580028317446113,0.0057112971194516,0.8
pair_018,SetA,1,633.8302029584735,529.3771388419595,601.5,341.5,0.7935479,3,0.8258091,0.62098616,0.8268563,0.6694847,99.99346457801282,99.98554666291298,99.97784856494468,97.7784,0.7810545,0.84071034,0.82749254,0.60448253,0.61585575,1.9826965,2.197136,0,0,2,21.0,27.202941017470888,0.3764279479528585,341.5,-0.7282934188842773,-0.708662748336792,1.4369561672210691,929.5026154623722,99.46208548637772,1,0.6335715996590825,0.000413926958091,0.8325967192649841,407.637176680759,-0.0067875981330871,D,0,0.2783303175033748,0.14736974177035178,0.061068251327203414,1.0
pair_019,SetA,1,462.50661641112623,460.2952345169986,829.0,443.0,0.8566894,4,0.87919384,0.6217863,0.8842168,0.58340824,99.99808484152064,99.99770180982478,99.9955683890861,97.5301,0.52230626,0.78795564,0.79880416,0.53329957,0.6002716,1.7033179,2.2447171,2,4,9,7.0,7.071067811865476,0.6678023659736464,171.0,-0.1488997936248779,-0.1872614622116089,0.3361612558364868,444.00572993005824,461.1097381863868,1,0.6844972747801115,0.1396512854036191,0.888437807559967,385.419966535034,-0.0092439651489257,D,0,0.12792935904244818,0.0011311845659097517,0.0014470036150124902,0.8
pair_020,SetA,1,359.5974759091987,466.8878186295023,946.0,187.0,0.8643615,4,0.7576934,0.6111296,0.75971013,0.972222,99.9786820222986,99.97767882334794,99.9735797988142,99.9998,0.5539716,0.63053375,0.6818077,0.330155,0.38816005,1.9079298,2.2449656,1,2,3,8.06225774829855,16.0312195418814,1.089743088989327,54.0,0.0,0.0,0.0,334.9911351214419,208.9466727158839,1,0.62969101061055,0.0003573469766878,0.809697687625885,611.4028863224987,-0.0520042777061462,D,0,0.012743289019998758,0.0007383515357917388,0.0012291393062907232,0.6000000000000001
pair_021,SetA,1,465.1522506975749,532.2503646150753,465.0,532.0,0.8982058,4,0.8821737,0.7062628,0.5643965,1.0,100.0,99.9998805577951,88.25163479030435,100.0,0.6363724,0.7634628,0.85158736,0.6836883,0.72866136,2.044165,2.4729466,0,2,5,11.0,11.0,0.094847245611035,465.0,-0.0973820090293884,-0.2630262970924377,0.3604083061218261,465.07633415364216,532.2068154620623,1,0.6521019107064313,0.8990708799645212,0.8821737170219421,0.220453029827925,0.0,A,1,0.9479253279974104,0.9728263648859516,0.9740239076850518,0.8
pair_022,SetA,1,445.9727890984229,353.832497318668,192.5,804.5,0.81556106,4,0.73520917,0.57589996,0.7493212,0.8219932,100.0,100.0,99.99977268697631,99.9896,0.42373556,0.49597067,0.6312468,0.25243318,0.35059622,2.312257,2.8631766,2,2,2,7.0,9.486832980505138,0.8655090987390023,192.5,-0.3911224007606506,-0.4239073395729065,0.8150297403335571,0.0,0.0,0,0.5413162783490748,0.0029533291688417,0.7352091670036316,827.2100700547594,0.0,D,0,0.07468817323562844,0.007984243762194415,0.00733857360480056,0.8
pair_023,SetA,1,357.48726056680914,561.5979415955231,358.0,562.0,0.9159813,4,0.8657007,0.545534,0.8830126,1.0,99.9996238003935,99.98909021141164,99.99988462794242,100.0,0.4388711,0.6829456,0.7700857,0.43416905,0.5218054,1.8113014,2.56967,2,2,2,6.082762530298219,7.0,0.309890303171945,358.0,-0.0863659977912902,-0.1431537270545959,0.2295197248458862,357.85272360353457,561.0922969632331,1,0.6629068624580097,0.5907291151172653,0.8701419234275818,0.919573346673132,-0.0044412016868591,A,1,0.9070587228419094,0.4945211482157345,0.3843526511911156,0.8
pair_024,SetA,1,366.6139153673995,627.9868842791703,118.0,250.0,0.76560557,4,0.78908336,0.54631174,0.8160862,0.44815585,99.99987515995132,99.98863955556942,99.9955197595834,65.7706,0.7384289,0.7861729,0.78062576,0.5238363,0.53731084,1.9572588,2.1504102,0,1,7,12.529964086141668,21.93171219946131,0.9130695482820572,118.0,-0.6995489001274109,-0.6918376684188843,1.3913865089416504,0.0,0.0,0,0.5526166245973556,0.011076726380006,0.7902447581291199,276.4489102890442,-0.0011613965034484,D,0,0.014242641680938571,0.006053806961441151,0.002905227892427753,0.8
pair_025,SetA,1,379.1116367088906,515.4013269230493,379.5,515.5,0.9322997,4,0.8413352,0.7161394,0.85975796,0.9342294,100.0,100.0,99.9997755673657,99.9997,0.8178471,0.90800667,0.88212794,0.69594085,0.76483124,1.7325509,2.0799441,0,0,0,114.43775600735974,115.2128465059344,0.2429855962809318,379.5,-0.0783950686454773,-0.3608201146125793,0.4392151832580566,414.53068666012217,116.49621327488806,1,0.623639704517678,0.1554235984095346,0.8413351774215698,400.5386009223809,0.0,B,1,0.8932463792698297,0.9611120739069444,0.9602873493061146,1.0
pair_026,SetA,1,514.0043003399667,617.9084304340807,956.0,63.0,0.7787166,4,0.69422275,0.50653744,0.7286913,0.8168301,99.99012949390466,99.9976215647963,99.98840332779888,99.91,0.4553081,0.53171325,0.6214554,0.3145287,0.357606,2.2095466,2.3530796,1,2,2,6.0,18.027756377319943,1.2631785305331944,44.0,-0.3801169395446777,-0.6130837798118591,0.9932007193565368,0.0,0.0,0,0.5514661934809837,0.0002606294682419,0.7166341543197632,958.0735879878956,-0.0224114060401916,D,0,0.00445572905570065,0.0007854228607851475,0.0010869545730535358,0.8
pair_027,SetA,1,603.9420312048406,417.7763906775965,159.5,381.5,0.81910056,4,0.8367705,0.5752529,0.8524598,0.55962837,99.9957171665753,99.96940833268071,99.99033919649392,63.8811,0.5289134,0.75921047,0.80381894,0.49470076,0.5897495,1.5849696,2.1879592,2,5,9,6.0,6.082762530298219,0.7210617171920861,159.5,-0.0504443645477294,-0.2025890350341797,0.2530333995819092,845.3045014166241,437.4607487274992,1,0.640294684484539,0.0009689239540872,0.8522317409515381,688.0838753825341,-0.015461266040802,D,0,0.09916408527184288,0.009149969395246468,0.012799522522436551,0.8
pair_028,SetA,1,477.91187520368914,439.8842365822546,45.0,239.0,0.8192185,4,0.76108456,0.56841886,0.75482446,0.7988463,99.99964167338528,99.99928334677058,99.97876895708649,99.9874,0.39178553,0.48499808,0.6225693,0.31762677,0.38344407,2.2861931,2.636213,2,2,2,6.0,8.0,1.0490872223032746,45.0,-0.3725261092185974,-0.4458788633346557,0.8184049725532532,55.06774132876154,862.0071568350158,1,0.5986538679381413,0.0025354163540958,0.7708466053009033,623.0884984359067,-0.0097620487213134,D,0,0.012480673155402725,0.0009079914971038887,0.0019331535837603343,0.8
pair_029,SetA,1,505.0122385387808,618.7091177721555,120.5,533.5,0.8447727,3,0.8578546,0.68576854,0.8188492,0.79655796,99.98593317174516,99.99927862419206,99.3603669922436,99.9954,0.600656,0.77080697,0.8402734,0.6370265,0.71707606,1.89683,2.5486045,0,0,1,23.021728866442675,46.04345773288535,0.7619514420223903,120.5,-0.0378575325012207,-0.2354923486709594,0.2733498811721802,658.2036497585289,395.050149577525,1,0.6693001118678918,0.041393234323756,0.8779050707817078,555.2419076813712,-0.0200504660606384,D,0,0.14028600436145858,0.0008272189262851509,0.0018222899076939982,1.0
pair_030,SetA,1,436.1278420959197,611.0108527600154,455.0,813.0,0.7577857,3,0.780199,0.55534697,0.79831386,0.6810826,99.9976698810045,99.98810412933878,99.9924986702188,97.9822,0.73272043,0.75370413,0.7743679,0.5277352,0.54949766,1.8910159,1.989176,0,3,10,14.0356688476182,19.1049731745428,0.6324365580831013,187.0,-0.756213366985321,-0.8039014935493469,1.560114860534668,0.0,0.0,0,0.5393779200867618,0.0001242394766496,0.784014880657196,931.661955861674,-0.0038158893585205,D,0,0.03274443862884322,0.0024869734590399666,0.0014179398555263134,0.8
pair_031,SetA,1,515.2050624964362,524.1079983471228,359.5,75.5,0.8519303,3,0.83945274,0.70632905,0.84323496,0.81446284,99.99892736599226,99.9969012795332,99.99463636810606,99.9549,0.8415855,0.87342227,0.88831866,0.7096625,0.7370563,1.7056919,1.8510036,0,6,11,11.0,11.0,0.8942941350584829,75.5,-0.0753958821296691,-0.3750723004341125,0.4504681825637817,780.7554088430761,830.5062330037596,1,0.6152238236220549,0.0001148313847609,0.8406174182891846,864.5753474128641,-0.0011646747589111,D,0,0.060736147676433816,0.009387783574385647,0.0044714368192659585,0.8
pair_032,SetA,1,471.0536823948475,488.1316627573783,241.0,579.0,0.7929315,4,0.7712907,0.5649507,0.7818696,0.62684053,99.99612722548382,99.99431186242936,99.9914353072696,98.3026,0.49571913,0.56689906,0.6909957,0.379853,0.44037697,2.1023858,2.4728098,1,2,4,9.055385138137416,13.038404810405298,0.5415607075850315,241.0,-0.4846237301826477,-0.5510857105255127,1.0357093811035156,0.0,0.0,0,0.5447758995611547,0.1938254147935838,0.79792720079422,627.1538886110809,-0.0266364812850952,D,0,0.07520013015437296,0.0005683603379774297,0.0008438786400960739,0.8
pair_033,SetA,1,506.487300176383,415.4853036556477,506.5,415.5,0.96246463,4,0.90723217,0.7123324,0.8342513,1.0,100.0,100.0,99.99779848234324,100.0,0.5447959,0.79685634,0.82401466,0.60986847,0.69253397,1.9121846,2.7748814,0,2,5,14.0,14.0,0.1694992625352688,415.5,-0.1304911971092224,-0.178801417350769,0.3092926144599914,506.539065192771,414.9875121073918,1,0.6591594789595098,0.9906869584206084,0.9072321653366088,0.5139746388259048,1.1102230246251563e-16,A,1,0.9567330214587454,0.9611120739069444,0.9602873493061146,0.8
pair_034,SetA,1,600.6392691360397,427.2759208637932,288.0,391.0,0.75910646,3,0.7735127,0.52438694,0.83210427,0.7042969,99.99784897528978,100.0,100.0,96.9294,0.7410276,0.7934034,0.7833383,0.51940596,0.5308863,2.0206726,2.1935017,0,2,8,12.041594578792296,16.401219466856727,0.4767598976424087,288.0,-0.6652213335037231,-0.608910083770752,1.274131417274475,0.0,0.0,0,0.5463205593644438,9.188933218152332e-05,0.776939868927002,485.6181627575312,-0.0034271478652954,D,0,0.1794599816576839,0.0009017136406209202,0.0009483566612529672,0.8
pair_035,SetA,1,381.3987859700967,390.8476615420415,381.0,391.0,0.93208784,4,0.8821321,0.6878732,0.886471,0.8703953,100.0,99.99987950660363,99.99505200455664,99.9968,0.53348494,0.74133086,0.83755976,0.61190003,0.69051284,1.7853061,2.5414753,2,4,6,6.0,6.0,0.3227506777684595,381.0,-0.045549988746643,-0.2222939729690551,0.2678439617156982,380.7706615231635,390.8662560569715,1,0.6714278493777976,0.9445559443940348,0.8821321129798889,0.2654874370935509,0.0,A,1,0.881216362750294,0.9779661130409801,0.9766467899641972,0.8
pair_036,SetA,1,369.9263348959626,591.9291431014253,611.5,795.5,0.7346531,3,0.75566334,0.5520038,0.76293623,0.6479137,99.99987924163749,99.99987924163749,99.98478640107103,97.0549,0.68980235,0.70798224,0.7468937,0.51707065,0.524834,2.0468457,2.1000657,0,3,3,10.816653826391969,13.038404810405298,0.6316723834393901,204.5,-0.7132338285446167,-0.8601399660110474,1.573373794555664,0.0,0.0,0,0.4947715256757589,0.0003436128232178,0.7587499022483826,1003.370569630184,-0.0030865669250488,D,0,0.02862873640585264,0.006044651234759928,0.00286964534172089,0.8
pair_037,SetA,1,637.3473505721319,414.3333441028385,637.0,414.0,0.91216195,4,0.87560487,0.6675779,0.81636834,0.87766016,100.0,99.99987844147384,99.87403802625624,99.9987,0.55422413,0.7537262,0.82889324,0.6026305,0.6831286,1.794503,2.5718393,1,1,1,6.082762530298219,73.17103251970687,0.3235119781399137,363.0,-0.0649600625038147,-0.2174296379089355,0.2823897004127502,336.98128412756995,392.25575263661625,1,0.6723282836807362,0.769269195925818,0.8756048679351807,300.80565514488245,0.0,B,1,0.8713388590390589,0.9795073038158536,0.9872083385178879,0.8
pair_038,SetA,1,363.5338391870325,490.2092338110844,83.0,214.0,0.86804193,4,0.77995044,0.6495854,0.805747,0.8575675,99.9968650032792,99.9976174024922,99.99757718679082,99.9952,0.597563,0.6623922,0.7079171,0.37714678,0.4438892,2.1470156,2.502044,2,3,6,8.0,8.0,1.0113060862073362,83.0,-0.5500014424324036,-0.5326431393623352,1.0826445817947388,379.97693220179696,233.0099677732244,1,0.6270613427400387,0.0002500459384963,0.7915728688240051,297.5847394184213,-0.0116224288940429,D,0,0.017071852767438965,0.0005384002606144167,0.00041861034368132296,0.8
pair_039,SetA,1,414.3196668371812,445.5629858295304,414.0,446.0,0.91819215,4,0.8616511,0.58605355,0.85050434,1.0,99.9996304513052,99.99901453681382,99.98915643947696,100.0,0.5314841,0.7512141,0.7984423,0.51850635,0.586434,1.7597585,2.586877,0,0,0,51.0881590977792,64.1248781675256,0.2030960363965776,414.0,-0.0855140089988708,-0.1777155995368957,0.2632296085357666,575.6690652728366,456.5337415260171,1,0.6469651320761198,0.1965145367495467,0.8713593482971191,162.01187109816877,-0.0097082257270812,B,1,0.9631965161542063,0.800833492150873,0.9365058142674015,1.0
pair_040,SetA,1,630.593738588206,591.0880887782025,154.0,454.0,0.75707906,4,0.7321362,0.51520425,0.75284153,0.6073098,99.99412166239388,99.98908308730292,99.99697015943696,91.6507,0.6961113,0.7201187,0.7378197,0.5279925,0.51377946,1.9552474,1.9632568,0,1,5,17.11724276862369,25.495097567963924,0.6980888195638146,154.0,-0.7299619913101196,-0.9431180953979492,1.6730800867080688,0.0,0.0,0,0.5646429024991104,0.0102065693263808,0.7394642233848572,479.4079682274795,-0.0073280334472656,D,0,0.02026844352933021,0.0006695073494213948,0.001192351897888369,1.0
pair_041,SetA,1,377.178171218729,679.0484563009845,377.0,679.0,0.9732265,4,0.91489834,0.6898842,0.90270495,1.0,100.0,100.0,99.99988236456632,100.0,0.45017684,0.70218855,0.7754892,0.556749,0.6490676,1.9210768,2.5485747,2,3,5,7.0,8.0,0.4343731115066861,321.0,-0.1328650712966919,-0.1486281752586364,0.2814932465553283,377.0900040971183,679.0612609815639,1,0.699104407298976,0.5731406881658586,0.9148983359336852,0.1088744476920872,1.1102230246251563e-16,A,1,0.8077564773867533,0.0013887582501881963,0.0014353491772383879,0.8
pair_042,SetA,1,668.4494920156358,568.0786817680777,927.5,394.5,0.87835115,4,0.7936547,0.64866835,0.69202435,1.0,99.9871228380255,99.98825905819972,99.76490108812906,100.0,0.5601614,0.63576406,0.6952889,0.40241843,0.46701074,2.0877037,2.4364972,0,2,5,11.0,16.0312195418814,0.8806508956448066,72.5,-0.4569604098796844,-0.4704107642173767,0.9273711442947388,671.5308079763694,626.6190891500993,1,0.606949867352615,0.0003383227638296,0.8316231966018677,345.54232564637,-0.0379685163497924,D,0,0.018707213442228168,0.0006582951206373351,0.0005199710286910604,0.8
pair_043,SetA,1,564.7977986922531,533.8204042709664,707.5,477.5,0.81365573,3,0.86541486,0.6603485,0.8716558,0.6067111,99.99673228900642,99.9961038830461,99.99330842066036,90.8351,0.74096614,0.99389666,0.8531213,0.5917447,0.679019,1.7022014,2.373841,2,9,14,7.0,7.0,0.417432629294836,292.5,-0.1858143210411071,-0.269936740398407,0.4557510614395141,182.00068760521543,536.2173473909861,1,0.6532469863589013,0.0001128746806848,0.8737229108810425,528.769566268734,-0.0083080530166625,D,0,0.3332179507750485,0.0023210341845224486,0.00089093973309927,0.8
pair_044,SetA,1,488.5538592082335,610.1011136314564,501.0,957.0,0.7119798,3,0.7383087,0.5113529,0.7166132,0.66205454,99.99450565857448,99.99761115590194,99.79439411073216,99.5699,0.5347347,0.6053449,0.67068726,0.42851645,0.43736017,1.8945948,2.0433242,1,2,4,6.0,12.041594578792296,0.914002188181188,43.0,0.0,0.0,0.0,493.1079882650616,734.0113861139799,1,0.5801041283638928,0.0004346982887255,0.760347843170166,223.12822719690345,-0.0220391154289245,D,0,0.028950254942970863,0.010579975998813093,0.008241955736805036,0.6000000000000001
pair_045,SetA,1,375.918386738488,572.8570018542118,276.5,48.5,0.8987785,3,0.8637996,0.7041336,0.8520763,1.0,99.98984356645,99.98910936643432,99.64880137842616,100.0,0.5538142,0.7646037,0.82595336,0.5752852,0.7037689,1.5202562,2.1476955,2,2,2,6.0,6.0,1.0075802697552192,48.5,0.0,0.0,0.0,369.3697956329698,572.3710305445061,1,0.6569353852545297,0.0003758861411661,0.8813332319259644,532.0391485451728,-0.0175336599349975,D,0,0.06683146152976886,0.0007681282900585826,0.0012765497277943104,0.6000000000000001
